,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,56,5,58866193520,642502993,1,1,"(0.4928433895111084, 0.5523110032081604)","(0.49547240138053894, 0.6477319002151489)",1,1,2.6979217529296875,3.1284637451171875,"(-42.146514892578125, 54.943302154541016, 629.8323364257812)","(25.556093215942383, 54.413448333740234, 628.2636108398438)","(-4.092446804046631, 99.28004455566406, 25.49319076538086)","(-3.1840524673461914, 81.85267639160156, 19.15015983581543)",POINT (0.4941578954458237 0.6000214517116547),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866210194,642519666,1,1,"(0.4955044984817505, 0.5583566427230835)","(0.49302420020103455, 0.6500036120414734)",1,1,2.702987670898437,3.1328125,"(-42.036163330078125, 54.89729309082031, 629.9251708984375)","(25.65361785888672, 54.35531997680664, 628.2994384765625)","(-3.172956705093384, 98.17589569091797, 25.091306686401367)","(-4.029970645904541, 81.43778991699219, 18.999113082885742)",POINT (0.4942643493413925 0.6041801273822784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,5,58866226860,642536332,1,1,"(0.5004640221595764, 0.5532962679862976)","(0.4944164454936981, 0.6493301391601562)",1,1,2.6936492919921875,3.151824951171875,"(-41.95930099487305, 54.877296447753906, 630.1119384765625)","(25.7445068359375, 54.344154357910156, 628.5563354492188)","(-1.4593173265457153, 99.10009765625, 25.427703857421875)","(-3.5488996505737305, 81.56077575683594, 19.043914794921875)",POINT (0.4974402338266373 0.6013132035732269),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866243528,642552999,1,1,"(0.4934994578361511, 0.5559023022651672)","(0.5007197260856628, 0.647156298160553)",1,1,2.7093963623046875,3.1768035888671875,"(-41.88854217529297, 54.86167907714844, 630.1989135742188)","(25.807804107666016, 54.34088897705078, 628.69287109375)","(-3.8657655715942383, 98.6241455078125, 25.254440307617188)","(-1.3709850311279297, 81.95780944824219, 19.18840789794922)",POINT (0.497109591960907 0.6015293002128601),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866260195,642569666,1,1,"(0.4978376626968384, 0.5549355149269104)","(0.500654399394989, 0.6486398577690125)",1,1,2.7100830078125,3.1802215576171875,"(-41.83407974243164, 54.86116027832031, 630.3067016601562)","(25.86480712890625, 54.358985900878906, 628.85302734375)","(-2.366802930831909, 98.80070495605469, 25.31875991821289)","(-1.393542766571045, 81.68684387207031, 19.089797973632812)",POINT (0.4992460310459137 0.6017876863479614),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866276863,642586333,1,1,"(0.4940454363822937, 0.5470962524414062)","(0.49572956562042236, 0.6412339210510254)",1,1,2.6989288330078125,3.1810302734375,"(-41.79966354370117, 54.895362854003906, 630.4879150390625)","(25.905424118041992, 54.40413284301758, 628.9713134765625)","(-3.677111864089966, 100.23243713378906, 25.839853286743164)","(-3.0952036380767822, 83.0394515991211, 19.582109451293945)",POINT (0.494887501001358 0.5941650867462158),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866293529,642602999,1,1,"(0.485089510679245, 0.4890292286872864)","(0.49036988615989685, 0.5805698037147522)",1,1,2.6886138916015625,3.171234130859375,"(-41.77220916748047, 54.97132873535156, 630.6572265625)","(25.891881942749023, 54.49605178833008, 628.9938354492188)","(-6.771599292755127, 110.83761596679688, 29.69982147216797)","(-4.947118282318115, 94.11895751953125, 23.61470603942871)",POINT (0.4877296984195709 0.5347995162010193),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866310196,642619665,1,1,"(0.4844245910644531, 0.5081820487976074)","(0.4876886308193207, 0.5914081335067749)",1,1,2.716888427734375,3.184051513671875,"(-41.7221565246582, 54.980384826660156, 630.631103515625)","(25.95311737060547, 54.516754150390625, 629.1209106445312)","(-7.001347064971924, 107.33961486816406, 28.426652908325195)","(-5.873556137084961, 92.13948059082031, 22.89426612854004)",POINT (0.4860566109418869 0.5497950911521912),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866326864,642636333,1,1,"(0.4826848804950714, 0.5000232458114624)","(0.49021270871162415, 0.6010162830352783)",1,1,2.713714599609375,3.1999053955078125,"(-41.693763732910156, 55.00458526611328, 630.7127685546875)","(25.99641990661621, 54.526832580566406, 629.12890625)","(-7.602471828460693, 108.82971954345703, 28.968976974487305)","(-5.0014142990112305, 90.3846664428711, 22.255550384521484)",POINT (0.4864487946033478 0.5505197644233704),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866343535,642653003,1,1,"(0.48679569363594055, 0.5036430358886719)","(0.4860542118549347, 0.5951827764511108)",1,1,2.717926025390625,3.1869659423828125,"(-41.654991149902344, 55.04555130004883, 630.7066040039062)","(26.02780532836914, 54.552032470703125, 629.1375732421875)","(-6.1820807456970215, 108.16861724853516, 28.728349685668945)","(-6.438270568847656, 91.45008850097656, 22.643295288085938)",POINT (0.4864249527454376 0.5494129061698914),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,5,58866360202,642669670,1,1,"(0.48325228691101074, 0.5146280527114868)","(0.48372822999954224, 0.5905221700668335)",1,1,2.7389373779296875,3.19024658203125,"(-41.627098083496094, 55.110504150390625, 630.8203125)","(26.061906814575195, 54.5689697265625, 629.14599609375)","(-7.406408786773682, 106.16233825683594, 27.998146057128906)","(-7.241968631744385, 92.30130767822266, 22.953100204467773)",POINT (0.4834902584552765 0.5525751113891602),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
