,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,23,31,82288677196,476064184,1,1,"(0.45335468649864197, 0.2876986563205719)","(0.419153094291687, 0.2778699994087219)",1,1,2.5230712890625,2.520660400390625,"(-44.170021057128906, -38.291221618652344, 587.60986328125)","(21.741010665893555, -33.891414642333984, 592.9954223632812)","(-17.736783981323242, 147.60801696777344, 43.08305740356445)","(-29.55430793762207, 149.40306091308594, 43.73649215698242)",POINT (0.4362538903951645 0.2827843278646469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288693863,476080851,1,1,"(0.4507242739200592, 0.2967987060546875)","(0.4243817627429962, 0.27640584111213684)",1,1,2.52410888671875,2.4899139404296875,"(-44.1824951171875, -38.31595230102539, 587.53125)","(21.699899673461914, -33.90702819824219, 592.7841796875)","(-18.64565658569336, 145.9459991455078, 42.47816848754883)","(-27.747665405273438, 149.6704864501953, 43.833778381347656)",POINT (0.4375530183315277 0.2866022735834122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288710530,476097517,1,1,"(0.44596588611602783, 0.28172627091407776)","(0.42829856276512146, 0.2790739834308624)",1,1,2.5271759033203125,2.4746856689453125,"(-44.2053337097168, -38.38039779663086, 587.548095703125)","(21.6712646484375, -33.91967010498047, 592.6304931640625)","(-20.28981590270996, 148.6987762451172, 43.48012161254883)","(-26.39431381225586, 149.1831817626953, 43.656436920166016)",POINT (0.4371322244405746 0.2804001271724701),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288727197,476114184,1,1,"(0.4436730742454529, 0.266929566860199)","(0.4179951846599579, 0.2904667854309082)",1,1,2.523651123046875,2.4846649169921875,"(-44.231224060058594, -38.420806884765625, 587.6220703125)","(21.653602600097656, -33.94169998168945, 592.806640625)","(-21.08203887939453, 151.40121459960938, 44.46367645263672)","(-29.954389572143555, 147.10243225097656, 42.899112701416016)",POINT (0.4308341294527054 0.2786981761455536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288743864,476130851,1,1,"(0.44846370816230774, 0.27547162771224976)","(0.42108917236328125, 0.27828383445739746)",1,1,2.523956298828125,2.4965972900390625,"(-44.27960205078125, -38.453155517578125, 587.8468627929688)","(21.62403678894043, -33.97022247314453, 593.0029907226562)","(-19.426746368408203, 149.84109497070312, 43.89592361450195)","(-28.885343551635742, 149.32748413085938, 43.70897674560547)",POINT (0.4347764402627945 0.2768777310848236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288760530,476147517,1,1,"(0.45007696747779846, 0.27314847707748413)","(0.4207580089569092, 0.275306761264801)",1,1,2.521087646484375,2.4869842529296875,"(-44.30608367919922, -38.46466827392578, 587.9593505859375)","(21.59815788269043, -33.99345397949219, 593.2389526367188)","(-18.86933135986328, 150.26539611816406, 44.05033874511719)","(-28.99976921081543, 149.87120056152344, 43.906898498535156)",POINT (0.4354174882173538 0.2742276191711426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288777198,476164184,1,1,"(0.44476428627967834, 0.2756192982196808)","(0.41739004850387573, 0.2785678207874298)",1,1,2.521087646484375,2.492919921875,"(-44.32378005981445, -38.47087097167969, 588.0921020507812)","(21.59185218811035, -33.987937927246094, 593.31787109375)","(-20.70499038696289, 149.81411743164062, 43.8861198425293)","(-30.163482666015625, 149.27561950683594, 43.69009780883789)",POINT (0.431077167391777 0.2770935595035553),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288793870,476180856,1,1,"(0.44550466537475586, 0.2688329517841339)","(0.4226030111312866, 0.2845401167869568)",1,1,2.5231475830078125,2.488555908203125,"(-44.331119537353516, -38.46440887451172, 588.1298828125)","(21.583629608154297, -33.96957778930664, 593.3765869140625)","(-20.449167251586914, 151.05357360839844, 44.337181091308594)","(-28.362276077270508, 148.1848602294922, 43.29307556152344)",POINT (0.4340538382530212 0.2766865342855454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288810537,476197522,1,1,"(0.4434533715248108, 0.26950138807296753)","(0.4190165400505066, 0.28681516647338867)",1,1,2.507186889648437,2.4724578857421875,"(-44.33137893676758, -38.447959899902344, 588.149169921875)","(21.581432342529297, -33.94960021972656, 593.4744873046875)","(-21.157947540283203, 150.9314727783203, 44.29280090332031)","(-29.601484298706055, 147.76934814453125, 43.1418571472168)",POINT (0.4312349557876587 0.2781582772731781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,23,31,82288827204,476214189,1,1,"(0.4497425854206085, 0.2825261056423187)","(0.42391788959503174, 0.2847099006175995)",1,1,2.51116943359375,2.476959228515625,"(-44.33699035644531, -38.4145622253418, 588.2254638671875)","(21.580562591552734, -33.94051742553711, 593.513671875)","(-18.9848575592041, 148.55267333984375, 43.42702102661133)","(-27.907949447631836, 148.1538543701172, 43.28178024291992)",POINT (0.4368302375078201 0.2836180031299591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,
