,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,9,26,180592555913,6758584656,1,1,"(0.4385826587677002, 0.2907922863960266)","(0.4900886118412018, 0.1620912402868271)",1,1,3.57958984375,3.456573486328125,"(-45.6138916015625, -52.01719284057617, 717.302734375)","(23.08282470703125, -51.26151657104492, 720.6411743164062)","(-22.840909957885742, 147.04298400878906, 42.87748718261719)","(-5.044284343719482, 170.54852294921875, 51.432769775390625)",POINT (0.464335635304451 0.2264417633414268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592572582,6758601324,1,1,"(0.44258126616477966, 0.29778873920440674)","(0.47818276286125183, 0.07993273437023163)",1,1,3.558700561523437,3.3276519775390625,"(-45.655460357666016, -51.99468994140625, 717.3270263671875)","(23.04581642150879, -51.23762512207031, 720.7297973632812)","(-21.459264755249023, 145.76516723632812, 42.41239547729492)","(-9.158064842224121, 185.55369567871094, 56.89422607421875)",POINT (0.4603820145130158 0.1888607367873192),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,26,180592589248,6758617990,1,1,"(0.4522804319858551, 0.31076812744140625)","(0.488595187664032, 0.14056788384914398)",1,1,3.5911865234375,3.406768798828125,"(-45.70524597167969, -51.99058532714844, 717.333251953125)","(23.006561279296875, -51.220977783203125, 720.760986328125)","(-18.107982635498047, 143.39466857910156, 41.549591064453125)","(-5.560299396514893, 174.47950744628906, 52.86351776123047)",POINT (0.4704378098249435 0.2256680056452751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592605915,6758634657,1,1,"(0.4334930181503296, 0.2970709502696991)","(0.48489829897880554, 0.11614573001861572)",1,1,3.5497283935546875,3.3728790283203125,"(-45.769126892089844, -52.00300216674805, 717.5537109375)","(22.960693359375, -51.201385498046875, 720.6212768554688)","(-24.599491119384766, 145.89625549316406, 42.46013641357422)","(-6.837677955627441, 178.9398651123047, 54.48699951171875)",POINT (0.4591956585645676 0.2066083401441574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,26,180592622583,6758651324,1,1,"(0.4499758183956146, 0.2849814295768738)","(0.4859514534473419, 0.1702296882867813)",1,1,3.575668334960937,3.4338836669921875,"(-45.83338165283203, -52.01032638549805, 717.6035766601562)","(22.89724349975586, -51.19673156738281, 720.6685791015625)","(-18.904281616210938, 148.104248046875, 43.26377487182617)","(-6.4737958908081055, 169.06214904785156, 50.89180374145508)",POINT (0.4679636359214783 0.2276055589318276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592639249,6758667990,1,1,"(0.4456791281700134, 0.28856295347213745)","(0.49084192514419556, 0.15586289763450623)",1,1,3.5471649169921875,3.454864501953125,"(-45.89881134033203, -52.01117706298828, 717.779541015625)","(22.836994171142578, -51.1955680847168, 720.7881469726562)","(-20.388883590698242, 147.4501495361328, 43.02565002441406)","(-4.7839884757995605, 171.68606567382812, 51.84680938720703)",POINT (0.4682605266571045 0.2222129255533218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592655919,6758684659,1,1,"(0.44751331210136414, 0.28656595945358276)","(0.48384910821914673, 0.16489529609680176)",1,1,3.574676513671875,3.436874389648437,"(-45.9448127746582, -52.02417755126953, 717.8009033203125)","(22.794870376586914, -51.19307327270508, 720.9053955078125)","(-19.75513458251953, 147.8148651123047, 43.15840530395508)","(-7.200204372406006, 170.03640747070312, 51.24637985229492)",POINT (0.4656812101602554 0.2257306277751923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592672588,6758701328,1,1,"(0.4422898292541504, 0.3017606735229492)","(0.48620349168777466, 0.16795524954795837)",1,1,3.597274780273437,3.440902709960937,"(-45.991920471191406, -52.01101303100586, 717.8936767578125)","(22.73661994934082, -51.155941009521484, 720.7376708984375)","(-21.55998420715332, 145.0397491455078, 42.14835739135742)","(-6.386697769165039, 169.4775390625, 51.04296875)",POINT (0.4642466604709625 0.2348579615354538),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,26,180592689253,6758717993,1,1,"(0.4449000656604767, 0.28530892729759216)","(0.48748624324798584, 0.1615075320005417)",1,1,3.5525054931640625,3.4432830810546875,"(-46.068275451660156, -52.007080078125, 718.112548828125)","(22.679920196533203, -51.137672424316406, 720.9427490234375)","(-20.658071517944336, 148.04444885253906, 43.24199295043945)","(-5.9434814453125, 170.6551513671875, 51.4715576171875)",POINT (0.4661931544542313 0.2234082296490669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,9,26,180592705921,6758734660,1,1,"(0.455074667930603, 0.29690951108932495)","(0.4889461100101471, 0.18503358960151672)",1,1,3.5771026611328125,3.5031280517578125,"(-46.119110107421875, -51.98502731323242, 718.1622314453125)","(22.637815475463867, -51.101722717285156, 721.1177368164062)","(-17.142488479614258, 145.92575073242188, 42.4708366394043)","(-5.439058780670166, 166.3583984375, 49.90772247314453)",POINT (0.4720103889703751 0.2409715503454208),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
