,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,54,5,436408880119,975264861,1,1,"(0.48889389634132385, 0.41781941056251526)","(0.5038522481918335, 0.4667227566242218)",1,1,2.9569854736328125,2.817535400390625,"(-66.91749572753906, -78.10951232910156, 722.7716064453125)","(-1.1616017818450928, -78.01168823242188, 720.88037109375)","(-3.577955722808838, 124.15437316894531, 34.546722412109375)","(1.6056711673736572, 115.19667053222656, 31.286413192749023)",POINT (0.4963730722665787 0.4422710835933685),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436408896786,975281527,1,1,"(0.48668473958969116, 0.40796756744384766)","(0.509937047958374, 0.4663858413696289)",1,1,2.9658203125,2.8159942626953125,"(-66.96400451660156, -78.11570739746094, 722.8819580078125)","(-1.1961524486541748, -77.97779846191406, 720.8798828125)","(-4.343490123748779, 125.95893859863281, 35.203514099121094)","(3.714273452758789, 115.25840759277344, 31.308837890625)",POINT (0.4983108937740326 0.4371767044067383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,5,436408913453,975298194,1,1,"(0.4943578243255615, 0.4152067005634308)","(0.5097074508666992, 0.4759317934513092)",1,1,2.93170166015625,2.832366943359375,"(-66.99310302734375, -78.12612915039062, 723.008056640625)","(-1.2161201238632202, -77.97254943847656, 721.080810546875)","(-1.684505581855774, 124.63294219970703, 34.72092056274414)","(3.6347124576568604, 113.50985717773438, 30.672426223754883)",POINT (0.5020326375961304 0.44556924700737),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436408930121,975314861,1,1,"(0.4985339641571045, 0.44084322452545166)","(0.5034142732620239, 0.48218289017677307)",1,1,2.9268035888671875,2.824462890625,"(-67.005859375, -78.09773254394531, 723.0794677734375)","(-1.2258999347686768, -77.93517303466797, 721.1951904296875)","(-0.23730655014514923, 119.93704986572266, 33.01179504394531)","(1.4538884162902832, 112.36483001708984, 30.255678176879883)",POINT (0.5009741187095642 0.4615130573511124),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436408946792,975331532,1,1,"(0.485835462808609, 0.4297349452972412)","(0.49964532256126404, 0.4766317307949066)",1,1,2.9167022705078125,2.8483428955078125,"(-67.00627136230469, -78.07357788085938, 723.1520385742188)","(-1.2316663265228271, -77.90740966796875, 721.2237548828125)","(-4.637797832489014, 121.9717788696289, 33.75233459472656)","(0.14782534539699554, 113.38165283203125, 30.62576675415039)",POINT (0.4927403926849365 0.4531833380460739),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436408963460,975348199,1,1,"(0.4435858726501465, 0.39852795004844666)","(0.4423835575580597, 0.41909220814704895)",1,1,2.9200592041015625,2.822784423828125,"(-67.12347412109375, -77.94564056396484, 723.3770141601562)","(-1.3777222633361816, -77.729248046875, 721.1229858398438)","(-19.27883529663086, 127.6880111694336, 35.83287811279297)","(-19.695472717285156, 123.92122650146484, 34.46185302734375)",POINT (0.4429847151041031 0.4088100790977478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,5,436408980127,975364866,1,1,"(0.388639897108078, 0.31289687752723694)","(0.4119226634502411, 0.24115125834941864)",1,1,2.83746337890625,2.773895263671875,"(-67.18818664550781, -77.8080825805664, 723.37548828125)","(-1.5310672521591187, -77.56649780273438, 720.9359741210938)","(-38.31961441040039, 143.37315368652344, 41.54178237915039)","(-30.251298904418945, 156.514892578125, 46.32503128051758)",POINT (0.4002812802791596 0.2770240679383278),,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,5,436408996794,975381532,1,1,"(0.3977513909339905, 0.3572435677051544)","(0.41088569164276123, 0.28641268610954285)",1,1,2.8584442138671875,2.8226318359375,"(-67.19953155517578, -77.73464965820312, 723.3564453125)","(-1.532665491104126, -77.49333953857422, 720.746826171875)","(-35.162147521972656, 135.25010681152344, 38.58525848388672)","(-30.610641479492188, 148.22430419921875, 43.30744934082031)",POINT (0.4043185412883758 0.3218281269073486),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436409013461,975398199,1,1,"(0.3983670771121979, 0.30138328671455383)","(0.4069913327693939, 0.3197343945503235)",1,1,2.7915496826171875,2.8424224853515625,"(-67.18756103515625, -77.69523620605469, 723.3037719726562)","(-1.4686384201049805, -77.4693603515625, 721.4677734375)","(-34.94879913330078, 145.48211669921875, 42.30939483642578)","(-31.960172653198242, 142.1207275390625, 41.085941314697266)",POINT (0.4026792049407959 0.3105588406324387),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,5,436409030129,975414866,1,1,"(0.3973022997379303, 0.3225816488265991)","(0.40738216042518616, 0.2979670763015747)",1,1,2.919525146484375,2.831634521484375,"(-67.17426300048828, -77.647216796875, 723.368408203125)","(-1.4777625799179077, -77.38375854492188, 721.09375)","(-35.317779541015625, 141.59918212890625, 40.89612579345703)","(-31.824750900268555, 146.10787963867188, 42.53715133666992)",POINT (0.4023422300815582 0.3102743625640869),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
