,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,44,27,162724627019,3562954001,1,1,"(0.47551214694976807, 0.46727025508880615)","(0.49273669719696045, 0.4456264078617096)",1,1,3.1206207275390625,3.4261474609375,"(-67.46907043457031, -11.52283000946045, 613.9275512695312)","(8.548473358154297, -17.850780487060547, 621.0568237304688)","(-10.080830574035645, 114.81159973144531, 31.146242141723633)","(-4.129308223724365, 118.76458740234375, 32.584957122802734)",POINT (0.4841244220733643 0.4564483314752579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724643685,3562970667,1,1,"(0.4760991930961609, 0.44483432173728943)","(0.48973533511161804, 0.4574457108974457)",1,1,3.063629150390625,3.4478759765625,"(-67.51284790039062, -11.507122993469238, 613.9505004882812)","(8.511419296264648, -17.827491760253906, 621.1431884765625)","(-9.8779878616333, 118.90924072265625, 32.63763427734375)","(-5.166353225708008, 116.60594177246094, 31.79928207397461)",POINT (0.4829172641038895 0.4511400163173676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724660353,3562987334,1,1,"(0.47931429743766785, 0.4604659080505371)","(0.48787596821784973, 0.4517357349395752)",1,1,3.1092681884765625,3.426605224609375,"(-67.5762710571289, -11.48852825164795, 614.0113525390625)","(8.44660758972168, -17.79235076904297, 620.995361328125)","(-8.76708698272705, 116.05432891845703, 31.598548889160156)","(-5.808804512023926, 117.6487808227539, 32.17889404296875)",POINT (0.4835951328277588 0.4561008214950562),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724677020,3563004001,1,1,"(0.47425323724746704, 0.4485015273094177)","(0.49424126744270325, 0.4584496021270752)",1,1,3.077301025390625,3.426055908203125,"(-67.64500427246094, -11.479076385498047, 613.9649047851562)","(8.370363235473633, -17.75183868408203, 621.0718994140625)","(-10.515815734863281, 118.23947143554688, 32.39387893676758)","(-3.6094372272491455, 116.422607421875, 31.732532501220703)",POINT (0.4842472523450851 0.4534755647182465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724693687,3563020667,1,1,"(0.4723283350467682, 0.46181437373161316)","(0.48998594284057617, 0.44567906856536865)",1,1,3.118377685546875,3.411117553710937,"(-67.73595428466797, -11.485624313354492, 614.0628662109375)","(8.303576469421387, -17.73052978515625, 621.2015380859375)","(-11.180919647216797, 115.8080825805664, 31.508859634399414)","(-5.0797576904296875, 118.75495147705078, 32.58148193359375)",POINT (0.4811571389436722 0.4537467211484909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724710357,3563037337,1,1,"(0.470712810754776, 0.4460083842277527)","(0.4915662407875061, 0.45609191060066223)",1,1,3.070648193359375,3.419052124023437,"(-67.80400085449219, -11.50541877746582, 613.878173828125)","(8.214698791503906, -17.713003158569336, 620.9796142578125)","(-11.739105224609375, 118.69480895996094, 32.559600830078125)","(-4.533729076385498, 116.85317993164062, 31.889297485351562)",POINT (0.481139525771141 0.4510501474142075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724727024,3563054003,1,1,"(0.4744313061237335, 0.45022648572921753)","(0.49016860127449036, 0.46978503465652466)",1,1,3.075927734375,3.4444732666015625,"(-67.89318084716797, -11.52021312713623, 613.966064453125)","(8.142605781555176, -17.703643798828125, 620.9602661132812)","(-10.454288482666016, 117.92443084716797, 32.27922058105469)","(-5.016637802124023, 114.35232543945312, 30.979061126708984)",POINT (0.4822999536991119 0.4600057601928711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724743691,3563070670,1,1,"(0.4714237153530121, 0.4657229781150818)","(0.49043330550193787, 0.4427069127559662)",1,1,3.0912628173828125,3.4114990234375,"(-67.95478057861328, -11.53122329711914, 613.8782958984375)","(8.098180770874023, -17.69990348815918, 621.2384033203125)","(-11.493485450744629, 115.09420013427734, 31.249086380004883)","(-4.9251813888549805, 119.29778289794922, 32.779052734375)",POINT (0.480928510427475 0.454214945435524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724760359,3563087337,1,1,"(0.4765356779098511, 0.4814988672733307)","(0.4882029592990875, 0.44884902238845825)",1,1,3.1270751953125,3.429351806640625,"(-68.00560760498047, -11.545019149780273, 613.8889770507812)","(8.026215553283691, -17.70000457763672, 620.8775634765625)","(-9.727167129516602, 112.21295928955078, 30.200332641601562)","(-5.6958417892456055, 118.17603302001953, 32.3707160949707)",POINT (0.4823693186044693 0.4651739448308945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,44,27,162724777025,3563104003,1,1,"(0.4737882912158966, 0.49186766147613525)","(0.49036696553230286, 0.44336527585983276)",1,1,3.150970458984375,3.40936279296875,"(-68.028564453125, -11.549418449401855, 613.7882080078125)","(8.001641273498535, -17.69655990600586, 620.8248291015625)","(-10.67646598815918, 110.3192138671875, 29.511150360107422)","(-4.948122501373291, 119.17753601074219, 32.735321044921875)",POINT (0.4820776283740997 0.467616468667984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
