,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,29,11,758614948731,3177773466,1,1,"(0.6149601340293884, 0.4457300007343292)","(0.6012575030326843, 0.43676522374153137)",1,1,2.649765014648437,2.36761474609375,"(-59.62809753417969, -33.96227264404297, 545.45947265625)","(4.7474212646484375, -40.76585388183594, 548.5257568359375)","(38.10197448730469, 118.74566650390625, 32.57807159423828)","(33.36737823486328, 120.38294219970703, 33.174034118652344)",POINT (0.6081088185310364 0.4412476122379303),,,,,,,,,,,1,
0,29,11,758614965398,3177790132,1,1,"(0.6124979257583618, 0.44529959559440613)","(0.6023241877555847, 0.457003653049469)",1,1,2.6632843017578125,2.3736724853515625,"(-59.647056579589844, -33.95757293701172, 545.4138793945312)","(4.730086803436279, -40.755855560302734, 548.53466796875)","(37.251220703125, 118.82427215576172, 32.6067008972168)","(33.73594665527344, 116.68665313720703, 31.82870864868164)",POINT (0.6074110567569733 0.4511516243219376),,,,,,,,,,,1,
0,29,11,758614982072,3177806806,1,1,"(0.6194381713867188, 0.43913957476615906)","(0.6038753986358643, 0.44099894165992737)",1,1,2.654891967773437,2.3685302734375,"(-59.69508743286133, -33.967071533203125, 545.4638671875)","(4.702658176422119, -40.7497444152832, 548.534423828125)","(39.64924240112305, 119.9493179321289, 33.016170501708984)","(34.27191925048828, 119.60970306396484, 32.89262771606445)",POINT (0.6116567850112915 0.4400692582130432),,,,,,,,,,,1,
0,29,11,758614998740,3177823473,1,1,"(0.6246702075004578, 0.43993961811065674)","(0.6007347702980042, 0.4332121014595032)",1,1,2.6704559326171875,2.36456298828125,"(-59.73766326904297, -33.98045349121094, 545.4559936523438)","(4.668886661529541, -40.746978759765625, 548.5101928710938)","(41.457027435302734, 119.80320739746094, 32.96302032470703)","(33.186767578125, 121.03189086914062, 33.41020584106445)",POINT (0.612702488899231 0.43657585978508),,,,,,,,,,,1,
0,29,11,758615015406,3177840139,1,1,"(0.6199793815612793, 0.4361710846424103)","(0.5987216234207153, 0.4293542206287384)",1,1,2.660003662109375,2.346908569335937,"(-59.77988815307617, -33.988609313964844, 545.4398193359375)","(4.630539417266846, -40.74205017089844, 548.5441284179688)","(39.836246490478516, 120.49146270751953, 33.21352005004883)","(32.49116516113281, 121.7364730834961, 33.66667175292969)",POINT (0.6093505024909973 0.4327626526355743),,,,,,,,,,,1,
0,29,11,758615032074,3177856806,1,1,"(0.6214790940284729, 0.45467785000801086)","(0.607718825340271, 0.4390351176261902)",1,1,2.6908111572265625,2.3637237548828125,"(-59.812313079833984, -33.99037551879883, 545.3660278320312)","(4.595425605773926, -40.72724151611328, 548.4862060546875)","(40.35444641113281, 117.1114501953125, 31.983278274536133)","(35.59990692138672, 119.9683837890625, 33.02313995361328)",POINT (0.614598959684372 0.4468564838171005),,,,,,,,,,,1,
0,29,11,758615048741,3177873473,1,1,"(0.6169136762619019, 0.4279273748397827)","(0.6001143455505371, 0.42721694707870483)",1,1,2.6473541259765625,2.355438232421875,"(-59.84844970703125, -33.991336822509766, 545.3765869140625)","(4.56348991394043, -40.71998596191406, 548.4869384765625)","(38.77698516845703, 121.99707794189453, 33.761512756347656)","(32.97237014770508, 122.12681579589844, 33.80875015258789)",POINT (0.6085140109062195 0.4275721609592438),,,,,,,,,,,1,
0,29,11,758615065408,3177890139,1,1,"(0.6168588995933533, 0.4387500286102295)","(0.6023281812667847, 0.43676742911338806)",1,1,2.674530029296875,2.3652496337890625,"(-59.876529693603516, -33.9871940612793, 545.3534545898438)","(4.540119171142578, -40.70941162109375, 548.4703979492188)","(38.758052825927734, 120.02045440673828, 33.042091369628906)","(33.737308502197266, 120.382568359375, 33.173851013183594)",POINT (0.609593540430069 0.4377587288618088),,,,,,,,,,,1,
0,29,11,758615082075,3177906806,1,1,"(0.6230049729347229, 0.43646690249443054)","(0.5978271961212158, 0.4511791467666626)",1,1,2.6618194580078125,2.367767333984375,"(-59.90024185180664, -33.98107147216797, 545.3671875)","(4.528043746948242, -40.7065544128418, 548.47900390625)","(40.88165283203125, 120.43744659423828, 33.19384765625)","(32.182125091552734, 117.75044250488281, 32.21586227416992)",POINT (0.6104160845279694 0.4438230246305466),,,,,,,,,,,1,
0,29,11,758615098743,3177923473,1,1,"(0.6177744269371033, 0.44634300470352173)","(0.6047757267951965, 0.448833167552948)",1,1,2.6586151123046875,2.360198974609375,"(-59.90526580810547, -33.97453308105469, 545.3155517578125)","(4.518339157104492, -40.70459747314453, 548.46240234375)","(39.07439422607422, 118.63370513916016, 32.53733825683594)","(34.58300018310547, 118.17891693115234, 32.37177658081055)",POINT (0.6112750768661499 0.4475880861282349),,,,,,,,,,,1,
