,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,7,25,274985149358,3314650917,1,1,"(0.553390622138977, -0.07135587930679321)","(0.6361505389213562, 0.014509866014122963)",1,1,2.455169677734375,2.6342315673828125,"(-55.057891845703125, -34.77961730957031, 769.49609375)","(11.869712829589844, -34.394325256347656, 767.40869140625)","(18.772525787353516, 213.7572479248047, 67.15949249267578)","(47.45186233520508, 198.02908325195312, 61.43495559692383)",POINT (0.5947705805301666 -0.0284230066463351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985166026,3314667584,1,1,"(0.5536088347434998, -0.08570390939712524)","(0.6583029627799988, -0.0434814989566803)",1,1,2.4610748291015625,2.548446655273437,"(-55.21064376831055, -34.6550178527832, 769.4713134765625)","(11.693683624267578, -34.21738815307617, 767.3500366210938)","(18.84815788269043, 216.38539123535156, 68.11605834960938)","(55.12848663330078, 208.65145874023438, 65.30113220214844)",POINT (0.6059558987617493 -0.0645927041769028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985182692,3314684250,1,1,"(0.5489358901977539, -0.0936555489897728)","(0.6413434743881226, -0.04501783847808838)",1,1,2.4687652587890625,2.5404052734375,"(-55.32707214355469, -34.49287033081055, 769.398681640625)","(11.580423355102539, -34.003292083740234, 766.80224609375)","(17.228805541992188, 217.84188842773438, 68.64620208740234)","(49.25140380859375, 208.932861328125, 65.403564453125)",POINT (0.5951396822929382 -0.0693366937339306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985199360,3314700917,1,1,"(0.5600401163101196, -0.052278246730566025)","(0.6483820676803589, -0.022848738357424736)",1,1,2.46099853515625,2.6019439697265625,"(-55.413917541503906, -34.26128387451172, 769.234375)","(11.468049049377441, -33.80059814453125, 766.804443359375)","(21.076801300048828, 210.26275634765625, 65.8875961303711)","(51.69054412841797, 204.87213134765625, 63.92557144165039)",POINT (0.6042110919952393 -0.0375634925439954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985216027,3314717584,1,1,"(0.5643028616905212, -0.09425409138202667)","(0.6427764296531677, 0.019266590476036072)",1,1,2.4710845947265625,2.64947509765625,"(-55.46462631225586, -34.15556335449219, 769.2124633789062)","(11.435646057128906, -33.585243225097656, 767.374267578125)","(22.554018020629883, 217.95152282714844, 68.68610382080078)","(49.74797058105469, 197.15777587890625, 61.117835998535156)",POINT (0.6035396456718445 -0.0374937504529953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985232694,3314734250,1,1,"(0.5584846138954163, -0.08724935352802277)","(0.6393823027610779, 0.015644211322069168)",1,1,2.4830322265625,2.622039794921875,"(-55.536651611328125, -34.002403259277344, 769.95654296875)","(11.412982940673828, -33.3797607421875, 767.0023193359375)","(20.53777313232422, 216.66847229003906, 68.2190933227539)","(48.57179641723633, 197.82130432128906, 61.35934066772461)",POINT (0.5989334583282471 -0.0358025711029768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985249361,3314750917,1,1,"(0.5703643560409546, -0.05213628709316254)","(0.6507595181465149, -0.04920842871069908)",1,1,2.472564697265625,2.59014892578125,"(-55.485595703125, -33.7813606262207, 769.4029541015625)","(11.416239738464355, -33.24424743652344, 766.904052734375)","(24.654550552368164, 210.23675537109375, 65.878173828125)","(52.514400482177734, 209.70046997070312, 65.68293762207031)",POINT (0.6105619370937347 -0.0506723579019308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985266030,3314767585,1,1,"(0.5723627209663391, -0.09835679084062576)","(0.6529797911643982, 0.013270914554595947)",1,1,2.4796142578125,2.6356201171875,"(-55.383934020996094, -33.691932678222656, 768.9423828125)","(11.492172241210938, -33.03681945800781, 766.0753173828125)","(25.34705352783203, 218.70303344726562, 68.95960998535156)","(53.283817291259766, 198.2560272216797, 61.51754379272461)",POINT (0.6126712560653687 -0.0425429381430149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985282696,3314784251,1,1,"(0.5625641345977783, -0.047309376299381256)","(0.6497242450714111, 0.005940260365605354)",1,1,2.4893951416015625,2.6796875,"(-55.286354064941406, -33.518680572509766, 769.4534301757812)","(11.640131950378418, -32.993751525878906, 766.831298828125)","(21.95148277282715, 209.35260009765625, 65.55636596679688)","(52.15564727783203, 199.59878540039062, 62.00629425048828)",POINT (0.6061441898345947 -0.020684557966888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,25,274985299364,3314800918,1,1,"(0.5667370557785034, -0.05190729722380638)","(0.6414812803268433, -0.012762252241373062)",1,1,2.48175048828125,2.595550537109375,"(-55.078147888183594, -33.45478820800781, 768.4320068359375)","(11.779998779296875, -32.938720703125, 766.1146240234375)","(23.397544860839844, 210.19480895996094, 65.86287689208984)","(49.29917907714844, 203.0245819091797, 63.253108978271484)",POINT (0.6041091680526733 -0.0323347747325897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
