,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,28,33,7606549856,7824969867,1,1,"(0.566600501537323, 0.4222830533981323)","(0.5847505331039429, 0.39450976252555847)",1,1,3.673049926757813,3.4176788330078125,"(-49.318328857421875, 22.55266571044922, 507.421142578125)","(14.80389404296875, 23.591257095336914, 512.41845703125)","(23.35024070739746, 123.33676147460938, 34.2491340637207)","(29.639896392822266, 128.42404174804688, 36.10071563720703)",POINT (0.5756755173206329 0.4083964079618454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,33,7606566524,7824986534,1,1,"(0.5535394549369812, 0.38005971908569336)","(0.5817205905914307, 0.40604573488235474)",1,1,3.6766510009765625,3.434661865234375,"(-49.13532257080078, 22.47679901123047, 507.01739501953125)","(14.951997756958008, 23.53987693786621, 512.441650390625)","(18.824115753173828, 131.0708770751953, 37.0640869140625)","(28.58988380432129, 126.31096649169922, 35.33167266845703)",POINT (0.5676300227642059 0.393052726984024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,33,7606583196,7825003206,1,1,"(0.5630238056182861, 0.3677404224872589)","(0.5797763466835022, 0.3995521068572998)",1,1,3.6706390380859375,3.436370849609375,"(-49.06277084350586, 22.512861251831055, 507.434326171875)","(15.101482391357422, 23.493175506591797, 512.479248046875)","(22.11077308654785, 133.32740783691406, 37.885414123535156)","(27.916141510009766, 127.50040435791016, 35.764610290527344)",POINT (0.5714000761508942 0.3836462646722794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,33,7606599863,7825019873,1,1,"(0.5700036883354187, 0.38485556840896606)","(0.5829736590385437, 0.39970672130584717)",1,1,3.6832122802734375,3.430160522460937,"(-48.977195739746094, 22.573516845703125, 507.7366943359375)","(15.246472358703613, 23.443431854248047, 512.5314331054688)","(24.52956771850586, 130.19239807128906, 36.74439239501953)","(29.024131774902344, 127.47210693359375, 35.754241943359375)",POINT (0.5764886736869812 0.3922811448574066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,33,7606616530,7825036539,1,1,"(0.5784711837768555, 0.40436333417892456)","(0.5795095562934875, 0.40961337089538574)",1,1,3.6761627197265625,3.458099365234375,"(-48.89845275878906, 22.653974533081055, 508.15313720703125)","(15.387380599975586, 23.417236328125, 512.6859130859375)","(27.463848114013672, 126.61912536621094, 35.44384765625)","(27.823699951171875, 125.65747833251953, 35.09382247924805)",POINT (0.5789903700351715 0.4069883525371552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,33,7606633197,7825053206,1,1,"(0.585743248462677, 0.4236561357975006)","(0.5838329195976257, 0.397661417722702)",1,1,3.669601440429688,3.43963623046875,"(-48.807193756103516, 22.716487884521484, 508.1804504394531)","(15.506250381469727, 23.3887996673584, 512.695556640625)","(29.983901977539062, 123.08525085449219, 34.1575927734375)","(29.3218994140625, 127.84672546386719, 35.89065933227539)",POINT (0.5847880840301514 0.4106587767601013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,33,7606649856,7825069864,1,1,"(0.5898710489273071, 0.4202744960784912)","(0.5832522511482239, 0.4018400311470032)",1,1,3.6748046875,3.4427032470703125,"(-48.736263275146484, 22.79052734375, 508.30816650390625)","(15.600483894348145, 23.355609893798828, 512.574951171875)","(31.41434097290039, 123.70468139648438, 34.38301467895508)","(29.120662689208984, 127.08132934570312, 35.612060546875)",POINT (0.5865616500377655 0.4110572636127472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,33,7606666523,7825086531,1,1,"(0.5847691297531128, 0.4223765432834625)","(0.5802529454231262, 0.4083898961544037)",1,1,3.658157348632813,3.4668426513671875,"(-48.65394973754883, 22.83902359008789, 508.30511474609375)","(15.694809913635254, 23.33626937866211, 512.7013549804688)","(29.646329879760742, 123.31962585449219, 34.24293518066406)","(28.08131980895996, 125.881591796875, 35.17536163330078)",POINT (0.5825110375881195 0.4153832197189331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,33,7606683190,7825103197,1,1,"(0.584801971912384, 0.4317256808280945)","(0.5801042914390564, 0.405571848154068)",1,1,3.6539154052734375,3.45721435546875,"(-48.61399841308594, 22.928972244262695, 508.4252014160156)","(15.732165336608887, 23.332551956176758, 512.5107421875)","(29.657699584960938, 121.60713958740234, 33.61960220336914)","(28.0297908782959, 126.39777374267578, 35.363258361816406)",POINT (0.5824531316757202 0.4186487644910812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,33,7606699862,7825119869,1,1,"(0.5910055041313171, 0.4307798743247986)","(0.5834978818893433, 0.40267661213874817)",1,1,3.6793060302734375,3.4598541259765625,"(-48.60975646972656, 22.979496002197266, 508.48541259765625)","(15.755502700805664, 23.314300537109375, 512.524169921875)","(31.807456970214844, 121.7803955078125, 33.682647705078125)","(29.205791473388672, 126.92808532714844, 35.55630874633789)",POINT (0.5872516930103302 0.4167282432317734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
