,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,55,3,838849505824,2800545771,1,1,"(0.551189661026001, 0.28106021881103516)","(0.5320138931274414, 0.3418079614639282)",1,1,3.121932983398437,3.0713653564453125,"(-31.859970092773438, 24.806190490722656, 542.398193359375)","(25.78533935546875, 25.659500122070312, 541.204345703125)","(16.067651748657227, 148.82041931152344, 43.52439880371094)","(9.441950798034668, 137.72564697265625, 39.486236572265625)",POINT (0.5416017770767212 0.3114340901374817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849522496,2800562444,1,1,"(0.552757203578949, 0.28255611658096313)","(0.52841717004776, 0.3384598195552826)",1,1,3.124908447265625,3.053009033203125,"(-31.858070373535156, 24.80541229248047, 542.3658447265625)","(25.793167114257812, 25.645198822021484, 541.1226806640625)","(16.609296798706055, 148.5471954345703, 43.425018310546875)","(8.19919204711914, 138.33714294433594, 39.70880126953125)",POINT (0.5405871868133545 0.3105079680681229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849539164,2800579111,1,1,"(0.5501969456672668, 0.2816852331161499)","(0.5269527435302734, 0.34095481038093567)",1,1,3.1213836669921875,3.0666046142578125,"(-31.841506958007812, 24.809738159179688, 542.3348388671875)","(25.817089080810547, 25.655746459960938, 541.0718383789062)","(15.724649429321289, 148.7062530517578, 43.48289489746094)","(7.69320011138916, 137.8814697265625, 39.542938232421875)",POINT (0.5385748445987701 0.3113200217485428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849555831,2800595778,1,1,"(0.5486014485359192, 0.28561878204345703)","(0.5247939825057983, 0.34085991978645325)",1,1,3.124176025390625,3.0584716796875,"(-31.827312469482422, 24.805339813232422, 542.254150390625)","(25.83146858215332, 25.65543556213379, 541.087158203125)","(15.173367500305176, 147.9878692626953, 43.22134780883789)","(6.947295188903809, 137.8988037109375, 39.549224853515625)",POINT (0.5366977155208588 0.3132393509149551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849572498,2800612444,1,1,"(0.5446605086326599, 0.28473928570747375)","(0.5242059230804443, 0.34359344840049744)",1,1,3.1094207763671875,3.057220458984375,"(-31.813037872314453, 24.827472686767578, 542.1900634765625)","(25.839550018310547, 25.676197052001953, 540.9888916015625)","(13.811670303344727, 148.1484832763672, 43.27985763549805)","(6.744111061096191, 137.39955139160156, 39.367557525634766)",POINT (0.5344332158565521 0.3141663670539856),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849589165,2800629111,1,1,"(0.5454531311988831, 0.2880145013332367)","(0.5257790684700012, 0.3396599590778351)",1,1,3.113006591796875,3.0498504638671875,"(-31.81341552734375, 24.82745361328125, 542.1244506835938)","(25.839855194091797, 25.68453598022461, 540.9723510742188)","(14.08556079864502, 147.55032348632812, 43.06209182739258)","(7.287672519683838, 138.11795043945312, 39.6290283203125)",POINT (0.5356160998344421 0.3138372302055359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849605832,2800645777,1,1,"(0.5484179854393005, 0.2879908084869385)","(0.5266357064247131, 0.3431501090526581)",1,1,3.107818603515625,3.043441772460937,"(-31.82379150390625, 24.835556030273438, 542.139892578125)","(25.83836555480957, 25.692874908447266, 540.9400634765625)","(15.109989166259766, 147.5546417236328, 43.063690185546875)","(7.583644390106201, 137.48052978515625, 39.396995544433594)",POINT (0.5375268459320068 0.3155704587697983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849622499,2800662444,1,1,"(0.5484310388565063, 0.28670868277549744)","(0.525505006313324, 0.3457917273044586)",1,1,3.112030029296875,3.0337371826171875,"(-31.836450576782227, 24.832054138183594, 542.122314453125)","(25.82814598083496, 25.695749282836914, 540.9238891601562)","(15.114494323730469, 147.78878784179688, 43.148963928222656)","(7.192962169647217, 136.99807739257812, 39.22138214111328)",POINT (0.5369680225849152 0.316250205039978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849639167,2800679111,1,1,"(0.5470765829086304, 0.28406450152397156)","(0.5261481404304504, 0.3466009795665741)",1,1,3.1138153076171875,3.04498291015625,"(-31.896345138549805, 24.82672119140625, 542.2640380859375)","(25.787532806396484, 25.68648910522461, 540.8627319335938)","(14.646492958068848, 148.271728515625, 43.32469177246094)","(7.415195941925049, 136.8502655029297, 39.167625427246094)",POINT (0.5366123616695404 0.3153327405452728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849655837,2800695781,1,1,"(0.48416808247566223, 0.29573875665664673)","(0.4668559432029724, 0.35696008801460266)",1,1,3.1061553955078125,3.04010009765625,"(-32.11857604980469, 24.78093910217285, 542.1920166015625)","(25.547264099121094, 25.630205154418945, 540.9614868164062)","(-7.0899882316589355, 146.13955688476562, 42.5487060546875)","(-13.071759223937988, 134.9582977294922, 38.479042053222656)",POINT (0.4755120128393173 0.3263494223356247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849672505,2800712448,1,1,"(0.4899076223373413, 0.29351091384887695)","(0.46286001801490784, 0.34932562708854675)",1,1,3.104644775390625,3.041107177734375,"(-32.162174224853516, 24.808795928955078, 542.2703857421875)","(25.50423812866211, 25.649974822998047, 540.916015625)","(-5.106833457946777, 146.5464630126953, 42.6967658996582)","(-14.452448844909668, 136.35264587402344, 38.98650360107422)",POINT (0.4763838201761246 0.3214182704687118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849689172,2800729115,1,1,"(0.4880118668079376, 0.29503369331359863)","(0.4615403711795807, 0.3608504831790924)",1,1,3.0841522216796875,3.0311737060546875,"(-32.17491149902344, 24.815509796142578, 542.2361450195312)","(25.497398376464844, 25.65906524658203, 540.8353271484375)","(-5.7618584632873535, 146.2683563232422, 42.59550476074219)","(-14.908435821533203, 134.24778747558594, 38.22039031982422)",POINT (0.4747761189937592 0.3279420882463455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849705839,2800745781,1,1,"(0.49088916182518005, 0.29802635312080383)","(0.46385785937309265, 0.3607988655567169)",1,1,3.0962066650390625,3.024688720703125,"(-32.21687316894531, 24.81707763671875, 542.2154541015625)","(25.46779441833496, 25.681718826293945, 540.853515625)","(-4.7676777839660645, 145.72178649902344, 42.39657974243164)","(-14.107681274414062, 134.2572021484375, 38.223854064941406)",POINT (0.4773735105991364 0.3294126093387604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849722506,2800762448,1,1,"(0.490551620721817, 0.29241204261779785)","(0.46681323647499084, 0.36033469438552856)",1,1,3.071990966796875,3.020751953125,"(-32.250308990478516, 24.805877685546875, 542.228759765625)","(25.435760498046875, 25.68377113342285, 540.8885498046875)","(-4.884311199188232, 146.74716186523438, 42.76979064941406)","(-13.086516380310059, 134.34197998046875, 38.254695892333984)",POINT (0.4786824285984039 0.3263733685016632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849739174,2800779115,1,1,"(0.49128100275993347, 0.3089233338832855)","(0.4675000309944153, 0.3492375314235687)",1,1,3.071319580078125,3.005584716796875,"(-32.284217834472656, 24.80061912536621, 542.14306640625)","(25.400489807128906, 25.67947769165039, 540.875)","(-4.632293224334717, 143.73158264160156, 41.672245025634766)","(-12.849211692810059, 136.36874389648438, 38.992340087890625)",POINT (0.4793905168771744 0.3290804326534271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849755839,2800795781,1,1,"(0.48370251059532166, 0.30498114228248596)","(0.46945720911026, 0.35682806372642517)",1,1,3.0809783935546875,3.008819580078125,"(-32.311668395996094, 24.789939880371094, 542.0910034179688)","(25.36160659790039, 25.67381477355957, 540.8284912109375)","(-7.250853538513184, 144.45156860351562, 41.93430709838867)","(-12.172964096069336, 134.98240661621094, 38.48783493041992)",POINT (0.4765798598527908 0.3309046030044556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849772507,2800812448,1,1,"(0.487209677696228, 0.29898127913475037)","(0.46498891711235046, 0.3571144938468933)",1,1,3.0716705322265625,3.005218505859375,"(-32.35950469970703, 24.78938102722168, 542.15185546875)","(25.333274841308594, 25.67180633544922, 540.7822265625)","(-6.039028167724609, 145.54737854003906, 42.333099365234375)","(-13.716876983642578, 134.93011474609375, 38.4687385559082)",POINT (0.4760992974042892 0.3280478864908218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849789178,2800829119,1,1,"(0.4896377623081207, 0.30771341919898987)","(0.4659263491630554, 0.35423457622528076)",1,1,3.065032958984375,2.995361328125,"(-32.41175079345703, 24.786712646484375, 542.1795043945312)","(25.29942512512207, 25.677457809448242, 540.80029296875)","(-5.200080871582031, 143.95257568359375, 41.75262451171875)","(-13.392963409423828, 135.4561004638672, 38.660152435302734)",POINT (0.4777820557355881 0.3309739977121353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849805845,2800845785,1,1,"(0.4903295338153839, 0.30846744775772095)","(0.4699685573577881, 0.35569486021995544)",1,1,3.0744171142578125,2.9759674072265625,"(-32.45978546142578, 24.779834747314453, 542.1910400390625)","(25.240188598632812, 25.677837371826172, 540.837890625)","(-4.961045742034912, 143.81484985351562, 41.702545166015625)","(-11.996274948120117, 135.18939208984375, 38.56309509277344)",POINT (0.480149045586586 0.3320811539888382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849822512,2800862452,1,1,"(0.46781080961227417, 0.2998453974723816)","(0.4538942575454712, 0.34711241722106934)",1,1,3.0750274658203125,3.0144195556640625,"(-32.58945846557617, 24.786861419677734, 542.2103271484375)","(25.124704360961914, 25.706684112548828, 540.8623657226562)","(-12.741830825805664, 145.38954162597656, 42.27570724487305)","(-17.55035972595215, 136.75685119628906, 39.13364028930664)",POINT (0.4608525335788727 0.3234789073467255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849839179,2800879119,1,1,"(0.38495299220085144, 0.24298787117004395)","(0.37966781854629517, 0.2844739556312561)",1,1,3.0688629150390625,2.993682861328125,"(-32.92205047607422, 24.895978927612305, 542.2578735351562)","(24.706632614135742, 25.84599494934082, 540.95751953125)","(-41.37130355834961, 155.77383422851562, 46.05522918701172)","(-43.19746398925781, 148.1969451904297, 43.297481536865234)",POINT (0.3823104053735733 0.26373091340065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849855846,2800895785,1,1,"(0.37643298506736755, 0.25111180543899536)","(0.3635126054286957, 0.26771166920661926)",1,1,3.075912475585937,2.97979736328125,"(-33.06652069091797, 24.928913116455078, 542.2431640625)","(24.51289176940918, 25.888118743896484, 541.0200805664062)","(-44.315185546875, 154.29010009765625, 45.51520538330078)","(-48.77949142456055, 151.25836181640625, 44.411712646484375)",POINT (0.3699727952480316 0.2594117373228073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849872513,2800912452,1,1,"(0.37832915782928467, 0.2271108776330948)","(0.3610234260559082, 0.2643280327320099)",1,1,3.0746307373046875,2.9753570556640625,"(-33.16245651245117, 24.906944274902344, 542.349609375)","(24.454214096069336, 25.888500213623047, 540.9271240234375)","(-43.659996032714844, 158.6735382080078, 47.11069107055664)","(-49.63956832885742, 151.87632751464844, 44.636680603027344)",POINT (0.3696762919425964 0.2457194551825523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,55,3,838849889181,2800929119,1,1,"(0.37337714433670044, 0.24138730764389038)","(0.3565171957015991, 0.2591530680656433)",1,1,3.07745361328125,2.9679107666015625,"(-33.22956085205078, 24.897001266479492, 542.3093872070312)","(24.399051666259766, 25.907394409179688, 540.9630126953125)","(-45.37104797363281, 156.066162109375, 46.1616096496582)","(-51.196598052978516, 152.82147216796875, 44.98066711425781)",POINT (0.3649471700191498 0.2502701878547668),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849905847,2800945785,1,1,"(0.37820857763290405, 0.2481779307126999)","(0.3611985445022583, 0.27989673614501953)",1,1,3.080108642578125,2.988037109375,"(-33.327659606933594, 24.885038375854492, 542.3970947265625)","(24.312427520751953, 25.925405502319336, 541.0014038085938)","(-43.70167922973633, 154.825927734375, 45.71024703979492)","(-49.579063415527344, 149.0329132080078, 43.601749420166016)",POINT (0.3697035610675812 0.2640373334288597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849922520,2800962457,1,1,"(0.37624627351760864, 0.2454502135515213)","(0.35530564188957214, 0.27658605575561523)",1,1,3.062469482421875,2.9659881591796875,"(-33.4071044921875, 24.878379821777344, 542.4204711914062)","(24.246084213256836, 25.929153442382812, 540.8763427734375)","(-44.37970733642578, 155.32411193847656, 45.891571044921875)","(-51.615211486816406, 149.6375732421875, 43.821807861328125)",POINT (0.3657759577035904 0.2610181346535683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849939187,2800979124,1,1,"(0.3818186819553375, 0.2466830015182495)","(0.36050763726234436, 0.2649005353450775)",1,1,3.0565643310546875,2.946868896484375,"(-33.511444091796875, 24.87688446044922, 542.540283203125)","(24.159839630126953, 25.941207885742188, 541.0934448242188)","(-42.454288482666016, 155.09896850585938, 45.80958938598633)","(-49.81779861450195, 151.7717742919922, 44.598602294921875)",POINT (0.3711631596088409 0.2557917684316635),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849955854,2800995790,1,1,"(0.3759428858757019, 0.2334514707326889)","(0.3581489324569702, 0.27827367186546326)",1,1,3.05792236328125,2.96124267578125,"(-33.57232666015625, 24.86865234375, 542.4853515625)","(24.08790397644043, 25.963695526123047, 541.0335693359375)","(-44.484535217285156, 157.51553344726562, 46.68914794921875)","(-50.632789611816406, 149.329345703125, 43.70964050292969)",POINT (0.3670459091663361 0.2558625712990761),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849972521,2801012457,1,1,"(0.38266730308532715, 0.23942260444164276)","(0.35958126187324524, 0.2705259919166565)",1,1,3.04913330078125,2.96099853515625,"(-33.68914794921875, 24.874435424804688, 542.6533203125)","(23.998497009277344, 25.981761932373047, 541.1045532226562)","(-42.161067962646484, 156.42498779296875, 46.29221725463867)","(-50.137874603271484, 150.74435424804688, 44.224674224853516)",POINT (0.3711242824792862 0.2549742981791496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838849989189,2801029124,1,1,"(0.37624362111091614, 0.23958845436573029)","(0.3595251739025116, 0.2776378393173218)",1,1,3.0485076904296875,2.95098876953125,"(-33.752159118652344, 24.87723159790039, 542.581787109375)","(23.91566276550293, 26.033615112304688, 541.159423828125)","(-44.38060760498047, 156.39468383789062, 46.281227111816406)","(-50.157257080078125, 149.44546508789062, 43.751930236816406)",POINT (0.3678843975067139 0.258613146841526),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838850005855,2801045790,1,1,"(0.3856126666069031, 0.23774273693561554)","(0.3597739040851593, 0.27378222346305847)",1,1,3.0438690185546875,2.929840087890625,"(-33.85856628417969, 24.883296966552734, 542.75)","(23.83702850341797, 26.06576156616211, 541.2135620117188)","(-41.143367767333984, 156.73178100585938, 46.40391159057617)","(-50.071319580078125, 150.14964294433594, 44.00821304321289)",POINT (0.3726932853460312 0.255762480199337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,55,3,838850022522,2801062457,1,1,"(0.3741888701915741, 0.23528999090194702)","(0.3596426546573639, 0.2803526520729065)",1,1,3.0414581298828125,2.932342529296875,"(-33.9193115234375, 24.88445281982422, 542.7266845703125)","(23.747249603271484, 26.08892059326172, 541.203125)","(-45.090572357177734, 157.17974853515625, 46.56694412231445)","(-50.116661071777344, 148.9496307373047, 43.57148361206055)",POINT (0.366915762424469 0.2578213214874268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
