,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,26,3,573712086,736167354,1,1,"(0.48530805110931396, 0.47276443243026733)","(0.47189247608184814, 0.4741035997867584)",1,1,3.702484130859375,3.565643310546875,"(-71.22100830078125, 5.117236137390137, 596.2789916992188)","(-6.5735764503479, 6.837858200073242, 597.521240234375)","(-4.8205742835998535, 114.09001922607422, 30.88360023498535)","(-9.469552040100098, 113.84471893310547, 30.79429817199707)",POINT (0.478600263595581 0.4734340161085129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573728754,736184021,1,1,"(0.4906807243824005, 0.47533202171325684)","(0.4740099012851715, 0.46452796459198)",1,1,3.703155517578125,3.562652587890625,"(-71.22482299804688, 5.082605838775635, 596.2674560546875)","(-6.571473121643066, 6.798766136169434, 597.471923828125)","(-2.958742380142212, 113.61970520019531, 30.712425231933594)","(-8.735784530639648, 115.59870910644531, 31.432693481445312)",POINT (0.482345312833786 0.4699299931526184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573745421,736200688,1,1,"(0.4827219247817993, 0.4664207398891449)","(0.47139227390289307, 0.46198076009750366)",1,1,3.6627197265625,3.53076171875,"(-71.2492446899414, 5.069845199584961, 596.2923583984375)","(-6.5891313552856445, 6.7832770347595215, 597.5109252929688)","(-5.716762542724609, 115.25198364257812, 31.30655860900879)","(-9.642915725708008, 116.06529235839844, 31.60253143310547)",POINT (0.4770570993423462 0.4642007499933243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573762089,736217355,1,1,"(0.4834098815917969, 0.4561813473701477)","(0.47762730717658997, 0.46247756481170654)",1,1,3.6607818603515625,3.539276123046875,"(-71.29849243164062, 5.054963111877441, 596.35205078125)","(-6.639866828918457, 6.769938945770264, 597.5592651367188)","(-5.478357791900635, 117.12757110595703, 31.989173889160156)","(-7.4822258949279785, 115.97428131103516, 31.56941795349121)",POINT (0.4805185943841934 0.4593294560909271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573778763,736234029,1,1,"(0.478948175907135, 0.4707929491996765)","(0.4797075390815735, 0.46746423840522766)",1,1,3.653335571289064,3.529769897460937,"(-71.33429718017578, 5.055758476257324, 596.293701171875)","(-6.6795244216918945, 6.7889299392700195, 597.400390625)","(-7.024506568908691, 114.45115661621094, 31.015018463134766)","(-6.761340141296387, 115.06085205078125, 31.23695945739746)",POINT (0.4793278574943542 0.4691285938024521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573795430,736250696,1,1,"(0.4807620048522949, 0.4205903708934784)","(0.4767584800720215, 0.394182950258255)",1,1,3.673416137695313,3.5273895263671875,"(-71.36520385742188, 5.170663833618164, 596.3880615234375)","(-6.754922389984131, 6.894590854644775, 597.55615234375)","(-6.395944118499756, 123.64680480957031, 34.362003326416016)","(-7.783317565917969, 128.48390197753906, 36.122562408447266)",POINT (0.4787602424621582 0.4073866605758667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,3,573812098,736267363,1,1,"(0.47744983434677124, 0.366190642118454)","(0.47388914227485657, 0.3736359775066376)",1,1,3.6183929443359375,3.5315704345703125,"(-71.39106750488281, 5.223657608032227, 596.3817749023438)","(-6.864060401916504, 6.996169090270996, 597.5635986328125)","(-7.543728351593018, 133.61129760742188, 37.98872756958008)","(-8.777642250061035, 132.2475128173828, 37.49237060546875)",POINT (0.4756694883108139 0.3699133098125458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,3,573828764,736284029,1,1,"(0.4774317443370819, 0.3753288984298706)","(0.47119444608688354, 0.37539568543434143)",1,1,3.645706176757813,3.513580322265625,"(-71.45203399658203, 5.200871467590332, 596.4188232421875)","(-6.895236968994141, 6.997161865234375, 597.5130004882812)","(-7.5500006675720215, 131.9374237060547, 37.37952423095703)","(-9.711450576782227, 131.92518615722656, 37.37505340576172)",POINT (0.4743130952119827 0.375362291932106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,3,573845432,736300696,1,1,"(0.473256379365921, 0.35618898272514343)","(0.47402530908584595, 0.3581293821334839)",1,1,3.6001434326171875,3.471542358398437,"(-71.49374389648438, 5.228009223937988, 596.449462890625)","(-6.916045188903809, 7.049012660980225, 597.444091796875)","(-8.99692153930664, 135.44329833984375, 38.65555191040039)","(-8.730449676513672, 135.08786010742188, 38.52618408203125)",POINT (0.4736408442258835 0.3571591824293137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573862098,736317362,1,1,"(0.4765266478061676, 0.357321560382843)","(0.4690105617046356, 0.36464008688926697)",1,1,3.566253662109375,3.465179443359375,"(-71.53160095214844, 5.249405860900879, 596.4912109375)","(-6.935773849487305, 7.079855918884277, 597.571533203125)","(-7.863656044006348, 135.23585510253906, 38.58006286621094)","(-10.468242645263672, 133.89527893066406, 38.09212112426758)",POINT (0.4727686047554016 0.360980823636055),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573878766,736334029,1,1,"(0.47603318095207214, 0.35333195328712463)","(0.4736490249633789, 0.36950674653053284)",1,1,3.5575408935546875,3.475448608398437,"(-71.55039978027344, 5.299289703369141, 596.507080078125)","(-6.941889762878418, 7.112605094909668, 597.6105346679688)","(-8.034658432006836, 135.9666290283203, 38.84600067138672)","(-8.860849380493164, 133.0038604736328, 37.76765823364258)",POINT (0.4748411029577255 0.3614193499088287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573895432,736350695,1,1,"(0.47798484563827515, 0.3774886429309845)","(0.4702538549900055, 0.3628925085067749)",1,1,3.5883331298828125,3.4581298828125,"(-71.55264282226562, 5.334972381591797, 596.4869384765625)","(-6.938615798950195, 7.142647743225098, 597.5810546875)","(-7.3583292961120605, 131.54180908203125, 37.23552703857422)","(-10.037391662597656, 134.2153778076172, 38.20864486694336)",POINT (0.4741193503141403 0.3701905757188797),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,3,573912103,736367365,1,1,"(0.4752161502838135, 0.35300615429878235)","(0.47459787130355835, 0.3555563688278198)",1,1,3.54852294921875,3.4355010986328125,"(-71.55950164794922, 5.377012252807617, 596.4849853515625)","(-6.937954902648926, 7.200416088104248, 597.5714111328125)","(-8.31778335571289, 136.0263214111328, 38.86770248413086)","(-8.532035827636719, 135.5591583251953, 38.69773483276367)",POINT (0.4749070107936859 0.3542812615633011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573928770,736384032,1,1,"(0.4762569069862366, 0.3642561137676239)","(0.4739716947078705, 0.3690671920776367)",1,1,3.545379638671875,3.444610595703125,"(-71.5505599975586, 5.395561218261719, 596.466796875)","(-6.927290439605713, 7.235362529754639, 597.502685546875)","(-7.957120895385742, 133.9656219482422, 38.11772537231445)","(-8.749030113220215, 133.08438110351562, 37.79697036743164)",POINT (0.4751143008470535 0.3666616529226303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573945437,736400698,1,1,"(0.476139634847641, 0.35503461956977844)","(0.4780251979827881, 0.35918882489204407)",1,1,3.5550689697265625,3.435394287109375,"(-71.54334259033203, 5.418713092803955, 596.4983520507812)","(-6.9163923263549805, 7.271892547607422, 597.5323486328125)","(-7.997769355773926, 135.65472412109375, 38.7325325012207)","(-7.3443498611450195, 134.89381408691406, 38.455528259277344)",POINT (0.4770824164152145 0.3571117222309112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
0,26,3,573962105,736417366,1,1,"(0.47309598326683044, 0.3020666241645813)","(0.4772069454193115, 0.3552204370498657)",1,1,3.466949462890625,3.4373016357421875,"(-71.53788757324219, 5.436021327972412, 596.5597534179688)","(-6.901216983795166, 7.288051605224609, 597.5026245117188)","(-9.052506446838379, 145.35696411132812, 42.263832092285156)","(-7.627893447875977, 135.62069702148438, 38.72013473510742)",POINT (0.475151464343071 0.3286435306072235),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
