,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,std;.1,namespace.1,n>0.1,n==3.1,n=10.1,n--.1,n.1,main.1,int.1,int.2,if.1,for.1,cout.1,cout.2,countdown.1,break.1,aborted.1,<<.1,<<.2,<<.3,-----------.2,-----------.5,-----------.9,-----------.12,-----------.13,-----------.14,-----------.15,",.8",question,code,choices
0,6,17,3486792518,3705334048,1,1,"(0.4417414665222168, 0.6394232511520386)","(0.41680991649627686, 0.6668692231178284)",1,1,2.488067626953125,2.5557403564453125,"(-41.318145751953125, -48.2620849609375, 602.0205688476562)","(20.705917358398438, -48.118045806884766, 602.017333984375)","(-19.91798973083496, 83.56291961669922, 19.772615432739258)","(-28.557676315307617, 78.53558349609375, 17.942855834960938)",POINT (0.4292756915092468 0.6531462371349335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486809184,3705350714,1,1,"(0.44257694482803345, 0.6384674906730652)","(0.4157840609550476, 0.6746023893356323)",1,1,2.4951171875,2.558929443359375,"(-41.361289978027344, -48.25649642944336, 602.15673828125)","(20.67662811279297, -48.08668518066406, 601.9796752929688)","(-19.62846565246582, 83.73796844482422, 19.836368560791016)","(-28.913171768188477, 77.1191177368164, 17.427242279052734)",POINT (0.4291805028915405 0.6565349400043488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486825852,3705367381,1,1,"(0.4532190263271332, 0.6567066311836243)","(0.4137252867221832, 0.6635553240776062)",1,1,2.539779663085937,2.561126708984375,"(-41.39664077758789, -48.2686882019043, 602.2127075195312)","(20.65151596069336, -48.08576202392578, 601.9597778320312)","(-15.94060230255127, 80.39708709716797, 18.62037467956543)","(-29.62662124633789, 79.1426010131836, 18.163776397705078)",POINT (0.4334721565246582 0.6601309776306152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486842524,3705384053,1,1,"(0.45008188486099243, 0.6374070048332214)","(0.41372576355934143, 0.665676474571228)",1,1,2.5045928955078125,2.5402069091796875,"(-41.41872787475586, -48.26139450073242, 602.10888671875)","(20.62439727783203, -48.08555603027344, 602.0228271484375)","(-17.02773094177246, 83.93222045898438, 19.907068252563477)","(-29.626445770263672, 78.75405883789062, 18.02240562438965)",POINT (0.4319038242101669 0.6515417397022247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486859192,3705400720,1,1,"(0.44618022441864014, 0.6534120440483093)","(0.4145209491252899, 0.6673019528388977)",1,1,2.512069702148437,2.55181884765625,"(-41.44816589355469, -48.26787567138672, 602.0440673828125)","(20.57863998413086, -48.082130432128906, 602.0855102539062)","(-18.379783630371094, 81.00056457519531, 18.840042114257812)","(-29.350887298583984, 78.45633697509766, 17.913990020751953)",POINT (0.430350586771965 0.6603569984436035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486875859,3705417387,1,1,"(0.44192373752593994, 0.6453789472579956)","(0.4174793064594269, 0.656807541847229)",1,1,2.503082275390625,2.5397491455078125,"(-41.471527099609375, -48.24276351928711, 602.0613403320312)","(20.53976821899414, -48.053955078125, 601.9676513671875)","(-19.854833602905273, 82.47200012207031, 19.375587463378906)","(-28.325706481933594, 80.37862396240234, 18.613632202148438)",POINT (0.4297015219926834 0.6510932445526123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486892526,3705434053,1,1,"(0.44337907433509827, 0.6517208218574524)","(0.41745296120643616, 0.6581401824951172)",1,1,2.530670166015625,2.522491455078125,"(-41.50861358642578, -48.233245849609375, 602.2794189453125)","(20.50978660583496, -48.02288055419922, 602.0489501953125)","(-19.350496292114258, 81.31036376953125, 18.952743530273438)","(-28.334842681884766, 80.13447570800781, 18.524879455566406)",POINT (0.4304160177707672 0.6549305021762848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486909193,3705450720,1,1,"(0.4414047598838806, 0.6492149829864502)","(0.4173906147480011, 0.6532065272331238)",1,1,2.490585327148437,2.5194091796875,"(-41.53683090209961, -48.187889099121094, 602.31689453125)","(20.494583129882812, -47.94755554199219, 602.1910400390625)","(-20.03466033935547, 81.76935577392578, 19.119823455810547)","(-28.3564453125, 81.0382080078125, 18.853708267211914)",POINT (0.4293976873159409 0.651210755109787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486925861,3705467387,1,1,"(0.4489540159702301, 0.6531869769096375)","(0.4160676598548889, 0.6525812149047852)",1,1,2.49871826171875,2.525390625,"(-41.56526184082031, -48.11779022216797, 602.3739013671875)","(20.471782684326172, -47.855712890625, 602.1729736328125)","(-17.41858673095703, 81.04180145263672, 18.855026245117188)","(-28.814899444580078, 81.15274810791016, 18.8953857421875)",POINT (0.4325108379125595 0.6528840959072113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,6,17,3486942527,3705484054,1,1,"(0.4476167559623718, 0.6475570797920227)","(0.4106827974319458, 0.6647772192955017)",1,1,2.479034423828125,2.5393218994140625,"(-41.58433532714844, -48.052494049072266, 602.6339721679688)","(20.467941284179688, -47.781883239746094, 602.2318115234375)","(-17.881994247436523, 82.0730209350586, 19.23038101196289)","(-30.68094825744629, 78.91877746582031, 18.082340240478516)",POINT (0.4291497766971588 0.6561671495437622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
