,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,50,13,855016147,989743608,1,1,"(0.500365138053894, 0.6678937673568726)","(0.49798452854156494, 0.5943158864974976)",1,1,2.6984100341796875,2.6768798828125,"(-10.373449325561523, -3.7658908367156982, 592.2354736328125)","(53.95690155029297, -0.5569429993629456, 591.9968872070312)","(-1.4934778213500977, 78.17039489746094, 17.80986213684082)","(-2.3160481452941895, 91.6084213256836, 22.700931549072266)",POINT (0.4991748332977295 0.6311048269271851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855032815,989760275,1,1,"(0.5057345032691956, 0.6445160508155823)","(0.5019528269767761, 0.5981616377830505)",1,1,2.6680450439453125,2.688262939453125,"(-10.532999038696289, -3.761941432952881, 592.4830322265625)","(53.82139205932617, -0.5317459106445312, 592.2552490234375)","(0.36176830530166626, 82.44001770019531, 19.363916397094727)","(-0.9449018836021423, 90.9060287475586, 22.44529914855957)",POINT (0.5038436651229858 0.6213388442993164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855049481,989776941,1,1,"(0.5059093236923218, 0.6577391624450684)","(0.5113120675086975, 0.593595027923584)",1,1,2.684234619140625,2.6434783935546875,"(-10.720314025878906, -3.712275505065918, 592.6705932617188)","(53.66870880126953, -0.4587342143058777, 592.4764404296875)","(0.42215925455093384, 80.02500915527344, 18.48488426208496)","(2.2889416217803955, 91.74006652832031, 22.748857498168945)",POINT (0.5086106956005096 0.6256670951843262),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855066149,989793608,1,1,"(0.5057294368743896, 0.643927276134491)","(0.5093321800231934, 0.5981310606002808)",1,1,2.689727783203125,2.676116943359375,"(-10.898496627807617, -3.620936870574951, 592.9169921875)","(53.48259353637695, -0.3168787956237793, 592.723876953125)","(0.36000916361808777, 82.54752349853516, 19.40313148498535)","(1.6048362255096436, 90.91160583496094, 22.447362899780273)",POINT (0.5075308084487915 0.6210291683673859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855082816,989810275,1,1,"(0.5083721280097961, 0.6358633637428284)","(0.5067865252494812, 0.6022930145263672)",1,1,2.66412353515625,2.6603240966796875,"(-11.096748352050781, -3.5172524452209473, 593.182861328125)","(53.283668518066406, -0.19187027215957642, 592.774658203125)","(1.2731385231018066, 84.02031707763672, 19.939115524291992)","(0.725272536277771, 90.15148162841797, 22.170713424682617)",POINT (0.5075793266296387 0.6190781891345978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855099483,989826941,1,1,"(0.5045228600502014, 0.6506820321083069)","(0.5046338438987732, 0.6089234948158264)",1,1,2.7022247314453125,2.676376342773437,"(-11.279102325439453, -3.4551565647125244, 593.2720947265625)","(53.086570739746094, -0.07056330889463425, 592.8858032226562)","(-0.05689249560236931, 81.31388854980469, 18.95403289794922)","(-0.018556734547019005, 88.94051361083984, 21.72995948791504)",POINT (0.5045783519744873 0.6298027634620667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855116150,989843608,1,1,"(0.5067101120948792, 0.6526220440864563)","(0.4935252070426941, 0.6143981218338013)",1,1,2.684844970703125,2.722152709960937,"(-11.473775863647461, -3.3931193351745605, 593.4015502929688)","(52.90511703491211, -0.004434775561094284, 592.993408203125)","(0.6988519430160522, 80.95956420898438, 18.825075149536133)","(-3.856858968734741, 87.94065856933594, 21.365995407104492)",POINT (0.5001176595687866 0.6335100829601288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855132822,989860279,1,1,"(0.5033647418022156, 0.6662842631340027)","(0.5000481605529785, 0.5933981537818909)",1,1,2.690902709960937,2.687957763671875,"(-11.678539276123047, -3.3262686729431152, 593.5701293945312)","(52.69432067871094, 0.06170593202114105, 593.0275268554688)","(-0.4570431411266327, 78.46432495117188, 17.91693115234375)","(-1.6030125617980957, 91.77601623535156, 22.7619686126709)",POINT (0.501706451177597 0.6298412084579468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855149488,989876945,1,1,"(0.5056903958320618, 0.6529499292373657)","(0.5060411691665649, 0.5973371863365173)",1,1,2.6724853515625,2.6683807373046875,"(-11.884041786193848, -3.314988374710083, 593.60107421875)","(52.492591857910156, 0.07578497380018234, 592.9811401367188)","(0.3465302586555481, 80.89967346191406, 18.803298950195312)","(0.46772629022598267, 91.05659484863281, 22.500133514404297)",POINT (0.5058657824993134 0.6251435577869415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855166156,989893612,1,1,"(0.5014928579330444, 0.65693598985672)","(0.4980146884918213, 0.6034350991249084)",1,1,2.680084228515625,2.6877593994140625,"(-12.078027725219727, -3.3107171058654785, 593.57470703125)","(52.28928756713867, 0.08107084035873413, 592.8756103515625)","(-1.1038395166397095, 80.17166900634766, 18.538349151611328)","(-2.3056271076202393, 89.94292449951172, 22.094724655151367)",POINT (0.4997537732124329 0.6301855444908142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855182823,989910279,1,1,"(0.495404452085495, 0.6749284267425537)","(0.5062828660011292, 0.5932773351669312)",1,1,2.681884765625,2.6658172607421875,"(-12.29094123840332, -3.3365163803100586, 593.4093627929688)","(52.065765380859375, 0.05181526392698288, 592.694091796875)","(-3.2075343132019043, 76.8855972290039, 17.342275619506836)","(0.5512452125549316, 91.7980728149414, 22.770038604736328)",POINT (0.5008436590433121 0.6341028809547424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855199490,989926945,1,1,"(0.4995010495185852, 0.659588634967804)","(0.5016347765922546, 0.5892808437347412)",1,1,2.66900634765625,2.6661529541015625,"(-12.499966621398926, -3.3664121627807617, 593.2838134765625)","(51.839569091796875, 0.03683456778526306, 592.4931640625)","(-1.7920581102371216, 79.68721771240234, 18.361949920654297)","(-1.0547987222671509, 92.52798461914062, 23.035688400268555)",POINT (0.5005679130554199 0.6244347393512726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,50,13,855216157,989943612,1,1,"(0.49727728962898254, 0.6626781225204468)","(0.5028156042098999, 0.5992225408554077)",1,1,2.686874389648437,2.6700592041015625,"(-12.70357894897461, -3.4350523948669434, 593.1776123046875)","(51.6381721496582, 0.0020494498312473297, 592.36669921875)","(-2.5604190826416016, 79.12297058105469, 18.156587600708008)","(-0.6467911601066589, 90.7122802734375, 22.37476348876953)",POINT (0.5000464469194412 0.6309503316879272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
