,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,24,26,155822939146,5083566540,1,1,"(0.46763214468955994, 0.21643903851509094)","(0.43965965509414673, 0.06438195705413818)",1,1,3.002838134765625,3.330810546875,"(-52.34597396850586, 43.508277893066406, 523.9249877929688)","(11.26303768157959, 49.77099609375, 523.4160766601562)","(-10.945915222167969, 161.04147338867188, 47.97250747680664)","(-20.639413833618164, 188.8939666748047, 58.11001205444336)",POINT (0.4536458998918533 0.1404104977846146),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,24,26,155822955816,5083583209,1,1,"(0.4345124363899231, 0.11159852147102356)","(0.43244966864585876, -0.03880051150918007)",1,1,3.408721923828125,3.511322021484375,"(-52.20638656616211, 43.6069450378418, 523.9169921875)","(11.403253555297852, 49.837337493896484, 523.6404418945312)","(-22.42310905456543, 180.24525451660156, 54.96213150024414)","(-23.13792610168457, 207.79403686523438, 64.98905181884766)",POINT (0.4334810525178909 0.0363990049809217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155822972483,5083599876,1,1,"(0.42980512976646423, 0.15212851762771606)","(0.42866677045822144, 0.0003283764817751944)",1,1,3.37030029296875,3.4796295166015625,"(-52.094322204589844, 43.71854782104492, 523.9813232421875)","(11.529273986816406, 49.870018005371094, 523.5296020507812)","(-24.05435562133789, 172.82130432128906, 52.26003646850586)","(-24.448841094970703, 200.6267547607422, 62.38037872314453)",POINT (0.4292359501123428 0.0762284470547456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155822989150,5083616542,1,1,"(0.4446027874946594, 0.1711042821407318)","(0.42608776688575745, 0.02480500191450119)",1,1,3.33282470703125,3.426498413085937,"(-52.000186920166016, 43.84591293334961, 524.0101318359375)","(11.633356094360352, 49.926727294921875, 523.47314453125)","(-18.92643928527832, 169.34548950195312, 50.99494934082031)","(-25.34255599975586, 196.143310546875, 60.74856948852539)",POINT (0.4353452771902084 0.0979546420276165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823005817,5083633209,1,1,"(0.44741013646125793, 0.16660459339618683)","(0.42555058002471924, 0.029586028307676315)",1,1,3.3413848876953125,3.4297637939453125,"(-51.90205383300781, 43.96624755859375, 524.0950927734375)","(11.749825477600098, 49.98760986328125, 523.51513671875)","(-17.95358657836914, 170.1697235107422, 51.29492950439453)","(-25.528728485107422, 195.267578125, 60.42980194091797)",POINT (0.4364803582429886 0.0980953108519316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823022489,5083649880,1,1,"(0.4429442882537842, 0.16832511126995087)","(0.4261122941970825, 0.010269354097545147)",1,1,3.3373565673828125,3.442352294921875,"(-51.78617477416992, 44.049835205078125, 523.9659423828125)","(11.862419128417969, 50.015953063964844, 523.4581298828125)","(-19.50117301940918, 169.8545684814453, 51.18022918701172)","(-25.33406639099121, 198.8058319091797, 61.7176399230957)",POINT (0.4345282912254334 0.089297232683748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823039155,5083666546,1,1,"(0.4464361071586609, 0.1796458512544632)","(0.4276442527770996, 0.021607181057333946)",1,1,3.36224365234375,3.449188232421875,"(-51.684574127197266, 44.120880126953125, 523.8900146484375)","(11.965028762817383, 50.060096740722656, 523.4083251953125)","(-18.291112899780273, 167.7809295654297, 50.42548751831055)","(-24.803194046020508, 196.7290802001953, 60.961761474609375)",POINT (0.4370401799678802 0.1006265161558986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823055823,5083683213,1,1,"(0.4424363076686859, 0.1683374047279358)","(0.4271302819252014, 0.0196035448461771)",1,1,3.33770751953125,3.44744873046875,"(-51.57950210571289, 44.20759201049805, 523.96875)","(12.073719024658203, 50.08607482910156, 523.34375)","(-19.67719841003418, 169.85231018066406, 51.17941665649414)","(-24.981300354003906, 197.09608459472656, 61.095333099365234)",POINT (0.4347832947969437 0.0939704747870564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823072490,5083699880,1,1,"(0.4438766539096832, 0.15921013057231903)","(0.42731973528862, 0.027879182249307632)",1,1,3.300811767578125,3.468612670898437,"(-51.4661750793457, 44.26413345336914, 523.8162841796875)","(12.192973136901855, 50.14088821411133, 523.568115234375)","(-19.178070068359375, 171.524169921875, 51.78791809082031)","(-24.9156494140625, 195.5802001953125, 60.54362106323242)",POINT (0.4355981945991516 0.0935446564108133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,26,155823089156,5083716546,1,1,"(0.4419958293437958, 0.1741877943277359)","(0.4330703914165497, 0.03797909617424011)",1,1,3.3697052001953125,3.4554595947265625,"(-51.37769317626953, 44.36552047729492, 524.0537719726562)","(12.291984558105469, 50.13594055175781, 523.2757568359375)","(-19.8298397064209, 168.78070068359375, 50.789371490478516)","(-22.922826766967773, 193.73020935058594, 59.8702507019043)",POINT (0.4375331103801727 0.106083445250988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
