,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,#lang.1,racket.1,define.1,afunc.1,lst.1,define.2,afunc-helper.1,lst.2,a.1,mystery.1,cond.1,-----------.4,      .1,nan.1,lst.3,cons.2,a.2,mystery.2,-----------.5,      .2,else.1,       .1,append.1,afunc-helper.2,cdr.1,lst.4,cons.3,car.1,lst.5,a.3,mystery.3,afunc-helper.3,cdr.2,lst.6,a.4,mystery.4,-----------.6,-----------.7,-----------.8,-----------.9,afunc-helper.4,lst.7,-----------.10,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,4,35,9391423279,2170501146,1,1,"(0.4732995629310608, 0.5163731575012207)","(0.4927251935005188, 0.5056774020195007)",1,1,2.9795074462890625,2.9696197509765625,"(-60.33224868774414, -17.292633056640625, 550.5823974609375)","(4.766556739807129, -10.629714965820312, 551.077880859375)","(-8.981953620910645, 106.10215759277344, 27.97623634338379)","(-2.2502565383911133, 108.06131744384766, 28.6893310546875)",POINT (0.4830123782157898 0.5110252797603607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391439946,2170517812,1,1,"(0.4767526686191559, 0.5092821717262268)","(0.48906582593917847, 0.4979994297027588)",1,1,2.9508056640625,2.96240234375,"(-60.34355163574219, -17.254470825195312, 550.623291015625)","(4.763057708740234, -10.609458923339844, 551.1614990234375)","(-7.785325050354004, 107.4010238647461, 28.449012756347656)","(-3.5183794498443604, 109.46770477294922, 29.201223373413086)",POINT (0.4829092472791672 0.5036408007144928),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391456613,2170534479,1,1,"(0.4721716344356537, 0.5089741945266724)","(0.4903339147567749, 0.5066615343093872)",1,1,2.9362335205078125,2.975189208984375,"(-60.360923767089844, -17.242748260498047, 550.611083984375)","(4.740311622619629, -10.598663330078125, 551.2290649414062)","(-9.372822761535645, 107.4574203491211, 28.469547271728516)","(-3.0789339542388916, 107.88105773925781, 28.623680114746094)",POINT (0.4812527745962143 0.5078178644180298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391473280,2170551145,1,1,"(0.4739224910736084, 0.5056363940238953)","(0.48691868782043457, 0.5080881714820862)",1,1,2.942855834960937,2.95489501953125,"(-60.39813232421875, -17.234771728515625, 550.6901245117188)","(4.707637786865234, -10.57746696472168, 551.296875)","(-8.76607894897461, 108.0688247680664, 28.69206428527832)","(-4.26243782043457, 107.61971282958984, 28.52862548828125)",POINT (0.4804205894470215 0.5068622827529907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391489947,2170567812,1,1,"(0.4703284800052643, 0.5129950046539307)","(0.48870742321014404, 0.5046104192733765)",1,1,2.9632720947265625,2.967681884765625,"(-60.435546875, -17.254352569580078, 550.699951171875)","(4.659989833831787, -10.584273338317871, 551.36474609375)","(-10.0115385055542, 106.7209243774414, 28.20148277282715)","(-3.6425628662109375, 108.25675201416016, 28.760467529296875)",POINT (0.4795179516077042 0.5088027119636536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391506615,2170584479,1,1,"(0.4755641520023346, 0.506777286529541)","(0.48822543025016785, 0.49482885003089905)",1,1,2.9366912841796875,2.9622802734375,"(-60.49325942993164, -17.26599884033203, 550.7151489257812)","(4.603241920471191, -10.582934379577637, 551.28955078125)","(-8.19718074798584, 107.85983276367188, 28.616018295288086)","(-3.8095757961273193, 110.0484390258789, 29.41258430480957)",POINT (0.4818947911262512 0.50080306828022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391523286,2170601150,1,1,"(0.47430887818336487, 0.5144888162612915)","(0.4903534948825836, 0.5013480186462402)",1,1,2.952743530273437,2.965927124023437,"(-60.54467010498047, -17.301712036132812, 550.6799926757812)","(4.543392181396484, -10.598539352416992, 551.3323974609375)","(-8.632194519042969, 106.44731140136719, 28.101911544799805)","(-3.0721452236175537, 108.85431671142578, 28.977989196777344)",POINT (0.4823311865329742 0.5079184174537659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391539953,2170617816,1,1,"(0.4758392870426178, 0.5013860464096069)","(0.4912416636943817, 0.5028936266899109)",1,1,2.945709228515625,2.987457275390625,"(-60.63178253173828, -17.325551986694336, 550.8779296875)","(4.470677375793457, -10.608821868896484, 551.4261474609375)","(-8.101851463317871, 108.84736633300781, 28.975446701049805)","(-2.7643630504608154, 108.57122039794922, 28.874914169311523)",POINT (0.4835404753684998 0.5021398365497589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391556620,2170634483,1,1,"(0.47300809621810913, 0.5086517333984375)","(0.490851491689682, 0.5058963894844055)",1,1,2.93853759765625,2.969467163085937,"(-60.69584274291992, -17.35675048828125, 550.8231201171875)","(4.396962642669678, -10.622285842895508, 551.3680419921875)","(-9.082958221435547, 107.5165023803711, 28.490989685058594)","(-2.899566888809204, 108.02119445800781, 28.67472267150879)",POINT (0.4819297939538956 0.5072740614414215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391573288,2170651150,1,1,"(0.4686752259731293, 0.5111665725708008)","(0.487807959318161, 0.5072532892227173)",1,1,2.9596405029296875,2.9884185791015625,"(-60.768638610839844, -17.373504638671875, 550.8863525390625)","(4.327325820922852, -10.62603759765625, 551.48681640625)","(-10.584460258483887, 107.05584716796875, 28.323375701904297)","(-3.954251766204834, 107.77265930175781, 28.58426856994629)",POINT (0.4782415926456451 0.509209930896759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391589954,2170667816,1,1,"(0.47114452719688416, 0.5141304135322571)","(0.48628365993499756, 0.506767988204956)",1,1,2.97491455078125,2.986602783203125,"(-60.830345153808594, -17.3953914642334, 550.900634765625)","(4.25242280960083, -10.626171112060547, 551.4876098632812)","(-9.728751182556152, 106.51295471191406, 28.125776290893555)","(-4.482483863830566, 107.86151885986328, 28.61663055419922)",POINT (0.4787140935659409 0.5104492008686066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391606622,2170684483,1,1,"(0.47176238894462585, 0.5087608098983765)","(0.4938051104545593, 0.49987998604774475)",1,1,2.9663238525390625,2.974517822265625,"(-60.89554977416992, -17.385826110839844, 550.95703125)","(4.1875152587890625, -10.609375, 551.614501953125)","(-9.51463794708252, 107.49652099609375, 28.483762741088867)","(-1.876024603843689, 109.12322235107422, 29.07583236694336)",POINT (0.4827837496995926 0.5043203979730606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391623289,2170701150,1,1,"(0.4742022156715393, 0.514022707939148)","(0.48850053548812866, 0.5040628910064697)",1,1,2.9539337158203125,2.985092163085937,"(-60.96648406982422, -17.399539947509766, 551.0552978515625)","(4.1188459396362305, -10.605517387390137, 551.7080078125)","(-8.669149398803711, 106.5326919555664, 28.132953643798828)","(-3.7142584323883057, 108.35704803466797, 28.796937942504883)",POINT (0.481351375579834 0.5090427994728088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391639956,2170717816,1,1,"(0.47356775403022766, 0.507203221321106)","(0.4873693287372589, 0.5076234340667725)",1,1,2.960922241210937,2.9898834228515625,"(-61.01886749267578, -17.3793888092041, 551.1395263671875)","(4.061964511871338, -10.57362174987793, 551.759033203125)","(-8.88901138305664, 107.78182220458984, 28.58758544921875)","(-4.106273174285889, 107.70484924316406, 28.55961036682129)",POINT (0.4804685413837433 0.5074133276939392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391656629,2170734489,1,1,"(0.46719348430633545, 0.506012499332428)","(0.48861533403396606, 0.5102657675743103)",1,1,2.962646484375,2.99188232421875,"(-61.068687438964844, -17.368370056152344, 551.2074584960938)","(4.002560138702393, -10.552672386169434, 551.8356323242188)","(-11.097939491271973, 107.99993896484375, 28.66699981689453)","(-3.6744744777679443, 107.22085571289062, 28.3834171295166)",POINT (0.4779044091701508 0.5081391334533691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391673297,2170751156,1,1,"(0.4725988805294037, 0.5106968879699707)","(0.4886011779308319, 0.51512211561203)",1,1,2.971298217773437,2.9866943359375,"(-61.11516189575195, -17.34693717956543, 551.2759399414062)","(3.953974485397339, -10.521302223205566, 551.97119140625)","(-9.224760055541992, 107.14188385009766, 28.35466194152832)","(-3.6793882846832275, 106.33131408691406, 28.05965805053711)",POINT (0.4806000292301178 0.5129095017910004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,35,9391689963,2170767822,1,1,"(0.4393847584724426, 0.4573049247264862)","(0.45857030153274536, 0.4447994828224182)",1,1,3.0074615478515625,3.0078582763671875,"(-61.251930236816406, -17.249591827392578, 551.5588989257812)","(3.8233749866485596, -10.423515319824219, 552.183349609375)","(-20.734678268432617, 116.92176055908203, 31.91425323486328)","(-14.086183547973633, 119.21239471435547, 32.74799346923828)",POINT (0.448977530002594 0.4510522037744522),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
