,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,54,3,436353168199,919554584,1,1,"(0.4944761097431183, 0.16272108256816864)","(0.5112622976303101, 0.1226484552025795)",1,1,2.8728485107421875,2.8070220947265625,"(-55.98084259033203, -71.12541961669922, 723.108642578125)","(9.602607727050781, -71.42304992675781, 722.8087158203125)","(-1.6434963941574097, 170.8810577392578, 51.55385971069336)","(4.17354154586792, 178.22122192382812, 54.22541046142578)",POINT (0.5028692036867142 0.1426847688853741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,54,3,436353184866,919571250,1,1,"(0.4902653098106384, 0.08376393467187881)","(0.5172629356384277, 0.13959750533103943)",1,1,2.9376220703125,2.791168212890625,"(-56.03736877441406, -71.14546966552734, 722.9970092773438)","(9.556297302246094, -71.44154357910156, 722.738037109375)","(-3.102693796157837, 185.34373474121094, 56.817867279052734)","(6.252957344055176, 175.11663818359375, 53.09547805786133)",POINT (0.5037641227245331 0.1116807200014591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353201533,919587917,1,1,"(0.5032731890678406, 0.0928802341222763)","(0.5069657564163208, 0.1464836597442627)",1,1,2.86566162109375,2.772796630859375,"(-56.10403060913086, -71.19175720214844, 723.1051025390625)","(9.509466171264648, -71.45478820800781, 722.6524658203125)","(1.4050008058547974, 183.67388916015625, 56.21006774902344)","(2.6846070289611816, 173.8553009033203, 52.63637161254883)",POINT (0.5051194727420807 0.1196819469332695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353218200,919604583,1,1,"(0.4969896078109741, 0.10453036427497864)","(0.5103782415390015, 0.1410144865512848)",1,1,2.88519287109375,2.77001953125,"(-56.178550720214844, -71.19599914550781, 723.019287109375)","(9.43436050415039, -71.44847869873047, 722.72705078125)","(-0.7724934220314026, 181.53993225097656, 55.433353424072266)","(3.867177963256836, 174.85708618164062, 53.00099182128906)",POINT (0.5036839246749878 0.1227724254131317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353234871,919621254,1,1,"(0.5012925267219543, 0.10259629040956497)","(0.5155991315841675, 0.13325387239456177)",1,1,2.87567138671875,2.765106201171875,"(-56.248756408691406, -71.202880859375, 722.978271484375)","(9.368849754333496, -71.43183898925781, 722.68603515625)","(0.7186427116394043, 181.89419555664062, 55.562286376953125)","(5.676397800445557, 176.27859497070312, 53.518402099609375)",POINT (0.5084458291530609 0.1179250814020634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353251538,919637920,1,1,"(0.5019702911376953, 0.11676418781280518)","(0.5173108577728271, 0.17972929775714874)",1,1,2.874374389648437,2.79620361328125,"(-56.36309051513672, -71.20321655273438, 723.148193359375)","(9.277007102966309, -71.38833618164062, 722.6024780273438)","(0.9535021185874939, 179.29904174804688, 54.617740631103516)","(6.269565582275391, 167.76565551757812, 50.419925689697266)",POINT (0.5096405744552612 0.148246742784977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,54,3,436353268206,919654588,1,1,"(0.4992707073688507, 0.11508480459451675)","(0.5153001546859741, 0.15710604190826416)",1,1,2.912872314453125,2.790756225585937,"(-56.43872833251953, -71.18890380859375, 723.0177001953125)","(9.193220138549805, -71.37014770507812, 722.720703125)","(0.017993854358792305, 179.60665893554688, 54.72968673706055)","(5.57279109954834, 171.90956115722656, 51.928218841552734)",POINT (0.5072854310274124 0.1360954232513905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353284873,919671254,1,1,"(0.5012359023094177, 0.12722553312778473)","(0.5152554512023926, 0.15765343606472015)",1,1,2.909408569335937,2.807601928710937,"(-56.538726806640625, -71.17631530761719, 722.9708251953125)","(9.104141235351562, -71.3325424194336, 722.6365966796875)","(0.6989941000938416, 177.38282775878906, 53.920345306396484)","(5.557290554046631, 171.809326171875, 51.89167785644531)",POINT (0.5082456767559052 0.1424394845962524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,54,3,436353301539,919687920,1,1,"(0.5016692280769348, 0.10885105282068253)","(0.5119907259941101, 0.15178929269313812)",1,1,2.900741577148437,2.7757568359375,"(-56.62572479248047, -71.15547180175781, 723.0283813476562)","(9.032478332519531, -71.29331970214844, 722.65283203125)","(0.8491861820220947, 180.74847412109375, 55.14533615112305)","(4.425943374633789, 172.88343811035156, 52.28268814086914)",POINT (0.5068299770355225 0.1303201727569103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,3,436353318207,919704587,1,1,"(0.5038434863090515, 0.12121472507715225)","(0.5178437232971191, 0.13629388809204102)",1,1,2.869979858398437,2.7554473876953125,"(-56.71409606933594, -71.14082336425781, 722.9251708984375)","(8.94365119934082, -71.2657699584961, 722.5974731445312)","(1.6026313304901123, 178.4838409423828, 54.32099914550781)","(6.454237461090088, 175.72177124023438, 53.315673828125)",POINT (0.5108436048030853 0.1287543065845966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
