,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,4,12,8433145305,1212250928,1,1,"(0.43096601963043213, 0.6901158690452576)","(0.44613590836524963, 0.6409737467765808)",1,1,2.9324951171875,2.89898681640625,"(-42.53225326538086, 25.682464599609375, 553.2681274414062)","(22.543455123901367, 24.42259407043457, 554.3126220703125)","(-23.652067184448242, 74.2774887084961, 16.39297103881836)","(-18.39516258239746, 83.2789077758789, 19.669248580932617)",POINT (0.4385509639978409 0.6655448079109192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433161971,1212267594,1,1,"(0.4292164146900177, 0.6849865317344666)","(0.44323042035102844, 0.6373758912086487)",1,1,2.931747436523437,2.899505615234375,"(-42.35443115234375, 25.694501876831055, 553.3596801757812)","(22.72125244140625, 24.385644912719727, 554.318359375)","(-24.258371353149414, 75.21702575683594, 16.7349910736084)","(-19.402009963989258, 83.93793487548828, 19.909116744995117)",POINT (0.4362234175205231 0.6611812114715576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433178639,1212284261,1,1,"(0.42937538027763367, 0.673380970954895)","(0.44694966077804565, 0.6350318789482117)",1,1,2.943572998046875,2.8842315673828125,"(-42.18146514892578, 25.71575164794922, 553.5025634765625)","(22.890045166015625, 24.361583709716797, 554.3416137695312)","(-24.203298568725586, 77.34282684326172, 17.50872039794922)","(-18.1131591796875, 84.36727905273438, 20.065418243408203)",POINT (0.4381625205278397 0.6542064249515533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433195312,1212300934,1,1,"(0.4274388253688812, 0.6778961420059204)","(0.4434068500995636, 0.6340587139129639)",1,1,2.931137084960937,2.899520874023437,"(-42.012664794921875, 25.73950958251953, 553.4729614257812)","(23.062538146972656, 24.333099365234375, 554.4837646484375)","(-24.87436866760254, 76.5157699584961, 17.207727432250977)","(-19.340862274169922, 84.54553985595703, 20.13029670715332)",POINT (0.4354228377342224 0.6559774279594421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433211980,1212317601,1,1,"(0.4289238154888153, 0.6813490986824036)","(0.444724440574646, 0.6366333365440369)",1,1,2.927001953125,2.892913818359375,"(-41.870445251464844, 25.761932373046875, 553.5257568359375)","(23.20423126220703, 24.31435775756836, 554.6622314453125)","(-24.359779357910156, 75.88329315185547, 16.977489471435547)","(-18.884279251098633, 84.07394409179688, 19.9586238861084)",POINT (0.4368241280317306 0.6589912176132202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433228646,1212334267,1,1,"(0.42991137504577637, 0.6712356209754944)","(0.44432422518730164, 0.6321724057197571)",1,1,2.934478759765625,2.892074584960937,"(-41.74486541748047, 25.768428802490234, 553.54296875)","(23.339900970458984, 24.28050994873047, 554.6358032226562)","(-24.017545700073242, 77.73579406738281, 17.651735305786133)","(-19.022966384887695, 84.89105987548828, 20.256044387817383)",POINT (0.437117800116539 0.6517040133476257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433245314,1212350934,1,1,"(0.4289720356464386, 0.6837514042854309)","(0.44805848598480225, 0.6375131607055664)",1,1,2.9436187744140625,2.896697998046875,"(-41.617305755615234, 25.80487060546875, 553.57666015625)","(23.449810028076172, 24.261550903320312, 554.6113891601562)","(-24.343061447143555, 75.44326782226562, 16.81732177734375)","(-17.728918075561523, 83.91278076171875, 19.900005340576172)",POINT (0.4385152608156204 0.6606322824954987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433261982,1212367601,1,1,"(0.4271739721298218, 0.6772493124008179)","(0.4526576101779938, 0.6276436448097229)",1,1,2.92767333984375,2.88720703125,"(-41.50899887084961, 25.845703125, 553.7974243164062)","(23.568666458129883, 24.251375198364258, 554.8594970703125)","(-24.966161727905273, 76.63426208496094, 17.250812530517578)","(-16.13515281677246, 85.7205810546875, 20.558008193969727)",POINT (0.4399157911539078 0.6524464786052704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433278649,1212384267,1,1,"(0.4267328977584839, 0.6746923923492432)","(0.44882309436798096, 0.6242778897285461)",1,1,2.9268951416015625,2.892440795898437,"(-41.4053955078125, 25.833255767822266, 553.691650390625)","(23.659709930419922, 24.219341278076172, 554.8195190429688)","(-25.119003295898438, 77.10261535644531, 17.421287536621094)","(-17.463939666748047, 86.33709716796875, 20.782379150390625)",POINT (0.4377779960632324 0.6494851410388947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,12,8433295316,1212400934,1,1,"(0.4260518550872803, 0.6775519847869873)","(0.45215678215026855, 0.6304660439491272)",1,1,2.9285888671875,2.87908935546875,"(-41.31591796875, 25.855031967163086, 553.8916015625)","(23.760498046875, 24.217601776123047, 555.0179443359375)","(-25.355009078979492, 76.57882690429688, 17.230606079101562)","(-16.308698654174805, 85.20360565185547, 20.369831085205078)",POINT (0.4391043186187744 0.6540090143680573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
