,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,37,28,765277768581,1254615912,1,1,"(0.5216723084449768, 0.5525701642036438)","(0.47959965467453003, 0.5079442262649536)",1,1,2.690658569335937,2.5926666259765625,"(-85.42835998535156, 21.99847412109375, 659.3232421875)","(-16.078102111816406, 25.663597106933594, 662.5462646484375)","(5.8686676025390625, 99.23271942138672, 25.475975036621094)","(-8.668498992919922, 107.38304138183594, 28.442461013793945)",POINT (0.5006359815597534 0.5302571952342987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277785248,1254632578,1,1,"(0.5132707357406616, 0.5509318113327026)","(0.48578935861587524, 0.4984830617904663)",1,1,2.6831817626953125,2.5924224853515625,"(-85.46368408203125, 22.017684936523438, 659.3878784179688)","(-16.114017486572266, 25.695945739746094, 662.5443115234375)","(2.9657199382781982, 99.53193664550781, 25.584850311279297)","(-6.529808521270752, 109.11100769042969, 29.071395874023438)",POINT (0.4995300471782684 0.5247074365615845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277801918,1254649248,1,1,"(0.5283366441726685, 0.5698484182357788)","(0.4765089452266693, 0.4925137460231781)",1,1,2.6886749267578125,2.610107421875,"(-85.52287292480469, 22.038909912109375, 659.4214477539062)","(-16.164867401123047, 25.73550796508789, 662.590087890625)","(8.17137622833252, 96.07707214355469, 24.327396392822266)","(-9.736409187316895, 110.20121765136719, 29.468191146850586)",POINT (0.5024227946996689 0.5311810821294785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277818585,1254665914,1,1,"(0.5279591679573059, 0.5650141835212708)","(0.48083916306495667, 0.5020264983177185)",1,1,2.668685913085937,2.59930419921875,"(-85.60076904296875, 22.053546905517578, 659.4376831054688)","(-16.23134994506836, 25.781063079833984, 662.63427734375)","(8.040947914123535, 96.95996856689453, 24.648752212524414)","(-8.24020004272461, 108.4638442993164, 28.835832595825195)",POINT (0.5043991655111313 0.5335203409194946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277835252,1254682581,1,1,"(0.5175201296806335, 0.5506775379180908)","(0.4843797981739044, 0.4939923882484436)",1,1,2.6695709228515625,2.59478759765625,"(-85.67507934570312, 22.06515884399414, 659.490478515625)","(-16.31354522705078, 25.826826095581055, 662.593505859375)","(4.433975696563721, 99.57838439941406, 25.601764678955078)","(-7.016834735870361, 109.93116760253906, 29.369918823242188)",POINT (0.500949963927269 0.5223349630832672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277851920,1254699248,1,1,"(0.5127508044242859, 0.5276419520378113)","(0.48149627447128296, 0.5070202946662903)",1,1,2.67901611328125,2.587860107421875,"(-85.77479553222656, 22.079896926879883, 659.6259765625)","(-16.388809204101562, 25.880590438842773, 662.5411987304688)","(2.786065101623535, 103.78553009033203, 27.133041381835938)","(-8.013168334960938, 107.55180358886719, 28.503864288330078)",POINT (0.4971235394477844 0.5173311233520508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277868586,1254715914,1,1,"(0.5143281817436218, 0.5548705458641052)","(0.482060045003891, 0.500903308391571)",1,1,2.666778564453125,2.577423095703125,"(-85.85649871826172, 22.088058471679688, 659.5416259765625)","(-16.48995018005371, 25.94147491455078, 662.681640625)","(3.3310842514038086, 98.81259155273438, 25.32306671142578)","(-7.8183512687683105, 108.6689682006836, 28.910486221313477)",POINT (0.4981941133737564 0.5278869271278381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277885254,1254732581,1,1,"(0.5183250904083252, 0.5621986985206604)","(0.4808620512485504, 0.4794788062572479)",1,1,2.6746826171875,2.5693511962890625,"(-85.9457778930664, 22.12380599975586, 659.6048583984375)","(-16.575756072998047, 26.018430709838867, 662.6766357421875)","(4.7121171951293945, 97.47420501708984, 24.83588981628418)","(-8.232305526733398, 112.5818862915039, 30.334667205810547)",POINT (0.4995935708284378 0.5208387523889542),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277901921,1254749248,1,1,"(0.524893045425415, 0.5565751194953918)","(0.47712036967277527, 0.5022454261779785)",1,1,2.653472900390625,2.5969696044921875,"(-86.04475402832031, 22.165353775024414, 659.7134399414062)","(-16.670373916625977, 26.098665237426758, 662.7080688476562)","(6.9815168380737305, 98.50125122070312, 25.20975685119629)","(-9.525138854980469, 108.42386627197266, 28.82125473022461)",POINT (0.5010067075490952 0.5294102728366852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277918586,1254765912,1,1,"(0.5203374624252319, 0.57804274559021)","(0.4920310974121094, 0.5050088167190552)",1,1,2.672836303710937,2.581268310546875,"(-86.1331787109375, 22.2301025390625, 659.75146484375)","(-16.76411247253418, 26.199087142944336, 662.7515258789062)","(5.407466411590576, 94.58049011230469, 23.782676696777344)","(-4.373105049133301, 107.91915893554688, 28.63758087158203)",POINT (0.5061842799186707 0.5415257811546326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277935256,1254782582,1,1,"(0.4985435903072357, 0.5087148547172546)","(0.47886496782302856, 0.4539608955383301)",1,1,2.6329803466796875,2.5711669921875,"(-86.21160125732422, 22.32575798034668, 659.85400390625)","(-16.864181518554688, 26.35561180114746, 662.8673095703125)","(-2.122880458831787, 107.24231719970703, 28.391189575195312)","(-8.922338485717773, 117.24239349365234, 32.030967712402344)",POINT (0.4887042790651321 0.4813378751277924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277951926,1254799251,1,1,"(0.5084803104400635, 0.5065560340881348)","(0.4826556444168091, 0.44499778747558594)",1,1,2.6266632080078125,2.548309326171875,"(-86.31190490722656, 22.404682159423828, 659.9630126953125)","(-16.96501922607422, 26.467655181884766, 662.8369140625)","(1.3104969263076782, 107.63660430908203, 28.534696578979492)","(-7.612552165985107, 118.87938690185547, 32.626747131347656)",POINT (0.4955679774284363 0.4757769107818604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277968593,1254815918,1,1,"(0.5111085176467896, 0.5082607269287109)","(0.47783592343330383, 0.444288432598114)",1,1,2.627410888671875,2.55023193359375,"(-86.40140533447266, 22.434947967529297, 659.963134765625)","(-17.042545318603516, 26.538372039794922, 662.857421875)","(2.2186055183410645, 107.32524871826172, 28.421424865722656)","(-9.277911186218262, 119.0089340209961, 32.673927307128906)",POINT (0.4944722205400467 0.4762745797634125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765277985258,1254832582,1,1,"(0.5150051712989807, 0.5068467259407043)","(0.48176002502441406, 0.4285213053226471)",1,1,2.628158569335937,2.53997802734375,"(-86.50173950195312, 22.473384857177734, 660.0731811523438)","(-17.129274368286133, 26.6306209564209, 662.9982299804688)","(3.5650076866149902, 107.58350372314453, 28.51538848876953)","(-7.922029495239258, 121.88859558105469, 33.722049713134766)",POINT (0.4983825981616974 0.4676840156316757),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278001925,1254849249,1,1,"(0.5065948963165283, 0.5207356214523315)","(0.4769634008407593, 0.4446859359741211)",1,1,2.661102294921875,2.5494842529296875,"(-86.58243560791016, 22.49600601196289, 659.989013671875)","(-17.214996337890625, 26.699451446533203, 663.0046997070312)","(0.6590451002120972, 105.046875, 27.592140197753906)","(-9.579379081726074, 118.93634796142578, 32.64752197265625)",POINT (0.4917791485786438 0.4827107787132263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278018591,1254865915,1,1,"(0.49172860383987427, 0.48835670948028564)","(0.45900505781173706, 0.4076904058456421)",1,1,2.6398468017578125,2.51318359375,"(-86.73612976074219, 22.573177337646484, 660.0709228515625)","(-17.38347625732422, 26.84423065185547, 663.1539306640625)","(-4.4776225090026855, 110.96044921875, 29.744518280029297)","(-15.784441947937012, 125.6930923461914, 35.106773376464844)",POINT (0.4753668308258057 0.4480235576629639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278035259,1254882582,1,1,"(0.3880191445350647, 0.2582777738571167)","(0.36590608954429626, 0.18417897820472717)",1,1,2.6049957275390625,2.4990386962890625,"(-87.02951049804688, 22.89274024963379, 660.2269897460938)","(-17.830612182617188, 27.205793380737305, 663.3091430664062)","(-40.31187057495117, 152.98133850097656, 45.03883743286133)","(-47.952491760253906, 166.51449584960938, 49.964515686035156)",POINT (0.3769626170396805 0.2212283760309219),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278051926,1254899249,1,1,"(0.3270951211452484, 0.16555890440940857)","(0.3071751296520233, 0.17361867427825928)",1,1,2.645248413085937,2.6099395751953125,"(-87.31006622314453, 23.125694274902344, 660.5340576171875)","(-18.19063949584961, 27.47565460205078, 663.4588012695312)","(-61.36266326904297, 169.9152069091797, 51.2022705078125)","(-68.24552154541016, 168.44317626953125, 50.66654968261719)",POINT (0.3171351253986359 0.1695887893438339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,37,28,765278068599,1254915921,1,1,"(0.3316078186035156, 0.18253478407859802)","(0.30184686183929443, 0.1697176694869995)",1,1,2.67889404296875,2.5797271728515625,"(-87.4927749633789, 23.17504119873047, 660.532958984375)","(-18.327972412109375, 27.613691329956055, 663.3523559570312)","(-59.80341339111328, 166.8147735595703, 50.07383728027344)","(-70.08657836914062, 169.15565490722656, 50.92585372924805)",POINT (0.316727340221405 0.1761262267827988),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,37,28,765278085268,1254932590,1,1,"(0.33029070496559143, 0.24863910675048828)","(0.30683374404907227, 0.19832997024059296)",1,1,2.7134552001953125,2.6519317626953125,"(-87.67643737792969, 23.25533676147461, 660.6573486328125)","(-18.478532791137695, 27.769432067871094, 663.5262451171875)","(-60.25849914550781, 154.74169921875, 45.6795654296875)","(-68.36348724365234, 163.93002319335938, 49.02383041381836)",POINT (0.3185622245073318 0.2234845384955406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278101934,1254949255,1,1,"(0.336387038230896, 0.2081001102924347)","(0.30381736159324646, 0.16941381990909576)",1,1,2.674163818359375,2.6014404296875,"(-87.87493896484375, 23.332656860351562, 660.6997680664062)","(-18.646541595458984, 27.923133850097656, 663.455810546875)","(-58.152069091796875, 162.14561462402344, 48.37436294555664)","(-69.40572357177734, 169.21115112304688, 50.946006774902344)",POINT (0.3201021999120712 0.1887569651007652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278118600,1254965921,1,1,"(0.33512988686561584, 0.26136475801467896)","(0.2995195984840393, 0.19866514205932617)",1,1,2.7226104736328125,2.64813232421875,"(-88.1103515625, 23.42220687866211, 660.898193359375)","(-18.845977783203125, 28.078723907470703, 663.6255493164062)","(-58.58645248413086, 152.4175262451172, 44.83367919921875)","(-70.89070129394531, 163.8687744140625, 49.00159454345703)",POINT (0.3173247426748276 0.2300149500370026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278135268,1254982588,1,1,"(0.3411923348903656, 0.2217099964618683)","(0.2974647581577301, 0.1518886834383011)",1,1,2.6610870361328125,2.5996551513671875,"(-88.36093139648438, 23.497222900390625, 661.1029663085938)","(-19.08758544921875, 28.21741485595703, 663.6839599609375)","(-56.49172592163086, 159.65994262695312, 47.46969223022461)","(-71.60070037841797, 172.41188049316406, 52.110992431640625)",POINT (0.3193285465240478 0.1867993399500847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278151935,1254999255,1,1,"(0.3428970277309418, 0.20965233445167542)","(0.29454395174980164, 0.12487218528985977)",1,1,2.6702117919921875,2.578369140625,"(-88.68354034423828, 23.59592628479004, 661.399658203125)","(-19.39501953125, 28.390979766845703, 663.9932861328125)","(-55.902706146240234, 161.8621368408203, 48.27119827270508)","(-72.60991668701172, 177.34609985351562, 53.90690231323242)",POINT (0.3187204897403717 0.1672622598707676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,37,28,765278168602,1255015921,1,1,"(0.341676265001297, 0.2636430561542511)","(0.3036470413208008, 0.11544273048639297)",1,1,2.7338409423828125,2.55633544921875,"(-89.07014465332031, 23.73464012145996, 661.792724609375)","(-19.770401000976562, 28.612089157104492, 664.1524658203125)","(-56.32451629638672, 152.00143432617188, 44.68221664428711)","(-69.46456146240234, 179.06825256347656, 54.53374481201172)",POINT (0.3226616531610489 0.189542893320322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278185269,1255032588,1,1,"(0.3400638997554779, 0.1798163801431656)","(0.30067020654678345, 0.11372418701648712)",1,1,2.632232666015625,2.57733154296875,"(-89.49758911132812, 23.887279510498047, 662.161376953125)","(-20.201763153076172, 28.86768341064453, 664.345703125)","(-56.881622314453125, 167.31126403808594, 50.254520416259766)","(-70.4931411743164, 179.38214111328125, 54.647972106933594)",POINT (0.3203670531511307 0.1467702835798264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,37,28,765278201943,1255049261,1,1,"(0.33806729316711426, 0.1895110160112381)","(0.3003653883934021, 0.1732921600341797)",1,1,2.649932861328125,2.6304168701171875,"(-89.93888092041016, 24.05705451965332, 662.6127319335938)","(-20.627458572387695, 29.1567440032959, 664.4384765625)","(-57.571495056152344, 165.54066467285156, 49.61008071899414)","(-70.59846496582031, 168.50282287597656, 50.688236236572266)",POINT (0.3192163407802582 0.1814015880227089),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278218609,1255065927,1,1,"(0.31991785764694214, 0.26647743582725525)","(0.2777031660079956, 0.14031071960926056)",1,1,2.69781494140625,2.583251953125,"(-90.34048461914062, 24.201948165893555, 663.0142211914062)","(-21.063133239746094, 29.418689727783203, 664.6051025390625)","(-63.842586517333984, 151.48377990722656, 44.49376678466797)","(-78.42882537841797, 174.52645874023438, 52.88062286376953)",POINT (0.2988105118274689 0.2033940777182579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278235277,1255082594,1,1,"(0.29536765813827515, 0.26835620403289795)","(0.2560621500015259, 0.15146151185035706)",1,1,2.7252349853515625,2.5635986328125,"(-90.58221435546875, 24.425086975097656, 663.3978271484375)","(-21.326059341430664, 29.73682403564453, 664.719970703125)","(-72.32530212402344, 151.140625, 44.36893081665039)","(-85.90636444091797, 172.4899139404297, 52.13939666748047)",POINT (0.2757149040699005 0.2099088579416275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278251944,1255099261,1,1,"(0.2935217022895813, 0.2583727538585663)","(0.2644857168197632, 0.18150420486927032)",1,1,2.697128295898437,2.596466064453125,"(-90.57964324951172, 24.693405151367188, 663.6116943359375)","(-21.32899284362793, 30.087722778320312, 664.9508666992188)","(-72.96312713623047, 152.96397399902344, 45.0325813293457)","(-82.99579620361328, 167.00302124023438, 50.14231491088867)",POINT (0.2790037095546722 0.2199384793639183),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,28,765278268611,1255115927,1,1,"(0.28113654255867004, 0.06654256582260132)","(0.2644529342651367, 0.15679340064525604)",1,1,2.4768524169921875,2.5788116455078125,"(-90.32669830322266, 25.026779174804688, 663.8473510742188)","(-21.03097915649414, 30.379566192626953, 664.5550537109375)","(-77.24252319335938, 187.9992218017578, 57.78433609008789)","(-83.00711822509766, 171.51609802246094, 51.784969329833984)",POINT (0.2727947384119034 0.1116679832339287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278285278,1255132594,1,1,"(0.2992088794708252, 0.21656259894371033)","(0.2627139985561371, 0.19059835374355316)",1,1,2.6562957763671875,2.630218505859375,"(-89.75125122070312, 25.405277252197266, 663.6559448242188)","(-20.462860107421875, 30.659698486328125, 664.298828125)","(-70.9980697631836, 160.6000518798828, 47.81184387207031)","(-83.60797882080078, 165.34207153320312, 49.537784576416016)",POINT (0.2809614390134811 0.2035804763436317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278301946,1255149261,1,1,"(0.2978178560733795, 0.17202824354171753)","(0.2597893178462982, 0.1902429610490799)",1,1,2.6322784423828125,2.605010986328125,"(-88.89945220947266, 25.81075668334961, 663.5166015625)","(-19.59088897705078, 30.853084564208984, 663.939208984375)","(-71.47870635986328, 168.73365783691406, 50.77226638793945)","(-84.61851501464844, 165.40699768066406, 49.56140899658203)",POINT (0.2788035869598389 0.1811356022953987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278318615,1255165930,1,1,"(0.29849207401275635, 0.27057594060897827)","(0.25730592012405396, 0.15252698957920074)",1,1,2.72198486328125,2.5934295654296875,"(-87.71542358398438, 26.22633171081543, 663.0772094726562)","(-18.396286010742188, 30.925262451171875, 663.2802734375)","(-71.24574279785156, 150.7352294921875, 44.22133255004883)","(-85.4765853881836, 172.29531860351562, 52.06854248046875)",POINT (0.2778989970684052 0.2115514650940895),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,28,765278335283,1255182597,1,1,"(0.2900126278400421, 0.195876345038414)","(0.2640130817890167, 0.15981808304786682)",1,1,2.671600341796875,2.576522827148437,"(-86.26820373535156, 26.635271072387695, 662.569091796875)","(-16.915489196777344, 30.89358901977539, 662.5018920898438)","(-74.17559814453125, 164.3781280517578, 49.18695831298828)","(-83.15910339355469, 170.9636993408203, 51.58391571044922)",POINT (0.2770128548145294 0.1778472140431404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
