,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,15,26,936577694192,5036103021,1,1,"(0.5049512386322021, 0.47430309653282166)","(0.4512607455253601, 0.4711402654647827)",1,1,3.083343505859375,3.162567138671875,"(-61.33652877807617, -11.713459014892578, 590.5194091796875)","(5.821679592132568, -17.67621421813965, 588.4080810546875)","(0.09112308919429779, 113.52716064453125, 30.67872428894043)","(-18.460309982299805, 114.10482025146484, 30.88896369934082)",POINT (0.4781059920787811 0.4727216809988022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577710858,5036119687,1,1,"(0.5003446340560913, 0.4760630428791046)","(0.4580937922000885, 0.4773305058479309)",1,1,3.092025756835937,3.147613525390625,"(-61.299888610839844, -11.705070495605469, 590.614990234375)","(5.858932971954346, -17.676895141601562, 588.4651489257812)","(-1.500577449798584, 113.20571899414062, 30.561721801757812)","(-16.09930992126465, 112.97425079345703, 30.47745132446289)",POINT (0.4792192131280899 0.4766967743635178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577727526,5036136354,1,1,"(0.5005285739898682, 0.4782004654407501)","(0.4511096179485321, 0.47279977798461914)",1,1,3.09368896484375,3.156280517578125,"(-61.26234436035156, -11.706157684326172, 590.6616821289062)","(5.904210090637207, -17.682147979736328, 588.4642944335938)","(-1.4370237588882446, 112.81536102294922, 30.419628143310547)","(-18.51250648498535, 113.80171203613281, 30.778667449951172)",POINT (0.4758190959692001 0.4755001217126846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577744192,5036153020,1,1,"(0.49597927927970886, 0.471041202545166)","(0.4418804943561554, 0.4785318672657013)",1,1,3.0958404541015625,3.174072265625,"(-61.22380065917969, -11.720641136169434, 590.7674560546875)","(5.948740005493164, -17.688587188720703, 588.301025390625)","(-3.0089120864868164, 114.1229019165039, 30.89554786682129)","(-21.701416015625, 112.75483703613281, 30.397592544555664)",POINT (0.4689298868179321 0.4747865349054336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577760860,5036169687,1,1,"(0.49966222047805786, 0.4798853099346161)","(0.44901201128959656, 0.48679783940315247)",1,1,3.103363037109375,3.138946533203125,"(-61.18023681640625, -11.73637580871582, 590.64794921875)","(5.988275527954102, -17.700637817382812, 588.3577880859375)","(-1.736360788345337, 112.50765991210938, 30.307613372802734)","(-19.237293243408203, 111.24516296386719, 29.848127365112305)",POINT (0.4743371158838272 0.4833415746688843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577777527,5036186354,1,1,"(0.5070611238479614, 0.47662973403930664)","(0.4481467008590698, 0.48927944898605347)",1,1,3.1110382080078125,3.1651611328125,"(-61.13597106933594, -11.752358436584473, 590.58740234375)","(6.02761173248291, -17.712173461914062, 588.2998046875)","(0.8201544880867004, 113.10222625732422, 30.524044036865234)","(-19.536285400390625, 110.79191589355469, 29.683191299438477)",POINT (0.4776039123535156 0.48295459151268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577794199,5036203025,1,1,"(0.49704068899154663, 0.47692760825157166)","(0.4546561539173126, 0.491537868976593)",1,1,3.1017608642578125,3.152587890625,"(-61.10082244873047, -11.763647079467773, 590.5352172851562)","(6.062972068786621, -17.734825134277344, 588.2803344726562)","(-2.6421821117401123, 113.04782104492188, 30.5042781829834)","(-17.287092208862305, 110.37944030761719, 29.533069610595703)",POINT (0.4758484214544296 0.4842327386140823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577810865,5036219691,1,1,"(0.5028057098388672, 0.47984546422958374)","(0.45075127482414246, 0.47363975644111633)",1,1,3.08282470703125,3.1314849853515625,"(-61.0599250793457, -11.776065826416016, 590.4841918945312)","(6.109814643859863, -17.75914764404297, 588.2698974609375)","(-0.650219202041626, 112.51493072509766, 30.310274124145508)","(-18.636333465576172, 113.64830017089844, 30.722827911376953)",POINT (0.4767784923315048 0.47674261033535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577827533,5036236358,1,1,"(0.5027127861976624, 0.4987660050392151)","(0.4482620060443878, 0.4724365174770355)",1,1,3.1014862060546875,3.1468963623046875,"(-61.022640228271484, -11.789984703063965, 590.4620361328125)","(6.145322799682617, -17.79725456237793, 588.2593994140625)","(-0.6823221445083618, 109.0593490600586, 29.05257225036621)","(-19.496442794799805, 113.86805725097656, 30.802810668945312)",POINT (0.4754873961210251 0.4856012612581253),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577844200,5036253025,1,1,"(0.5018628835678101, 0.4809837341308594)","(0.44691088795661926, 0.48633861541748047)",1,1,3.0961151123046875,3.1725311279296875,"(-60.99180603027344, -11.798644065856934, 590.50732421875)","(6.186918258666992, -17.809104919433594, 588.18212890625)","(-0.9759759902954102, 112.3070297241211, 30.234609603881836)","(-19.963279724121094, 111.32903289794922, 29.878660202026367)",POINT (0.4743868857622147 0.4836611747741699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577860867,5036269691,1,1,"(0.5046855807304382, 0.5013431310653687)","(0.45147910714149475, 0.4793086051940918)",1,1,3.1080780029296875,3.143035888671875,"(-60.95965576171875, -11.81857681274414, 590.4935302734375)","(6.215071678161621, -17.832477569580078, 588.15283203125)","(-0.0006819037953391671, 108.58866882324219, 28.8812313079834)","(-18.384845733642578, 112.61296081542969, 30.345983505249023)",POINT (0.4780823439359665 0.4903258681297302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577877534,5036286358,1,1,"(0.5013264417648315, 0.4825259745121002)","(0.45254769921302795, 0.4795316159725189)",1,1,3.082061767578125,3.1401824951171875,"(-60.916133880615234, -11.813735961914062, 590.43310546875)","(6.248854637145996, -17.824588775634766, 588.2286987304688)","(-1.1613404750823975, 112.02537536621094, 30.132083892822266)","(-18.015634536743164, 112.57225036621094, 30.331138610839844)",POINT (0.4769370704889298 0.4810287952423096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577894202,5036303025,1,1,"(0.49886125326156616, 0.5008357167243958)","(0.44885385036468506, 0.48777496814727783)",1,1,3.0789794921875,3.14013671875,"(-60.889556884765625, -11.816108703613281, 590.398681640625)","(6.272793769836426, -17.8249568939209, 588.2471923828125)","(-2.0131161212921143, 108.68133544921875, 28.914960861206055)","(-19.291948318481445, 111.06671142578125, 29.783184051513672)",POINT (0.4738575518131256 0.4943053424358368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577910868,5036319691,1,1,"(0.49800434708595276, 0.4919195771217346)","(0.45130133628845215, 0.4682926535606384)",1,1,3.0764312744140625,3.121673583984375,"(-60.870399475097656, -11.802135467529297, 590.40234375)","(6.29762077331543, -17.796092987060547, 588.1993408203125)","(-2.309204339981079, 110.30974578857422, 29.507678985595703)","(-18.44627571105957, 114.62489318847656, 31.0782470703125)",POINT (0.4746528416872024 0.4801061153411865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577927542,5036336365,1,1,"(0.5001226663589478, 0.4996505677700043)","(0.4427643418312073, 0.4796878695487976)",1,1,3.0967559814453125,3.1277313232421875,"(-60.85420227050781, -11.807171821594238, 590.4154052734375)","(6.320339202880859, -17.798595428466797, 588.2179565429688)","(-1.5772783756256104, 108.89778137207031, 28.993770599365234)","(-21.396026611328125, 112.54371643066406, 30.320756912231445)",POINT (0.4714435040950775 0.4896692186594009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577944209,5036353031,1,1,"(0.5016186237335205, 0.49291273951530457)","(0.44245466589927673, 0.4828307330608368)",1,1,3.052398681640625,3.1102752685546875,"(-60.83451843261719, -11.797117233276367, 590.458251953125)","(6.352120399475098, -17.771732330322266, 588.2177734375)","(-1.0603818893432617, 110.12834930419922, 29.44166374206543)","(-21.50302505493164, 111.96968841552734, 30.111867904663086)",POINT (0.4720366448163986 0.4878717362880707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577960876,5036369698,1,1,"(0.505955696105957, 0.4892722964286804)","(0.4474656581878662, 0.48536258935928345)",1,1,3.064117431640625,3.134246826171875,"(-60.817169189453125, -11.790714263916016, 590.5303344726562)","(6.380287170410156, -17.76274871826172, 588.1214599609375)","(0.4381941556930542, 110.79324340820312, 29.683610916137695)","(-19.771589279174805, 111.50727081298828, 29.94357681274414)",POINT (0.4767106771469116 0.4873174428939819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577977544,5036386365,1,1,"(0.5022599101066589, 0.49730515480041504)","(0.4483453631401062, 0.47986283898353577)",1,1,3.0666046142578125,3.113876342773437,"(-60.770545959472656, -11.77291202545166, 590.4703979492188)","(6.414958477020264, -17.747055053710938, 588.139892578125)","(-0.8387888073921204, 109.32611846923828, 29.149702072143555)","(-19.467634201049805, 112.51175689697266, 30.309120178222656)",POINT (0.4753026366233826 0.4885839968919754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936577994211,5036403032,1,1,"(0.49736255407333374, 0.4762246310710907)","(0.4491375684738159, 0.4970201849937439)",1,1,3.061279296875,3.1585235595703125,"(-60.728904724121094, -11.757108688354492, 590.4779052734375)","(6.452090263366699, -17.729198455810547, 588.1203002929688)","(-2.53096866607666, 113.17621612548828, 30.550987243652344)","(-19.19391632080078, 109.378173828125, 29.168621063232422)",POINT (0.4732500612735748 0.4866224080324173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578010878,5036419698,1,1,"(0.5023589730262756, 0.47273996472358704)","(0.44409024715423584, 0.4950495958328247)",1,1,3.0510711669921875,3.123626708984375,"(-60.693992614746094, -11.7367582321167, 590.40576171875)","(6.488504409790039, -17.710647583007812, 588.0907592773438)","(-0.8045576214790344, 113.81265258789062, 30.782594680786133)","(-20.937885284423828, 109.73808288574219, 29.299604415893555)",POINT (0.4732246100902557 0.4838947802782059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578027545,5036436365,1,1,"(0.4942353069782257, 0.4458068609237671)","(0.44869929552078247, 0.3668566346168518)",1,1,3.0741729736328125,3.0157470703125,"(-60.657344818115234, -11.593673706054688, 590.5599975585938)","(6.503103733062744, -17.607933044433594, 588.3101806640625)","(-3.611518621444702, 118.73162078857422, 32.5730094909668)","(-19.345354080200195, 133.1508331298828, 37.821144104003906)",POINT (0.4714673012495041 0.4063317477703094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578044213,5036453032,1,1,"(0.491519570350647, 0.2731444835662842)","(0.45555299520492554, 0.22659936547279358)",1,1,3.031585693359375,2.973617553710937,"(-60.55546951293945, -11.357172012329102, 590.705810546875)","(6.481769561767578, -17.325841903686523, 588.3683471679688)","(-4.549856662750244, 150.26611328125, 44.05059051513672)","(-16.977230072021484, 158.7669677734375, 47.144683837890625)",POINT (0.4735362827777862 0.2498719245195389),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,26,936578060881,5036469700,1,1,"(0.49258190393447876, 0.18167968094348907)","(0.44668522477149963, 0.18469876050949097)",1,1,2.88580322265625,2.9176788330078125,"(-60.54529571533203, -11.30230712890625, 590.638427734375)","(6.506318092346191, -17.295398712158203, 588.4922485351562)","(-4.1827921867370605, 166.97096252441406, 50.13069152832031)","(-20.0412654876709, 166.41957092285156, 49.929969787597656)",POINT (0.4696335643529892 0.18318922072649),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,15,26,936578077549,5036486367,1,1,"(0.49374744296073914, 0.18897688388824463)","(0.44916805624961853, 0.18556351959705353)",1,1,2.906646728515625,2.9117431640625,"(-60.54633331298828, -11.314229965209961, 590.5792236328125)","(6.558011531829834, -17.304180145263672, 588.4144287109375)","(-3.7800655364990234, 165.63821411132812, 49.645572662353516)","(-19.183368682861328, 166.26162719726562, 49.87248992919922)",POINT (0.4714577496051788 0.1872702017426491),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,15,26,936578094215,5036503033,1,1,"(0.4933251440525055, 0.17477543652057648)","(0.44774171710014343, 0.23340508341789246)",1,1,2.8839263916015625,3.022323608398437,"(-60.5477409362793, -11.32589054107666, 590.5297241210938)","(6.561094760894775, -17.304059982299805, 588.3281860351562)","(-3.9259867668151855, 168.23191833496094, 50.58964157104492)","(-19.67621421813965, 157.5240020751953, 46.69224548339844)",POINT (0.4705334305763245 0.2040902599692345),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578110883,5036519700,1,1,"(0.5025404691696167, 0.2812035083770752)","(0.4469178020954132, 0.21449631452560425)",1,1,3.0679931640625,2.9642791748046875,"(-60.56268310546875, -11.336301803588867, 590.5355224609375)","(6.55980920791626, -17.30697250366211, 588.30908203125)","(-0.7418521642684937, 148.79425048828125, 43.51488494873047)","(-19.960891723632812, 160.97743225097656, 47.949195861816406)",POINT (0.474729135632515 0.2478499114513397),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,26,936578127550,5036536367,1,1,"(0.49711471796035767, 0.25365370512008667)","(0.44686007499694824, 0.19472485780715942)",1,1,3.0028076171875,2.912109375,"(-60.587120056152344, -11.35991096496582, 590.5228881835938)","(6.54079008102417, -17.3259220123291, 588.3001098632812)","(-2.6165904998779297, 153.8258514404297, 45.34623718261719)","(-19.980846405029297, 164.5884246826172, 49.26351547241211)",POINT (0.471987396478653 0.224189281463623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578144217,5036553033,1,1,"(0.49158722162246704, 0.18780732154846191)","(0.4492851495742798, 0.18740254640579224)",1,1,2.9038543701171875,2.8961334228515625,"(-60.621315002441406, -11.374266624450684, 590.61474609375)","(6.520026206970215, -17.335140228271484, 588.1854858398438)","(-4.52647590637207, 165.85182189941406, 49.72333908081055)","(-19.14291763305664, 165.92575073242188, 49.7502326965332)",POINT (0.4704361855983734 0.1876049339771271),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,15,26,936578160884,5036569700,1,1,"(0.49727433919906616, 0.2060326635837555)","(0.4500139057636261, 0.1910567283630371)",1,1,2.888763427734375,2.897933959960937,"(-60.659156799316406, -11.393292427062988, 590.5687255859375)","(6.487170696258545, -17.35801124572754, 588.1475830078125)","(-2.5614371299743652, 162.52320861816406, 48.5118293762207)","(-18.891115188598633, 165.2583770751953, 49.5073127746582)",POINT (0.4736441224813461 0.1985446959733963),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,15,26,936578177552,5036586367,1,1,"(0.49369826912879944, 0.21794606745243073)","(0.45050492882728577, 0.2222571223974228)",1,1,2.8870086669921875,2.93914794921875,"(-60.67847442626953, -11.39805793762207, 590.5159912109375)","(6.465634346008301, -17.368579864501953, 588.1768188476562)","(-3.797067165374756, 160.34739685058594, 47.719886779785156)","(-18.721454620361328, 159.56002807617188, 47.43330001831055)",POINT (0.4721015989780426 0.2201015949249268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578194225,5036603040,1,1,"(0.4916118383407593, 0.2173478901386261)","(0.44851741194725037, 0.22808100283145905)",1,1,2.884872436523437,2.954498291015625,"(-60.69976043701172, -11.426806449890137, 590.5413818359375)","(6.451237678527832, -17.398441314697266, 588.2154541015625)","(-4.517975807189941, 160.45663452148438, 47.759639739990234)","(-19.40818977355957, 158.4963836669922, 47.0461540222168)",POINT (0.4700646251440048 0.2227144464850426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578210893,5036619707,1,1,"(0.4991653263568878, 0.213509663939476)","(0.4478074312210083, 0.22928011417388916)",1,1,2.844833374023437,2.9759674072265625,"(-60.71332550048828, -11.4303560256958, 590.51904296875)","(6.444468021392822, -17.395740509033203, 588.2153930664062)","(-1.9080573320388794, 161.1576385498047, 48.01478576660156)","(-19.653501510620117, 158.27735900878906, 46.96647262573242)",POINT (0.4734863787889481 0.2213948890566826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578227560,5036636374,1,1,"(0.49738720059394836, 0.24237467348575592)","(0.4544544816017151, 0.2236817181110382)",1,1,2.9218902587890625,2.933624267578125,"(-60.72102355957031, -11.455764770507812, 590.5079345703125)","(6.440339088439941, -17.417945861816406, 588.2059936523438)","(-2.5224385261535645, 155.88583374023438, 46.09598159790039)","(-17.356779098510742, 159.29981994628906, 47.33860397338867)",POINT (0.4759208410978317 0.2330281957983971),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,26,936578244227,5036653040,1,1,"(0.49911272525787354, 0.24129995703697205)","(0.45069071650505066, 0.20117364823818207)",1,1,2.9066619873046875,2.875244140625,"(-60.717872619628906, -11.43716049194336, 590.48876953125)","(6.4440999031066895, -17.40715789794922, 588.244140625)","(-1.9262405633926392, 156.0821075439453, 46.167442321777344)","(-18.65726661682129, 163.41064453125, 48.83483123779297)",POINT (0.4749017208814621 0.2212368026375771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,26,936578260894,5036669707,1,1,"(0.48440778255462646, 0.16656388342380524)","(0.44783663749694824, 0.1578580141067505)",1,1,2.8931427001953125,2.893310546875,"(-60.737823486328125, -11.363675117492676, 590.6605834960938)","(6.401691436767578, -17.300254821777344, 588.092041015625)","(-7.007164001464844, 169.73165893554688, 51.135467529296875)","(-19.643417358398438, 171.32167053222656, 51.714195251464844)",POINT (0.4661222100257874 0.1622109487652779),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,15,26,936578277562,5036686374,1,1,"(0.47753918170928955, 0.12092090398073196)","(0.4340711534023285, 0.11874072998762131)",1,1,2.909576416015625,2.94915771484375,"(-60.76372528076172, -11.181722640991211, 590.764404296875)","(6.314515113830566, -17.107372283935547, 588.4378051757812)","(-9.38044261932373, 178.06773376464844, 54.1695671081543)","(-24.399734497070312, 178.46592712402344, 54.314483642578125)",POINT (0.455805167555809 0.1198308169841766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578294228,5036703040,1,1,"(0.4637514054775238, 0.0961824357509613)","(0.42309513688087463, 0.08851611614227295)",1,1,2.9334869384765625,2.965728759765625,"(-60.79231643676758, -11.124818801879883, 590.916259765625)","(6.265119552612305, -17.0540771484375, 588.5056762695312)","(-14.144458770751953, 182.58590698242188, 55.81404495239258)","(-28.19223403930664, 183.98605346679688, 56.32365417480469)",POINT (0.4434232711791992 0.0923492759466171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578310895,5036719707,1,1,"(0.4683913290500641, 0.10759598761796951)","(0.4262642562389374, 0.09185723960399628)",1,1,2.941009521484375,2.9636383056640625,"(-60.82200241088867, -11.095961570739746, 590.9205322265625)","(6.271688938140869, -17.03694725036621, 588.4864501953125)","(-12.541250228881836, 180.50135803222656, 55.05533218383789)","(-27.097219467163086, 183.37583923339844, 56.101566314697266)",POINT (0.4473277926445007 0.0997266136109829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578327565,5036736376,1,1,"(0.47001904249191284, 0.11039426177740097)","(0.4273318648338318, 0.08754895627498627)",1,1,2.9149932861328125,2.948348999023437,"(-60.8478889465332, -11.081584930419922, 590.9744873046875)","(6.265451431274414, -17.021316528320312, 588.4482421875)","(-11.97883415222168, 179.99029541015625, 54.869300842285156)","(-26.728342056274414, 184.16270446777344, 56.3879280090332)",POINT (0.4486754536628723 0.0989716090261936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578344233,5036753044,1,1,"(0.4697318375110626, 0.11411301791667938)","(0.425733745098114, 0.09779363125562668)",1,1,2.912826538085937,2.9500885009765625,"(-60.86943817138672, -11.062618255615234, 591.0096435546875)","(6.2598419189453125, -16.991374969482422, 588.4007568359375)","(-12.078064918518066, 179.3111114501953, 54.622127532958984)","(-27.2805233001709, 182.29164123535156, 55.706947326660156)",POINT (0.4477327913045883 0.105953324586153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578360900,5036769710,1,1,"(0.46768277883529663, 0.11359595507383347)","(0.42376741766929626, 0.09575127065181732)",1,1,2.933624267578125,2.9352569580078125,"(-60.88469314575195, -11.063760757446289, 591.0264892578125)","(6.2557172775268555, -16.981035232543945, 588.39111328125)","(-12.786072731018066, 179.4055633544922, 54.65648651123047)","(-27.959936141967773, 182.66465759277344, 55.84268569946289)",POINT (0.4457250982522964 0.1046736128628254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578377567,5036786377,1,1,"(0.47555142641067505, 0.10883209854364395)","(0.4274196922779083, 0.09915906190872192)",1,1,2.916595458984375,2.938217163085937,"(-60.908363342285156, -11.069491386413574, 591.0220336914062)","(6.250255107879639, -16.982433319091797, 588.3624267578125)","(-10.067256927490234, 180.27560424804688, 54.97318649291992)","(-26.697999954223633, 182.04226684570312, 55.61618423461914)",POINT (0.4514855593442917 0.1039955802261829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578394235,5036803044,1,1,"(0.47363153100013733, 0.11599472910165787)","(0.42813363671302795, 0.09791345149278641)",1,1,2.925689697265625,2.942169189453125,"(-60.90765380859375, -11.08072280883789, 590.9533081054688)","(6.249490737915039, -16.992923736572266, 588.3335571289062)","(-10.730627059936523, 178.96743774414062, 54.49703598022461)","(-26.45130157470703, 182.26974487304688, 55.6989860534668)",POINT (0.4508825838565826 0.1069540902972221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578410901,5036819710,1,1,"(0.47169581055641174, 0.10690274089574814)","(0.431159108877182, 0.09413176029920578)",1,1,2.925033569335937,2.941268920898437,"(-60.918235778808594, -11.090720176696777, 590.961181640625)","(6.24694299697876, -17.011341094970703, 588.3145751953125)","(-11.399467468261719, 180.62799072265625, 55.101402282714844)","(-25.40592384338379, 182.96043395996094, 55.950355529785156)",POINT (0.4514274597167969 0.100517250597477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578427569,5036836377,1,1,"(0.46938228607177734, 0.10591991245746613)","(0.4296952486038208, 0.08775840699672699)",1,1,2.924301147460937,2.9303436279296875,"(-60.91631317138672, -11.08976936340332, 590.8632202148438)","(6.2457404136657715, -17.017669677734375, 588.2952880859375)","(-12.19884967803955, 180.80747985839844, 55.166748046875)","(-25.911720275878906, 184.1244354248047, 56.3740234375)",POINT (0.4495387673377991 0.0968391597270966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578444236,5036853044,1,1,"(0.4318646788597107, 0.10572164505720139)","(0.3810838460922241, 0.1059412807226181)",1,1,2.931259155273437,2.9356231689453125,"(-61.032875061035156, -11.081398010253906, 590.7523193359375)","(6.100029468536377, -17.01174545288086, 588.220947265625)","(-25.162137985229492, 180.84368896484375, 55.17992401123047)","(-42.70819091796875, 180.80357360839844, 55.16531753540039)",POINT (0.4064742624759674 0.1058314628899097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578460909,5036869716,1,1,"(0.41807329654693604, 0.10889243334531784)","(0.35909736156463623, 0.1035027876496315)",1,1,2.9267120361328125,2.947479248046875,"(-61.16139221191406, -11.07976245880127, 590.668701171875)","(5.958346366882324, -16.981962203979492, 588.1468505859375)","(-29.927410125732422, 180.26458740234375, 54.96914291381836)","(-50.30508804321289, 181.2489471435547, 55.327392578125)",POINT (0.3885853290557861 0.1061976104974747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,26,936578477576,5036886383,1,1,"(0.4136347472667694, 0.10264278203248978)","(0.3499320149421692, 0.10998255014419556)",1,1,2.9316558837890625,2.946273803710937,"(-61.17026138305664, -11.078457832336426, 590.6572875976562)","(5.9636664390563965, -16.979564666748047, 588.1088256835938)","(-31.461027145385742, 181.40599060058594, 55.38459777832031)","(-53.471927642822266, 180.06549072265625, 54.89667892456055)",POINT (0.3817833811044693 0.1063126660883427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
