,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,25,18,250406434975,1901947270,1,1,"(0.4697381854057312, 0.6271414160728455)","(0.4834883511066437, 0.6534566283226013)",1,1,3.3876190185546875,2.938201904296875,"(-45.08673858642578, -27.484086990356445, 675.5693969726562)","(24.933916091918945, -26.641399383544922, 677.618896484375)","(-12.075872421264648, 85.6132583618164, 20.518905639648438)","(-7.324850559234619, 80.80713653564453, 18.76961898803711)",POINT (0.4766132682561874 0.6402990221977234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,25,18,250406451651,1901963945,1,1,"(0.4804476797580719, 0.6162177920341492)","(0.4896746873855591, 0.6349430084228516)",1,1,3.377349853515625,2.9354248046875,"(-45.17189025878906, -27.505563735961914, 675.3917236328125)","(24.83804702758789, -26.648231506347656, 677.7281494140625)","(-8.375490188598633, 87.60832214355469, 21.245018005371094)","(-5.187303066253662, 84.18840026855469, 20.000267028808594)",POINT (0.4850611835718155 0.6255804002285004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,25,18,250406468318,1901980612,1,1,"(0.4804939925670624, 0.5868843793869019)","(0.4934931695461273, 0.5694990754127502)",1,1,3.352691650390625,2.9083251953125,"(-45.227848052978516, -27.460731506347656, 675.6639404296875)","(24.766605377197266, -26.61621856689453, 677.8346557617188)","(-8.35947036743164, 92.96569061279297, 23.19493865966797)","(-3.867917537689209, 96.14087677001953, 24.35062599182129)",POINT (0.4869935810565948 0.578191727399826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406484985,1901997278,1,1,"(0.48813295364379883, 0.5612295866012573)","(0.4930502772331238, 0.5545284748077393)",1,1,3.3422088623046875,2.9103546142578125,"(-45.27448654174805, -27.44029998779297, 675.733642578125)","(24.716075897216797, -26.594188690185547, 677.5972900390625)","(-5.720023155212402, 97.65117645263672, 24.90035629272461)","(-4.02096700668335, 98.87505340576172, 25.345800399780273)",POINT (0.4905916154384613 0.5578790307044983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406501643,1902013936,1,1,"(0.48405903577804565, 0.5705094337463379)","(0.4948403537273407, 0.5792648792266846)",1,1,3.32440185546875,2.933807373046875,"(-45.31341552734375, -27.4246826171875, 675.7156982421875)","(24.699512481689453, -26.58998680114746, 677.662353515625)","(-7.127661228179932, 95.95635223388672, 24.283456802368164)","(-3.4024455547332764, 94.3572769165039, 23.701446533203125)",POINT (0.4894496947526932 0.5748871564865112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406518316,1902030608,1,1,"(0.47978731989860535, 0.5688210725784302)","(0.4940917193889618, 0.5674417614936829)",1,1,3.319931030273437,2.887359619140625,"(-45.32479476928711, -27.411571502685547, 675.7138061523438)","(24.696014404296875, -26.589998245239258, 677.7259521484375)","(-8.603643417358398, 96.26470947265625, 24.39568519592285)","(-3.661102771759033, 96.5166015625, 24.487401962280273)",POINT (0.4869395196437836 0.5681314170360565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406534983,1902047275,1,1,"(0.48068198561668396, 0.5680702924728394)","(0.4992141127586365, 0.5468934178352356)",1,1,3.300689697265625,2.864608764648437,"(-45.32228088378906, -27.39361572265625, 675.7139892578125)","(24.706058502197266, -26.579862594604492, 677.6487426757812)","(-8.294510841369629, 96.40180969238281, 24.445587158203125)","(-1.8911988735198975, 100.26949310302734, 25.85333251953125)",POINT (0.4899480491876602 0.5574818551540375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406551651,1902063942,1,1,"(0.48488789796829224, 0.5798624157905579)","(0.4961215853691101, 0.5583142042160034)",1,1,3.2959136962890625,2.846527099609375,"(-45.30406188964844, -27.388805389404297, 675.6913452148438)","(24.729721069335938, -26.587085723876953, 677.54541015625)","(-6.841259002685547, 94.2481460571289, 23.66172218322754)","(-2.9597532749176025, 98.18363189697266, 25.094160079956055)",POINT (0.4905047416687012 0.5690883100032806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406568317,1902080608,1,1,"(0.47926250100135803, 0.5756915211677551)","(0.49451175332069397, 0.5506001710891724)",1,1,3.2805328369140625,2.851165771484375,"(-45.27700424194336, -27.37955665588379, 675.7073974609375)","(24.76495933532715, -26.58483123779297, 677.6314697265625)","(-8.78498363494873, 95.00989532470703, 23.939014434814453)","(-3.5159876346588135, 99.5925064086914, 25.60690689086914)",POINT (0.486887127161026 0.5631458461284637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,18,250406584985,1902097275,1,1,"(0.48345881700515747, 0.5715650320053101)","(0.49814051389694214, 0.5563250780105591)",1,1,3.264923095703125,2.827499389648437,"(-45.21152877807617, -27.36529541015625, 675.5125732421875)","(24.815494537353516, -26.579858779907227, 677.7546997070312)","(-7.335055351257324, 95.7635726928711, 24.2132625579834)","(-2.262162446975708, 98.54693603515625, 25.226341247558594)",POINT (0.4907996654510498 0.5639450550079346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
