,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,34,21,73747415032,4126378143,1,1,"(0.49078282713890076, 0.8952624797821045)","(0.4498355984687805, 0.9030478596687317)",1,1,2.8916015625,2.60955810546875,"(-63.55396270751953, 57.20875549316406, 467.3606872558594)","(0.7274672985076904, 60.31449508666992, 472.67529296875)","(-4.804422378540039, 36.644493103027344, 2.695723056793213)","(-18.952728271484375, 35.22260665893555, 2.178199529647827)",POINT (0.4703092128038406 0.8991551697254181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747431705,4126394816,1,1,"(0.46336305141448975, 0.8859195709228516)","(0.45257991552352905, 0.8961259722709656)",1,1,2.8447418212890625,2.637802124023437,"(-63.62762451171875, 57.264766693115234, 467.5109558105469)","(0.639759361743927, 60.38995361328125, 473.035888671875)","(-14.278645515441895, 38.35085678100586, 3.3167877197265625)","(-18.004493713378906, 36.486785888671875, 2.6383259296417236)",POINT (0.4579714834690094 0.8910227715969086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747448372,4126411482,1,1,"(0.4686059355735779, 0.8745448589324951)","(0.44881322979927063, 0.8940021395683289)",1,1,2.884994506835937,2.6151885986328125,"(-63.69591522216797, 57.28193664550781, 467.5827941894531)","(0.5796957015991211, 60.420963287353516, 473.1115417480469)","(-12.467100143432617, 40.428287506103516, 4.07293176651001)","(-19.305988311767578, 36.87466049194336, 2.779512882232666)",POINT (0.4587095826864243 0.884273499250412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747465040,4126428150,1,1,"(0.49563664197921753, 0.9286724925041199)","(0.453460693359375, 0.8891690969467163)",1,1,2.927398681640625,2.612167358398437,"(-63.78816223144531, 57.37498474121094, 467.6445007324219)","(0.48036062717437744, 60.46405029296875, 473.2433166503906)","(-3.1273021697998047, 30.54259490966797, 0.4747985899448395)","(-17.700180053710938, 37.75738525390625, 3.1007654666900635)",POINT (0.4745486676692963 0.9089207947254181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747481706,4126444816,1,1,"(0.4691772758960724, 0.868958592414856)","(0.4493881165981293, 0.9049500226974487)",1,1,2.841949462890625,2.6072235107421875,"(-63.89004135131836, 57.40865707397461, 467.857421875)","(0.3957154154777527, 60.56427764892578, 473.3204040527344)","(-12.269684791564941, 41.448551177978516, 4.444273471832275)","(-19.107343673706055, 34.87519836425781, 2.051736831665039)",POINT (0.4592826962471008 0.8869543075561523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747498373,4126461482,1,1,"(0.4829995036125183, 0.8916783332824707)","(0.4341379702091217, 0.9044575691223145)",1,1,2.867660522460937,2.678009033203125,"(-64.02411651611328, 57.512168884277344, 468.0167236328125)","(0.2785528600215912, 60.635398864746094, 473.47747802734375)","(-7.493752956390381, 37.29908752441406, 2.9339869022369385)","(-24.37665367126465, 34.965126037597656, 2.0845119953155518)",POINT (0.45856873691082 0.8980679512023926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747515040,4126478149,1,1,"(0.479270875453949, 0.8921140432357788)","(0.4427063465118408, 0.9274731278419495)",1,1,2.9082489013671875,2.654525756835937,"(-64.16192626953125, 57.621063232421875, 468.1431884765625)","(0.13452084362506866, 60.770484924316406, 473.54412841796875)","(-8.782094955444336, 37.21951675415039, 2.9050145149230957)","(-21.41605567932129, 30.76164436340332, 0.5545542240142822)",POINT (0.4609886109828949 0.9097935855388641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747531708,4126494816,1,1,"(0.4673396944999695, 0.865882933139801)","(0.43754273653030396, 0.917313814163208)",1,1,2.8897705078125,2.6361236572265625,"(-64.29345703125, 57.706153869628906, 468.2593994140625)","(-0.01234232634305954, 60.91285705566406, 473.5867919921875)","(-12.90461254119873, 42.01027297973633, 4.648737907409668)","(-23.20022964477539, 32.61711883544922, 1.2298818826675415)",POINT (0.4524412155151367 0.8915983736515045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747548375,4126511483,1,1,"(0.4847813546657562, 0.9065614938735962)","(0.44538992643356323, 0.9212543368339539)",1,1,2.8766021728515625,2.6643524169921875,"(-64.45567321777344, 57.88398742675781, 468.43865966796875)","(-0.15016603469848633, 61.090396881103516, 473.796630859375)","(-6.8780717849731445, 34.580875396728516, 1.944631814956665)","(-20.488807678222656, 31.897430419921875, 0.9679321050643921)",POINT (0.4650856405496597 0.913907915353775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,34,21,73747565043,4126528150,1,1,"(0.469646692276001, 0.8922463655471802)","(0.460111528635025, 0.8914057612419128)",1,1,2.8912353515625,2.621185302734375,"(-64.60965728759766, 58.05636978149414, 468.71063232421875)","(-0.29594090580940247, 61.26799011230469, 473.932373046875)","(-12.107492446899414, 37.19532775878906, 2.896243095397949)","(-15.402121543884277, 37.3488655090332, 2.9520881175994873)",POINT (0.464879110455513 0.8918260633945465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
