,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,35,13,337253089732,7920112424,1,1,"(0.5055990815162659, 0.8663747310638428)","(0.5149513483047485, 0.6547563672065735)",1,1,3.01580810546875,3.3030548095703125,"(-66.60496520996094, 22.096569061279297, 626.8643798828125)","(-6.2785539627075195, 20.944318771362305, 630.668212890625)","(2.211007833480835, 41.99190139770508, 4.642097473144531)","(5.451916217803955, 80.75432586669922, 18.750381469726562)",POINT (0.5102752149105072 0.7605655491352081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,13,337253106400,7920129091,1,1,"(0.4909825026988983, 0.824354887008667)","(0.5170395374298096, 0.6422122716903687)",1,1,3.0965576171875,3.3231658935546875,"(-66.59918212890625, 22.056238174438477, 626.8445434570312)","(-6.2834296226501465, 20.89069938659668, 630.6679077148438)","(-2.8541743755340576, 49.688751220703125, 7.44343376159668)","(6.1755523681640625, 83.0520248413086, 19.586721420288086)",POINT (0.5040110200643539 0.7332835793495178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253123071,7920145762,1,1,"(0.4890696406364441, 0.7730138897895813)","(0.5172786712646484, 0.623411238193512)",1,1,3.0851593017578125,3.335296630859375,"(-66.61431121826172, 22.02703857421875, 626.9073486328125)","(-6.293262004852295, 20.853397369384766, 630.559326171875)","(-3.517040491104126, 59.092926025390625, 10.8663330078125)","(6.258403778076172, 86.49584197998047, 20.840171813964844)",POINT (0.5031741559505463 0.6982125639915466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253139747,7920162437,1,1,"(0.48688995838165283, 0.7554751634597778)","(0.5122722387313843, 0.634887158870697)",1,1,3.149169921875,3.336532592773437,"(-66.64628601074219, 22.002063751220703, 626.922607421875)","(-6.331998825073242, 20.83428382873535, 630.294189453125)","(-4.272378921508789, 62.30551528930664, 12.035622596740723)","(4.523500919342041, 84.39378356933594, 20.07509994506836)",POINT (0.4995810985565186 0.6951811611652374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253156406,7920179096,1,1,"(0.48172450065612793, 0.7423452138900757)","(0.5154986381530762, 0.6386082172393799)",1,1,3.185302734375,3.3395538330078125,"(-66.70004272460938, 21.99466323852539, 627.13330078125)","(-6.374401092529297, 20.842994689941406, 630.489990234375)","(-6.062401294708252, 64.7105484008789, 12.910998344421387)","(5.641568183898926, 83.71218872070312, 19.827003479003906)",POINT (0.498611569404602 0.6904767155647278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253173082,7920195771,1,1,"(0.4807530343532562, 0.7167232632637024)","(0.5242142677307129, 0.6331344246864319)",1,1,3.182373046875,3.3332061767578125,"(-66.73181915283203, 21.97679901123047, 627.1463623046875)","(-6.419631481170654, 20.864097595214844, 630.9509887695312)","(-6.399041652679443, 69.4037857055664, 14.619108200073242)","(8.661846160888672, 84.71485900878906, 20.191871643066406)",POINT (0.5024836510419846 0.6749288439750671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253189748,7920212437,1,1,"(0.4755752980709076, 0.705916166305542)","(0.5188549757003784, 0.6293820142745972)",1,1,3.2042236328125,3.3320465087890625,"(-66.77621459960938, 21.971765518188477, 627.071533203125)","(-6.456313133239746, 20.87696075439453, 630.8404541015625)","(-8.193330764770508, 71.38333892822266, 15.339580535888672)","(6.8046746253967285, 85.40218353271484, 20.442054748535156)",POINT (0.497215136885643 0.6676490902900696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253206416,7920229104,1,1,"(0.4820438027381897, 0.6904464364051819)","(0.5168163776397705, 0.6327899694442749)",1,1,3.2091217041015625,3.3318023681640625,"(-66.82637786865234, 21.967519760131836, 627.017578125)","(-6.501791477203369, 20.894821166992188, 630.7512817382812)","(-5.951746463775635, 74.2169189453125, 16.371000289916992)","(6.098206520080566, 84.7779312133789, 20.214879989624023)",POINT (0.4994300901889801 0.6616182029247284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253223074,7920245762,1,1,"(0.48664391040802, 0.6738036274909973)","(0.5160430669784546, 0.6401465535163879)",1,1,3.206893920898437,3.3365020751953125,"(-66.868896484375, 21.976198196411133, 627.09814453125)","(-6.545766830444336, 20.914283752441406, 630.7506713867188)","(-4.357657432556152, 77.2654037475586, 17.480566024780273)","(5.8302321434021, 83.4303970336914, 19.72446632385254)",POINT (0.5013434886932373 0.6569750905036926),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,35,13,337253239742,7920262429,1,1,"(0.487286239862442, 0.6725721955299377)","(0.5211264491081238, 0.6343450546264648)",1,1,3.211700439453125,3.316268920898437,"(-66.9007568359375, 21.978694915771484, 627.1583862304688)","(-6.583835124969482, 20.93283462524414, 630.991455078125)","(-4.135058879852295, 77.49097442626953, 17.562641143798828)","(7.591816425323486, 84.49308776855469, 20.11119842529297)",POINT (0.5042063444852829 0.6534586250782013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
