,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,21,26,172547252806,7961484521,1,1,"(0.4043465256690979, 0.38383835554122925)","(0.39753222465515137, 0.3794366419315338)",1,1,4.4219970703125,4.4886627197265625,"(-19.865070343017578, -25.27312660217285, 666.6771240234375)","(45.168670654296875, -18.770614624023438, 668.73388671875)","(-32.8766975402832, 130.37872314453125, 36.81222152709961)","(-35.23810958862305, 131.18499755859375, 37.10566711425781)",POINT (0.4009393751621246 0.3816374987363815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547269473,7961501187,1,1,"(0.4134124219417572, 0.3639161288738251)","(0.3960020840167999, 0.3701542615890503)",1,1,4.474273681640625,4.517868041992188,"(-19.88341522216797, -25.290206909179688, 666.5529174804688)","(45.178001403808594, -18.773691177368164, 668.6820068359375)","(-29.735027313232422, 134.02789306640625, 38.14039611816406)","(-35.76835250854492, 132.88525390625, 37.72452163696289)",POINT (0.4047072529792786 0.3670351952314377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547286140,7961517854,1,1,"(0.4092463552951813, 0.35588985681533813)","(0.4055904150009155, 0.39898523688316345)",1,1,4.4768829345703125,4.463623046875,"(-19.909337997436523, -25.30340576171875, 666.5391235351562)","(45.177188873291016, -18.782222747802734, 668.695068359375)","(-31.17872428894043, 135.49807739257812, 38.67552947998047)","(-32.445640563964844, 127.60426330566406, 35.802364349365234)",POINT (0.4074183851480484 0.3774375468492508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547302808,7961534521,1,1,"(0.41385069489479065, 0.3458034098148346)","(0.4047570824623108, 0.41321897506713867)",1,1,4.492202758789063,4.4543304443359375,"(-19.942459106445312, -25.298479080200195, 666.5863647460938)","(45.15568161010742, -18.76740264892578, 668.72265625)","(-29.583166122436523, 137.34564208984375, 39.347938537597656)","(-32.73443603515625, 124.99703216552734, 34.85344696044922)",POINT (0.4093038886785507 0.3795111924409866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547336146,7961567859,1,1,"(0.407659649848938, 0.34554344415664673)","(0.40320414304733276, 0.41808274388313293)",1,1,4.481124877929688,4.41607666015625,"(-19.98387908935547, -25.30469512939453, 666.583740234375)","(45.130577087402344, -18.76694679260254, 668.763916015625)","(-31.728574752807617, 137.39324951171875, 39.365299224853516)","(-33.27256774902344, 124.10614013671875, 34.529144287109375)",POINT (0.4054318964481354 0.3818130940198898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547352814,7961584526,1,1,"(0.40663960576057434, 0.3419363796710968)","(0.40099382400512695, 0.41330599784851074)",1,1,4.475265502929688,4.4286651611328125,"(-20.006668090820312, -25.300430297851562, 666.5947265625)","(45.11228561401367, -18.763141632080078, 668.741943359375)","(-32.08207702636719, 138.053955078125, 39.605812072753906)","(-34.03853988647461, 124.98110961914062, 34.84762191772461)",POINT (0.4038167148828506 0.3776211887598038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547369480,7961601192,1,1,"(0.40939608216285706, 0.34434306621551514)","(0.4073009192943573, 0.42480188608169556)",1,1,4.485565185546875,4.43017578125,"(-20.015920639038086, -25.285890579223633, 666.6434326171875)","(45.111305236816406, -18.75393295288086, 668.7669067382812)","(-31.12684440612793, 137.61312866210938, 39.445316314697266)","(-31.852893829345703, 122.8753890991211, 34.081207275390625)",POINT (0.4083485007286072 0.3845724761486054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547386147,7961617858,1,1,"(0.4045206308364868, 0.33666861057281494)","(0.4061753749847412, 0.4207015335559845)",1,1,4.493698120117188,4.43292236328125,"(-20.024394989013672, -25.25354766845703, 666.7166137695312)","(45.10976791381836, -18.73309326171875, 668.8173828125)","(-32.81635665893555, 139.01885986328125, 39.956974029541016)","(-32.242923736572266, 123.6264419555664, 34.35456466674805)",POINT (0.405348002910614 0.3786850720643997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547402814,7961634525,1,1,"(0.40723171830177307, 0.3368970453739166)","(0.405590295791626, 0.42439505457878113)",1,1,4.499435424804688,4.4356536865234375,"(-20.035104751586914, -25.225061416625977, 666.7526245117188)","(45.105255126953125, -18.71126937866211, 668.8673706054688)","(-31.876873016357422, 138.97705078125, 39.94169235229492)","(-32.44569778442383, 122.94987487792969, 34.10838317871094)",POINT (0.4064110070466995 0.3806460499763489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547419482,7961651192,1,1,"(0.4023626148700714, 0.33309414982795715)","(0.401687890291214, 0.4154025912284851)",1,1,4.475631713867188,4.4388427734375,"(-20.041217803955078, -25.195613861083984, 666.8261108398438)","(45.09897994995117, -18.687705993652344, 668.8806762695312)","(-33.56419372558594, 139.67361450195312, 40.195255279541016)","(-33.79801559448242, 124.5970458984375, 34.707862854003906)",POINT (0.4020252525806427 0.3742483705282211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547436149,7961667859,1,1,"(0.4079674780368805, 0.3287596106529236)","(0.4010806977748871, 0.42022302746772766)",1,1,4.4989166259765625,4.4337310791015625,"(-20.051353454589844, -25.189273834228516, 666.8378295898438)","(45.092018127441406, -18.6820125579834, 668.9439086914062)","(-31.621919631958008, 140.4675750732422, 40.48423385620117)","(-34.008419036865234, 123.71409606933594, 34.3864631652832)",POINT (0.4045240879058838 0.3744913190603256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547452816,7961684525,1,1,"(0.41087576746940613, 0.3382289409637451)","(0.398771733045578, 0.4155224561691284)",1,1,4.4984283447265625,4.42913818359375,"(-20.073802947998047, -25.16510581970215, 666.8731689453125)","(45.072418212890625, -18.660999298095703, 669.0086669921875)","(-30.61408233642578, 138.73304748535156, 39.852943420410156)","(-34.808570861816406, 124.57508087158203, 34.69990539550781)",POINT (0.4048237502574921 0.3768756985664368),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547469486,7961701195,1,1,"(0.4119897484779358, 0.32912516593933105)","(0.3980066180229187, 0.41957366466522217)",1,1,4.521652221679688,4.438400268554688,"(-20.08677864074707, -25.176658630371094, 666.983154296875)","(45.06446075439453, -18.669178009033203, 669.084716796875)","(-30.228036880493164, 140.40061950683594, 40.45985412597656)","(-35.073707580566406, 123.8330307006836, 34.429771423339844)",POINT (0.4049981832504272 0.3743494153022766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547486152,7961717861,1,1,"(0.4135626554489136, 0.33329224586486816)","(0.4037584662437439, 0.4290078580379486)",1,1,4.5088958740234375,4.45819091796875,"(-20.10842514038086, -25.166114807128906, 666.9940795898438)","(45.03971862792969, -18.65705108642578, 669.1502685546875)","(-29.682979583740234, 139.63731384277344, 40.182071685791016)","(-33.080482482910156, 122.10497283935547, 33.80080032348633)",POINT (0.4086605608463287 0.3811500519514084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,26,172547502819,7961734528,1,1,"(0.4081091284751892, 0.3522798717021942)","(0.4010138511657715, 0.4221374988555908)",1,1,4.47760009765625,4.4495697021484375,"(-20.127193450927734, -25.175312042236328, 667.0175170898438)","(45.01799011230469, -18.66773223876953, 669.1532592773438)","(-31.57282829284668, 136.15933227539062, 38.91616439819336)","(-34.031593322753906, 123.36341857910156, 34.25884246826172)",POINT (0.4045614898204804 0.3872086852788925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
