,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,57,28,510028060734,3284852418,1,1,"(0.4639800488948822, 0.207036554813385)","(0.46173596382141113, 0.24514587223529816)",1,1,2.6476593017578125,2.670562744140625,"(-34.82714080810547, 19.89177894592285, 535.4791259765625)","(24.07576560974121, 21.758440017700195, 534.2335205078125)","(-14.065452575683594, 162.33985900878906, 48.44509506225586)","(-14.840840339660645, 155.3796844482422, 45.91181564331055)",POINT (0.4628580063581467 0.2260912135243416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028077401,3284869084,1,1,"(0.45648595690727234, 0.20705834031105042)","(0.4395780563354492, 0.27584701776504517)",1,1,2.63079833984375,2.6714324951171875,"(-34.833221435546875, 19.87515640258789, 535.43896484375)","(24.071273803710938, 21.762571334838867, 534.0029907226562)","(-16.654848098754883, 162.3358612060547, 48.44363784790039)","(-22.496967315673828, 149.7725372314453, 43.8709602355957)",POINT (0.4480320066213608 0.2414526790380478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,28,510028094074,3284885757,1,1,"(0.4645540416240692, 0.2151375114917755)","(0.4405205547809601, 0.2830166518688202)",1,1,2.6450958251953125,2.691513061523437,"(-34.84859085083008, 19.851444244384766, 535.3735961914062)","(24.06507110595703, 21.738784790039062, 534.0029296875)","(-13.867121696472168, 160.86033630371094, 47.90656280517578)","(-22.171300888061523, 148.46310424804688, 43.394344329833984)",POINT (0.4525372982025146 0.2490770816802978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,28,510028110742,3284902424,1,1,"(0.46551623940467834, 0.22253486514091492)","(0.4604697525501251, 0.2363349199295044)",1,1,2.6569366455078125,2.67694091796875,"(-34.87139892578125, 19.85153579711914, 535.4031372070312)","(24.052230834960938, 21.708393096923828, 534.0765991210938)","(-13.534661293029785, 159.50930786132812, 47.41484069824219)","(-15.278353691101074, 156.98890686035156, 46.49748229980469)",POINT (0.4629929959774017 0.2294348925352097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028127408,3284919090,1,1,"(0.46642056107521057, 0.21001479029655457)","(0.4566623866558075, 0.23906055092811584)",1,1,2.6441802978515625,2.674591064453125,"(-34.89625930786133, 19.83330535888672, 535.4246215820312)","(24.036319732666016, 21.695144653320312, 534.1015625)","(-13.22220230102539, 161.79591369628906, 48.24711227416992)","(-16.593889236450195, 156.49110412597656, 46.316314697265625)",POINT (0.461541473865509 0.2245376706123352),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028144076,3284935757,1,1,"(0.46285805106163025, 0.21818682551383972)","(0.4620673954486847, 0.24449382722377777)",1,1,2.655609130859375,2.670394897460937,"(-34.92522430419922, 19.834196090698242, 535.4776611328125)","(24.018184661865234, 21.70484733581543, 534.1822509765625)","(-14.453136444091797, 160.30340576171875, 47.703880310058594)","(-14.726334571838379, 155.49879455566406, 45.95512390136719)",POINT (0.4624627232551575 0.2313403263688088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028160743,3284952424,1,1,"(0.46605485677719116, 0.21893426775932312)","(0.4641786217689514, 0.24493420124053955)",1,1,2.6631317138671875,2.681549072265625,"(-34.95824432373047, 19.822153091430664, 535.466064453125)","(23.985828399658203, 21.70428466796875, 534.2162475585938)","(-13.348570823669434, 160.16690063476562, 47.65420913696289)","(-13.996844291687012, 155.41835021972656, 45.925880432128906)",POINT (0.4651167392730713 0.2319342344999313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028177411,3284969091,1,1,"(0.4662735164165497, 0.2151366025209427)","(0.47228625416755676, 0.23520420491695404)",1,1,2.6820526123046875,2.683837890625,"(-34.97772979736328, 19.823270797729492, 535.384033203125)","(23.951324462890625, 21.72327423095703, 534.2900390625)","(-13.273001670837402, 160.86050415039062, 47.90663528442383)","(-11.195455551147461, 157.19540405273438, 46.57265090942383)",POINT (0.4692798852920532 0.2251704037189484),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,28,510028194077,3284985757,1,1,"(0.4662036895751953, 0.20644906163215637)","(0.44375714659690857, 0.2776566743850708)",1,1,2.646697998046875,2.70880126953125,"(-35.02008056640625, 19.83406639099121, 535.4429931640625)","(23.911758422851562, 21.774391174316406, 534.1884765625)","(-13.297128677368164, 162.4471435546875, 48.48413848876953)","(-21.052993774414062, 149.44203186035156, 43.75065231323242)",POINT (0.4549804180860519 0.2420528680086136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,28,510028210745,3285002424,1,1,"(0.4678369462490082, 0.206703782081604)","(0.4418363571166992, 0.28545111417770386)",1,1,2.6459197998046875,2.7174224853515625,"(-35.0697021484375, 19.860214233398438, 535.509521484375)","(23.87905502319336, 21.818056106567383, 534.1748046875)","(-12.732812881469727, 162.400634765625, 48.467201232910156)","(-21.716665267944336, 148.0184783935547, 43.2325325012207)",POINT (0.4548366516828537 0.2460774481296539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
