,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,49,3,439909285459,412769770,1,1,"(0.4203929901123047, 0.5894290804862976)","(0.6177002191543579, 0.5003231763839722)",1,1,3.210189819335937,2.5127716064453125,"(-47.884521484375, -2.602004051208496, 572.5833129882812)","(13.009621620178223, -1.7640738487243652, 572.9393920898438)","(-27.316001892089844, 92.72039794921875, 23.105714797973633)","(41.05814743041992, 109.04206848144531, 29.046234130859375)",POINT (0.5190466046333313 0.5448761284351349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909302126,412786437,1,1,"(0.43808645009994507, 0.3890228569507599)","(0.47218701243400574, 0.46683570742607117)",1,1,3.3357696533203125,3.2316436767578125,"(-47.93375778198242, -2.63502836227417, 572.5205688476562)","(12.981294631958008, -1.8160908222198486, 572.7584228515625)","(-21.18459129333496, 129.4290771484375, 36.466548919677734)","(-9.367500305175781, 115.17598724365234, 31.278867721557617)",POINT (0.4551367312669754 0.4279292821884155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,3,439909318793,412803104,1,1,"(0.45093074440956116, 0.31988370418548584)","(0.46438080072402954, 0.38827887177467346)",1,1,3.4043426513671875,3.3043212890625,"(-48.00559616088867, -2.6688430309295654, 572.58251953125)","(12.953248023986816, -1.846557855606079, 572.8502197265625)","(-16.733570098876953, 142.09336853027344, 41.076019287109375)","(-12.0726318359375, 129.5653533935547, 36.51613998413086)",POINT (0.4576557725667954 0.3540812879800796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909335452,412819762,1,1,"(0.452926903963089, 0.3169126510620117)","(0.4647441804409027, 0.3807255029678345)",1,1,3.378814697265625,3.3359527587890625,"(-48.04784393310547, -2.692091464996338, 572.502685546875)","(12.912446975708008, -1.863955020904541, 572.7607421875)","(-16.041818618774414, 142.63758850097656, 41.27406311035156)","(-11.946707725524902, 130.9488983154297, 37.01976776123047)",POINT (0.4588355422019958 0.3488190770149231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909352127,412836437,1,1,"(0.4514164626598358, 0.31791773438453674)","(0.46470996737480164, 0.3785337209701538)",1,1,3.372161865234375,3.330291748046875,"(-48.09833526611328, -2.707667827606201, 572.4954223632812)","(12.879152297973633, -1.8733549118041992, 572.7622680664062)","(-16.56525421142578, 142.45347595214844, 41.20708465576172)","(-11.958550453186035, 131.3503875732422, 37.16584396362305)",POINT (0.4580632150173187 0.3482257276773453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909368795,412853104,1,1,"(0.4513412415981293, 0.320199191570282)","(0.46197226643562317, 0.37432733178138733)",1,1,3.345458984375,3.3078765869140625,"(-48.147682189941406, -2.714462995529175, 572.3411254882812)","(12.843591690063477, -1.8849509954452515, 572.7093505859375)","(-16.5913143157959, 142.0355987548828, 41.0549430847168)","(-12.907268524169922, 132.12086486816406, 37.44629669189453)",POINT (0.4566567540168762 0.3472632616758347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909385467,412869776,1,1,"(0.4543340504169464, 0.3215864598751068)","(0.466534286737442, 0.37911301851272583)",1,1,3.3464813232421875,3.2929229736328125,"(-48.21339797973633, -2.714743137359619, 572.4232177734375)","(12.790258407592773, -1.896528959274292, 572.65673828125)","(-15.554206848144531, 141.781494140625, 40.962440490722656)","(-11.32636547088623, 131.2442626953125, 37.12725067138672)",POINT (0.4604341685771942 0.3503497391939163),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909402134,412886443,1,1,"(0.45263949036598206, 0.32076209783554077)","(0.4598537087440491, 0.38277530670166016)",1,1,3.327255249023437,3.285614013671875,"(-48.257789611816406, -2.7183127403259277, 572.3427734375)","(12.759143829345703, -1.8989856243133545, 572.6033935546875)","(-16.141414642333984, 141.9324951171875, 41.01739501953125)","(-13.641429901123047, 130.5734405517578, 36.883087158203125)",POINT (0.4562465995550156 0.3517687022686005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909418802,412903110,1,1,"(0.4526475965976715, 0.32249632477760315)","(0.46010568737983704, 0.37353622913360596)",1,1,3.3046112060546875,3.2681884765625,"(-48.29872131347656, -2.710737705230713, 572.2080078125)","(12.718400955200195, -1.883995532989502, 572.568603515625)","(-16.138608932495117, 141.6148223876953, 40.901798248291016)","(-13.55410099029541, 132.26577758789062, 37.4990348815918)",POINT (0.4563766419887543 0.3480162769556046),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909435468,412919776,1,1,"(0.44797828793525696, 0.32065829634666443)","(0.4632644057273865, 0.3663288950920105)",1,1,3.306915283203125,3.268280029296875,"(-48.34387969970703, -2.6311845779418945, 572.2564697265625)","(12.668800354003906, -1.826120138168335, 572.6412353515625)","(-17.756698608398438, 141.9514923095703, 41.02436065673828)","(-12.459506034851074, 133.58596801757812, 37.97949981689453)",POINT (0.4556213468313217 0.3434935957193375),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909452136,412936443,1,1,"(0.45965898036956787, 0.2273011952638626)","(0.4721011519432068, 0.26460984349250793)",1,1,3.311767578125,3.2732391357421875,"(-48.32764434814453, -2.4911084175109863, 572.606201171875)","(12.549612045288086, -1.6530177593231201, 572.5728759765625)","(-13.70891284942627, 159.05184936523438, 47.24832534790039)","(-9.397252082824707, 152.2179718017578, 44.761009216308594)",POINT (0.4658800661563873 0.2459555193781853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,3,439909468803,412953110,1,1,"(0.4444751739501953, 0.22731709480285645)","(0.45413923263549805, 0.2545287609100342)",1,1,3.3035888671875,3.271209716796875,"(-48.370330810546875, -2.492156505584717, 572.45263671875)","(12.486017227172852, -1.6393985748291016, 572.8294677734375)","(-18.970657348632812, 159.04891967773438, 47.247314453125)","(-15.621700286865234, 154.0645294189453, 45.433128356933594)",POINT (0.4493072032928467 0.2409229278564453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,3,439909485470,412969776,1,1,"(0.4427448511123657, 0.21758611500263214)","(0.45973828434944153, 0.2471618354320526)",1,1,3.308456420898437,3.26611328125,"(-48.40996170043945, -2.5166969299316406, 572.3555297851562)","(12.471233367919922, -1.6637614965438843, 572.86669921875)","(-19.570274353027344, 160.83135986328125, 47.896060943603516)","(-13.681426048278809, 155.41392517089844, 45.92430877685547)",POINT (0.4512415677309036 0.2323739752173424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909502136,412986442,1,1,"(0.4483841061592102, 0.2074708491563797)","(0.46031224727630615, 0.24359717965126038)",1,1,3.30877685546875,3.2689361572265625,"(-48.44544982910156, -2.5235183238983154, 572.4608154296875)","(12.455705642700195, -1.6726155281066895, 572.9221801757812)","(-17.616079330444336, 162.68418884277344, 48.57041931152344)","(-13.482527732849121, 156.06689453125, 46.161888122558594)",POINT (0.4543481767177582 0.22553401440382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909518809,413003114,1,1,"(0.45020782947540283, 0.21942928433418274)","(0.45819082856178284, 0.2452799677848816)",1,1,3.29803466796875,3.2723846435546875,"(-48.488250732421875, -2.507620334625244, 572.69287109375)","(12.45127010345459, -1.67427659034729, 572.9225463867188)","(-16.984081268310547, 160.49375915527344, 47.773136138916016)","(-14.21767520904541, 155.75863647460938, 46.049747467041016)",POINT (0.4541993290185928 0.2323546260595322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909535476,413019781,1,1,"(0.4534038007259369, 0.21706639230251312)","(0.45906293392181396, 0.24706700444221497)",1,1,3.3002471923828125,3.2707672119140625,"(-48.51274108886719, -2.4914863109588623, 572.799072265625)","(12.437939643859863, -1.666786551475525, 572.977294921875)","(-15.876554489135742, 160.9265594482422, 47.93070983886719)","(-13.915467262268066, 155.43130493164062, 45.93061065673828)",POINT (0.4562333673238754 0.232066698372364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909552142,413036447,1,1,"(0.45230478048324585, 0.2187957465648651)","(0.45692503452301025, 0.24914288520812988)",1,1,3.300628662109375,3.27984619140625,"(-48.517574310302734, -2.467118263244629, 572.81689453125)","(12.445343017578125, -1.652933120727539, 573.067626953125)","(-16.257413864135742, 160.6097869873047, 47.81542205810547)","(-14.656323432922363, 155.05105590820312, 45.792232513427734)",POINT (0.454614907503128 0.2339693158864975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909568810,413053114,1,1,"(0.45042213797569275, 0.21515101194381714)","(0.45677345991134644, 0.2393505722284317)",1,1,3.2894439697265625,3.2729949951171875,"(-48.512351989746094, -2.4398975372314453, 572.781005859375)","(12.443121910095215, -1.6421217918395996, 573.1224365234375)","(-16.909820556640625, 161.27740478515625, 48.05839538574219)","(-14.708840370178223, 156.84474182128906, 46.44502639770508)",POINT (0.4535977989435196 0.2272507920861244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909585477,413069781,1,1,"(0.4469878673553467, 0.21464617550373077)","(0.4564844071865082, 0.24433057010173798)",1,1,3.2887725830078125,3.2735595703125,"(-48.49536895751953, -2.3903961181640625, 572.7112426757812)","(12.443848609924316, -1.625214695930481, 573.158203125)","(-18.099916458129883, 161.36985778808594, 48.092098236083984)","(-14.809016227722168, 155.9325408935547, 46.113037109375)",POINT (0.4517361372709274 0.2294883728027344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909602144,413086447,1,1,"(0.44656607508659363, 0.21986158192157745)","(0.4610321819782257, 0.2461847960948944)",1,1,3.29071044921875,3.2696685791015625,"(-48.503143310546875, -2.356776237487793, 572.8568115234375)","(12.43791675567627, -1.6121829748153687, 573.1947631835938)","(-18.246084213256836, 160.41456604003906, 47.74433517456055)","(-13.233048439025879, 155.59291076660156, 45.9893913269043)",POINT (0.4537991285324097 0.2330231890082359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909618811,413103114,1,1,"(0.3720310926437378, 0.22926895320415497)","(0.37920090556144714, 0.2576480209827423)",1,1,3.292724609375,3.281463623046875,"(-48.722572326660156, -2.3454136848449707, 573.1914672851562)","(12.223803520202637, -1.6073436737060547, 573.27490234375)","(-44.0751838684082, 158.69140625, 47.117156982421875)","(-41.59058380126953, 153.49317932128906, 45.22514724731445)",POINT (0.3756159991025925 0.2434584870934486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909635479,413119781,1,1,"(0.37297284603118896, 0.22734811902046204)","(0.3704378008842468, 0.24293503165245056)",1,1,3.28173828125,3.265609741210937,"(-48.770816802978516, -2.312636137008667, 573.1829833984375)","(12.159395217895508, -1.574069619178772, 573.1683349609375)","(-43.74882888793945, 159.04324340820312, 47.24522399902344)","(-44.62732696533203, 156.1881561279297, 46.20610046386719)",POINT (0.3717053234577179 0.2351415753364563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909652149,413136451,1,1,"(0.3757873475551605, 0.22654013335704803)","(0.3647857904434204, 0.24567708373069763)",1,1,3.279388427734375,3.259796142578125,"(-48.745758056640625, -2.297119617462158, 573.2420043945312)","(12.187536239624023, -1.5715878009796143, 573.1854248046875)","(-42.773502349853516, 159.19125366210938, 47.299068450927734)","(-46.58594512939453, 155.68589782714844, 46.02326965332031)",POINT (0.3702865689992905 0.2361086085438728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909668817,413153118,1,1,"(0.3731558620929718, 0.23016765713691711)","(0.36563462018966675, 0.24757099151611328)",1,1,3.2686920166015625,3.24847412109375,"(-48.732505798339844, -2.2735490798950195, 573.242919921875)","(12.198638916015625, -1.543870210647583, 573.2400512695312)","(-43.6854133605957, 158.5267791748047, 47.057273864746094)","(-46.29179382324219, 155.33897399902344, 45.89704895019531)",POINT (0.3693952411413193 0.2388693243265152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909685484,413169785,1,1,"(0.3764924108982086, 0.23653170466423035)","(0.363305926322937, 0.2410137951374054)",1,1,3.2837677001953125,3.242706298828125,"(-48.73431396484375, -2.2262258529663086, 573.40966796875)","(12.209753036499023, -1.522799015045166, 573.294677734375)","(-42.52918243408203, 157.36105346679688, 46.633018493652344)","(-47.09877014160156, 156.5400848388672, 46.33414840698242)",POINT (0.3698991686105728 0.2387727499008179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,3,439909702150,413186451,1,1,"(0.3730041980743408, 0.2359917312860489)","(0.36655139923095703, 0.24087819457054138)",1,1,3.279876708984375,3.248138427734375,"(-48.710227966308594, -2.180365562438965, 573.414306640625)","(12.223053932189941, -1.4983797073364258, 573.4033203125)","(-43.73796463012695, 157.45997619628906, 46.668983459472656)","(-45.97409439086914, 156.56492614746094, 46.34318161010742)",POINT (0.3697777986526489 0.2384349629282951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
