,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,37,6,764966023527,942880046,1,1,"(0.4915372431278229, 0.5671411156654358)","(0.46586763858795166, 0.5756803154945374)",1,1,2.715682983398437,2.6309967041015625,"(-104.78145599365234, -27.35413360595703, 707.5293579101562)","(-35.717464447021484, -19.06841278076172, 712.7672119140625)","(-4.543756008148193, 96.57151794433594, 24.507375717163086)","(-13.413246154785156, 95.0119400024414, 23.939741134643555)",POINT (0.4787024408578873 0.5714107155799866),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966040193,942896712,1,1,"(0.496964693069458, 0.577174723148346)","(0.46919864416122437, 0.5762683153152466)",1,1,2.751693725585937,2.634765625,"(-104.75917053222656, -27.35055160522461, 707.5225830078125)","(-35.69424057006836, -19.068790435791016, 712.77001953125)","(-2.6684353351593018, 94.73904418945312, 23.840370178222656)","(-12.262306213378906, 94.90457153320312, 23.900636672973633)",POINT (0.4830816686153412 0.5767215192317963),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966056861,942913379,1,1,"(0.5000750422477722, 0.5674010515213013)","(0.46618103981018066, 0.5794653296470642)",1,1,2.706817626953125,2.650054931640625,"(-104.73458862304688, -27.333812713623047, 707.5736083984375)","(-35.66667175292969, -19.057170867919922, 712.71630859375)","(-1.5937319993972778, 96.5240478515625, 24.490081787109375)","(-13.304960250854492, 94.32066345214844, 23.688135147094727)",POINT (0.4831280410289764 0.5734331905841827),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966073528,942930046,1,1,"(0.49696388840675354, 0.5809528827667236)","(0.474773108959198, 0.5841594338417053)",1,1,2.72186279296875,2.660614013671875,"(-104.69393920898438, -27.32358169555664, 707.5147094726562)","(-35.639305114746094, -19.058748245239258, 712.7335205078125)","(-2.668708324432373, 94.04900360107422, 23.589210510253906)","(-10.336183547973633, 93.46338653564453, 23.376062393188477)",POINT (0.4858684986829758 0.5825561583042145),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966090202,942946719,1,1,"(0.5002997517585754, 0.5794715285301208)","(0.4732375144958496, 0.5678983926773071)",1,1,2.7470855712890625,2.62640380859375,"(-104.66121673583984, -27.310585021972656, 707.4971923828125)","(-35.60498809814453, -19.04660987854004, 712.70947265625)","(-1.51607346534729, 94.31954956054688, 23.687698364257812)","(-10.86677074432373, 96.4332046508789, 24.457040786743164)",POINT (0.4867686331272125 0.573684960603714),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966106869,942963386,1,1,"(0.49902236461639404, 0.5657739639282227)","(0.47675129771232605, 0.5603968501091003)",1,1,2.735214233398437,2.613143920898437,"(-104.62751770019531, -27.318180084228516, 707.5228881835938)","(-35.56941604614258, -19.05678367614746, 712.6984252929688)","(-1.9574521780014038, 96.82119750976562, 24.598291397094727)","(-9.652665138244629, 97.80326843261719, 24.95570182800293)",POINT (0.48788683116436 0.5630854070186615),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966123536,942980052,1,1,"(0.4942563772201538, 0.5714698433876038)","(0.47537925839424133, 0.5701935887336731)",1,1,2.7295074462890625,2.6431427001953125,"(-104.59233093261719, -27.319313049316406, 707.5636596679688)","(-35.52965545654297, -19.06165885925293, 712.7034912109375)","(-3.604228973388672, 95.78093719482422, 24.219636917114258)","(-10.126740455627441, 96.01403045654297, 24.304445266723633)",POINT (0.4848178178071976 0.5708317160606384),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966140203,942996719,1,1,"(0.5003910064697266, 0.5665422081947327)","(0.4711008369922638, 0.5785300731658936)",1,1,2.7266998291015625,2.6311798095703125,"(-104.54273986816406, -27.324831008911133, 707.5513916015625)","(-35.47883605957031, -19.083024978637695, 712.6948852539062)","(-1.4845497608184814, 96.680908203125, 24.547208786010742)","(-11.605050086975098, 94.49149322509766, 23.75029945373535)",POINT (0.4857459217309952 0.5725361406803131),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966156871,943013386,1,1,"(0.4999683201313019, 0.5808732509613037)","(0.4811997413635254, 0.577707827091217)",1,1,2.7331085205078125,2.6471405029296875,"(-104.47720336914062, -27.31407928466797, 707.5294189453125)","(-35.41978454589844, -19.08946990966797, 712.6731567382812)","(-1.6306006908416748, 94.06352233886719, 23.594526290893555)","(-8.115619659423828, 94.64167022705078, 23.804946899414062)",POINT (0.4905840307474136 0.5792905390262604),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,37,6,764966173537,943030052,1,1,"(0.48210257291793823, 0.5829697847366333)","(0.4741862416267395, 0.5825001001358032)",1,1,2.720947265625,2.644027709960937,"(-104.41845703125, -27.31317901611328, 707.5200805664062)","(-35.3663215637207, -19.104969024658203, 712.72119140625)","(-7.803658962249756, 93.68061828613281, 23.455169677734375)","(-10.538966178894043, 93.76641845703125, 23.486373901367188)",POINT (0.4781444072723389 0.5827349424362183),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
