,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,54,23,436268179574,834568295,1,1,"(0.3990793228149414, 0.32264092564582825)","(0.39556095004081726, 0.2705865502357483)",1,1,2.998870849609375,2.9847412109375,"(-54.03302764892578, -60.54942321777344, 712.908447265625)","(11.519913673400879, -59.11320495605469, 711.9373168945312)","(-34.70197296142578, 141.5883331298828, 40.892173767089844)","(-35.921234130859375, 151.12319946289062, 44.36259841918945)",POINT (0.3973201364278793 0.2966137379407883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,23,436268196234,834584954,1,1,"(0.39892950654029846, 0.29662805795669556)","(0.4022025763988495, 0.27625322341918945)",1,1,2.9930877685546875,2.9790802001953125,"(-53.97026062011719, -60.583648681640625, 712.8326416015625)","(11.59463882446289, -59.20475769042969, 711.7385864257812)","(-34.7538948059082, 146.35313415527344, 42.62641143798828)","(-33.61965560913086, 150.08522033691406, 43.98477554321289)",POINT (0.400566041469574 0.2864406406879425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268212909,834601629,1,1,"(0.3920866847038269, 0.2437976598739624)","(0.3984755873680115, 0.27538222074508667)",1,1,3.0357666015625,2.9801025390625,"(-53.90019226074219, -60.68974304199219, 713.2454833984375)","(11.683940887451172, -59.319068908691406, 711.6102294921875)","(-37.12517166137695, 156.0301513671875, 46.148563385009766)","(-34.911197662353516, 150.24476623535156, 44.04286193847656)",POINT (0.3952811360359192 0.2595899403095245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268229568,834618287,1,1,"(0.4037887156009674, 0.28066930174827576)","(0.39462733268737793, 0.24394702911376953)",1,1,3.0047149658203125,2.943954467773437,"(-53.770179748535156, -60.73151397705078, 712.9981689453125)","(11.796375274658203, -59.45575714111328, 712.1087646484375)","(-33.07000732421875, 149.27633666992188, 43.69036865234375)","(-36.2447509765625, 156.00279235839844, 46.13862609863281)",POINT (0.3992080241441727 0.2623081654310226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268262902,834651620,1,1,"(0.4053429067134857, 0.28015321493148804)","(0.399455726146698, 0.26445233821868896)",1,1,2.9833221435546875,2.9546661376953125,"(-53.5084114074707, -60.82699203491211, 713.349853515625)","(12.074472427368164, -59.64930725097656, 712.0989990234375)","(-32.53143310546875, 149.37086486816406, 43.72478103637695)","(-34.571533203125, 152.24681091308594, 44.771514892578125)",POINT (0.4023993164300919 0.2723027765750885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268279570,834668287,1,1,"(0.396814227104187, 0.24182115495204926)","(0.4040202498435974, 0.2695843577384949)",1,1,2.9820098876953125,2.9512481689453125,"(-53.29289627075195, -60.85125732421875, 713.49853515625)","(12.29375171661377, -59.80939865112305, 712.4129638671875)","(-35.486915588378906, 156.39219665527344, 46.28034210205078)","(-32.98976516723633, 151.30679321289062, 44.42936706542969)",POINT (0.4004172384738922 0.2557027563452721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268296242,834684958,1,1,"(0.39135417342185974, 0.23045633733272552)","(0.3995262384414673, 0.28117725253105164)",1,1,2.9766082763671875,2.955474853515625,"(-53.087303161621094, -60.79392623901367, 713.5631103515625)","(12.501235961914062, -59.86504364013672, 712.489013671875)","(-37.3790168762207, 158.47389221191406, 47.037994384765625)","(-34.54710388183594, 149.1832733154297, 43.65653991699219)",POINT (0.3954402059316635 0.2558167949318886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268312909,834701625,1,1,"(0.3888850808143616, 0.23281259834766388)","(0.40556344389915466, 0.272718608379364)",1,1,2.91021728515625,2.93597412109375,"(-52.83837890625, -60.720123291015625, 713.6744384765625)","(12.743749618530273, -59.96228790283203, 712.5632934570312)","(-38.234657287597656, 158.0422821044922, 46.88095474243164)","(-32.45499801635742, 150.73268127441406, 44.22041702270508)",POINT (0.3972242623567581 0.252765603363514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,54,23,436268329577,834718292,1,1,"(0.3969975411891937, 0.2123117744922638)","(0.4068428575992584, 0.2692130506038666)",1,1,2.9473114013671875,2.95440673828125,"(-52.60015106201172, -60.622467041015625, 713.8232421875)","(12.994729042053223, -60.047271728515625, 712.6658935546875)","(-35.42338943481445, 161.79747009277344, 48.247684478759766)","(-32.01163864135742, 151.37478637695312, 44.45416259765625)",POINT (0.4019201993942261 0.2407624125480652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,23,436268346244,834734958,1,1,"(0.39958420395851135, 0.20785991847515106)","(0.3957797884941101, 0.2623841166496277)",1,1,2.973373413085937,2.9091033935546875,"(-52.33932113647461, -60.558509826660156, 714.252685546875)","(13.265141487121582, -60.12162780761719, 712.7113037109375)","(-34.52702331542969, 162.6129150390625, 48.54449462890625)","(-35.845394134521484, 152.6256561279297, 44.90940856933594)",POINT (0.3976819962263107 0.2351220175623894),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
