,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,8,16,344791629534,15458433573,1,1,"(0.49053511023521423, 0.785674512386322)","(0.4835355877876282, 0.707757830619812)",1,1,2.8902740478515625,2.8078765869140625,"(-1.968600869178772, -22.677928924560547, 645.5805053710938)","(57.81380844116211, -14.018189430236816, 642.8472900390625)","(-3.009204626083374, 56.77387619018555, 10.022196769714355)","(-5.434802055358887, 71.0459976196289, 15.216832160949707)",POINT (0.4870353490114212 0.746716171503067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,16,344791646201,15458450240,1,1,"(0.490265429019928, 0.8004391193389893)","(0.47563305497169495, 0.7159467935562134)",1,1,2.9005126953125,2.846221923828125,"(-2.0009055137634277, -22.717037200927734, 645.488525390625)","(57.77948760986328, -14.04861831665039, 642.5739135742188)","(-3.10266375541687, 54.0694465637207, 9.037859916687012)","(-8.173312187194824, 69.54600524902344, 14.670882225036621)",POINT (0.4829492419958115 0.7581929564476013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791662869,15458466907,1,1,"(0.4841305911540985, 0.7982564568519592)","(0.4814879298210144, 0.6948270201683044)",1,1,2.88153076171875,2.8255767822265625,"(-2.0469770431518555, -22.748144149780273, 645.4193115234375)","(57.716861724853516, -14.077056884765625, 642.2615966796875)","(-5.228599548339844, 54.46921157836914, 9.18344497680664)","(-6.144379615783691, 73.41453552246094, 16.07892608642578)",POINT (0.4828092604875565 0.7465417385101318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791679535,15458483573,1,1,"(0.48840558528900146, 0.7979530096054077)","(0.4627287983894348, 0.715890645980835)",1,1,2.8956451416015625,2.87335205078125,"(-2.08685302734375, -22.744789123535156, 645.3728637695312)","(57.70207214355469, -14.063119888305664, 642.3328857421875)","(-3.7471678256988525, 54.52482986450195, 9.203600883483887)","(-12.645113945007324, 69.5562973022461, 14.674599647521973)",POINT (0.4755671918392181 0.7569218277931213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791696203,15458500240,1,1,"(0.48442643880844116, 0.788710355758667)","(0.4638039171695709, 0.6948063969612122)",1,1,2.8707427978515625,2.82476806640625,"(-2.127429485321045, -22.72948455810547, 645.1197509765625)","(57.648345947265625, -14.040367126464844, 642.1343994140625)","(-5.126078128814697, 56.21780014038086, 9.819807052612305)","(-12.272537231445312, 73.41830444335938, 16.080299377441406)",POINT (0.474115177989006 0.7417583763599396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,16,344791712870,15458516907,1,1,"(0.48939764499664307, 0.7988283634185791)","(0.4705718159675598, 0.7124059796333313)",1,1,2.908432006835937,2.8372802734375,"(-2.1676175594329834, -22.68012046813965, 645.2110595703125)","(57.585716247558594, -13.992584228515625, 642.100830078125)","(-3.403388261795044, 54.36447525024414, 9.145271301269531)","(-9.927221298217773, 70.194580078125, 14.906954765319824)",POINT (0.4799847304821014 0.7556171715259552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791729537,15458533573,1,1,"(0.49145743250846863, 0.7769990563392639)","(0.4618716537952423, 0.7451756000518799)",1,1,2.9054718017578125,2.8505401611328125,"(-2.2223362922668457, -22.670001983642578, 645.118896484375)","(57.54644775390625, -13.955131530761719, 642.3868408203125)","(-2.6895933151245117, 58.36296844482422, 10.600606918334961)","(-12.942142486572266, 64.1921157836914, 12.72227954864502)",POINT (0.4766645431518555 0.7610873281955719),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791746204,15458550240,1,1,"(0.4839111268520355, 0.7301881909370422)","(0.471449613571167, 0.7294153571128845)",1,1,2.8645477294921875,2.8078765869140625,"(-2.269925117492676, -22.642822265625, 645.1641845703125)","(57.492774963378906, -13.89139175415039, 642.1181640625)","(-5.304661273956299, 66.9374008178711, 13.721391677856445)","(-9.623028755187988, 67.0789566040039, 13.772955894470215)",POINT (0.4776803702116013 0.7298017740249634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,8,16,344791762872,15458566907,1,1,"(0.4889291822910309, 0.767831027507782)","(0.4646773934364319, 0.7233299016952515)",1,1,2.921234130859375,2.86566162109375,"(-2.317392349243164, -22.598289489746094, 645.1638793945312)","(57.47125244140625, -13.843034744262695, 642.2117919921875)","(-3.5657265186309814, 60.04229736328125, 11.211812019348145)","(-11.969855308532715, 68.193603515625, 14.178730964660645)",POINT (0.4768032878637314 0.7455804646015167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,16,344791779538,15458583573,1,1,"(0.4919498860836029, 0.7792022824287415)","(0.47931015491485596, 0.7175837755203247)",1,1,2.8967742919921875,2.813705444335937,"(-2.3320155143737793, -22.506088256835938, 645.0260009765625)","(57.42935562133789, -13.75780963897705, 641.9215087890625)","(-2.5189361572265625, 57.95941925048828, 10.453709602355957)","(-6.899059772491455, 69.24616241455078, 14.561727523803711)",POINT (0.4856300204992294 0.7483930289745331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
