,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,5,25,66367818508,8143905865,1,1,"(0.6280672550201416, 0.09230855107307434)","(0.6679057478904724, 0.07633545994758606)",1,1,2.5269317626953125,2.538299560546875,"(-37.154296875, -2.794003486633301, 689.0635986328125)","(27.715614318847656, 1.3498687744140625, 683.9890747070312)","(42.630821228027344, 183.2934112548828, 56.07155227661133)","(56.39602279663086, 186.210693359375, 57.13335418701172)",POINT (0.647986501455307 0.0843220055103302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367835178,8143922534,1,1,"(0.630949854850769, 0.0895376205444336)","(0.6628006100654602, 0.07633469998836517)",1,1,2.5261688232421875,2.5347900390625,"(-37.10098648071289, -2.586469888687134, 689.0033569335938)","(27.766695022583008, 1.5314322710037231, 683.9593505859375)","(43.6268424987793, 183.79946899414062, 56.25576400756836)","(54.63207244873047, 186.2108154296875, 57.133384704589844)",POINT (0.6468752324581146 0.0829361602663994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367851842,8143939198,1,1,"(0.6317026019096375, 0.10368800163269043)","(0.6645224094390869, 0.07855875790119171)",1,1,2.5418701171875,2.541976928710937,"(-37.05126953125, -2.3941650390625, 688.9950561523438)","(27.823020935058594, 1.7097690105438232, 684.0449829101562)","(43.886932373046875, 181.21510314941406, 55.315120697021484)","(55.22698974609375, 185.80462646484375, 56.98556137084961)",POINT (0.6481125056743622 0.0911233797669411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367868512,8143955867,1,1,"(0.6330705285072327, 0.09296827018260956)","(0.6659570932388306, 0.08351363986730576)",1,1,2.509384155273437,2.5415496826171875,"(-37.0062255859375, -2.1919267177581787, 689.052490234375)","(27.87133026123047, 1.908942461013794, 684.1315307617188)","(44.35957336425781, 183.17291259765625, 56.02773666381836)","(55.72270965576172, 184.8997039794922, 56.65616226196289)",POINT (0.6495138108730316 0.0882409550249577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367885177,8143972532,1,1,"(0.6374125480651855, 0.09103255718946457)","(0.6615220308303833, 0.0764349177479744)",1,1,2.52838134765625,2.550750732421875,"(-36.957698822021484, -2.004927635192871, 689.0838623046875)","(27.92728042602539, 2.104559898376465, 684.1655883789062)","(45.8598518371582, 183.52647399902344, 56.156368255615234)","(54.190303802490234, 186.1925048828125, 57.12676239013672)",POINT (0.6494672894477844 0.0837337374687195),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367901847,8143989201,1,1,"(0.631799042224884, 0.07556996494531631)","(0.6648165583610535, 0.05827724561095238)",1,1,2.476058959960937,2.5387115478515625,"(-36.903839111328125, -1.8440183401107788, 689.1554565429688)","(27.983352661132812, 2.3023886680603027, 684.2908935546875)","(43.920249938964844, 186.35049438476562, 57.18423080444336)","(55.32863235473633, 189.50875854492188, 58.33378982543945)",POINT (0.6483078002929688 0.0669236052781344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367918511,8144005865,1,1,"(0.6282569766044617, 0.10182908922433853)","(0.6593433022499084, 0.0798291563987732)",1,1,2.5227203369140625,2.57611083984375,"(-36.82777404785156, -1.688359260559082, 689.26904296875)","(28.061920166015625, 2.4882476329803467, 684.4788818359375)","(42.69636535644531, 181.55459594726562, 55.43870162963867)","(53.43748474121094, 185.5726318359375, 56.901092529296875)",POINT (0.6438001394271851 0.0908291228115559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367935179,8144022532,1,1,"(0.6336926221847534, 0.08819632977247238)","(0.6649313569068909, 0.07242650538682938)",1,1,2.52410888671875,2.564056396484375,"(-36.72404479980469, -1.5764456987380981, 689.5183715820312)","(28.16876983642578, 2.6704602241516113, 684.75537109375)","(44.57451629638672, 184.04444885253906, 56.34492874145508)","(55.36830520629883, 186.92462158203125, 57.393157958984375)",POINT (0.6493119895458221 0.0803114175796509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367951850,8144039203,1,1,"(0.633863091468811, 0.09818530827760696)","(0.6628431677818298, 0.08103852719068527)",1,1,2.53472900390625,2.577499389648437,"(-36.58258819580078, -1.4903451204299927, 689.8113403320312)","(28.307025909423828, 2.7799220085144043, 685.0292358398438)","(44.633426666259766, 182.22010803222656, 55.68090057373047)","(54.646766662597656, 185.3517303466797, 56.82073974609375)",POINT (0.6483531296253204 0.0896119177341461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367968516,8144055868,1,1,"(0.6324683427810669, 0.09466840326786041)","(0.6676309704780579, 0.08698628842830658)",1,1,2.55096435546875,2.572357177734375,"(-36.44255828857422, -1.4337466955184937, 690.2103881835938)","(28.46269989013672, 2.870044231414795, 685.4193115234375)","(44.151512145996094, 182.86241149902344, 55.914695739746094)","(56.30107879638672, 184.26544189453125, 56.425376892089844)",POINT (0.6500496566295624 0.0908273458480835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,25,66367985183,8144072535,1,1,"(0.6336764097213745, 0.09979158639907837)","(0.6600720286369324, 0.07598541676998138)",1,1,2.56732177734375,2.565521240234375,"(-36.274024963378906, -1.3626158237457275, 690.4937133789062)","(28.635318756103516, 2.918647050857544, 685.7950439453125)","(44.56892395019531, 181.92674255371094, 55.57414245605469)","(53.689273834228516, 186.27462768554688, 57.15662384033203)",POINT (0.6468742191791534 0.0878885015845299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
