,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,54,27,437235100123,1801460458,1,1,"(0.5162718296051025, 0.7241124510765076)","(0.4938168227672577, 0.530046284198761)",1,1,2.9267578125,3.1281890869140625,"(-63.13459396362305, -63.77702331542969, 727.996826171875)","(2.747335433959961, -63.29247283935547, 728.5154418945312)","(5.909531116485596, 68.05027770996094, 14.12651252746582)","(-1.8719823360443115, 103.59762573242188, 27.064697265625)",POINT (0.5050443261861801 0.6270793676376343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235116792,1801477126,1,1,"(0.5216309428215027, 0.7597526907920837)","(0.49247267842292786, 0.517048180103302)",1,1,2.867538452148437,3.1096649169921875,"(-63.204010009765625, -63.77369689941406, 728.013671875)","(2.6747357845306396, -63.28839874267578, 728.706298828125)","(7.766659736633301, 61.52202606201172, 11.750381469726562)","(-2.3377676010131836, 105.97850799560547, 27.931236267089844)",POINT (0.5070518106222153 0.6384004354476929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235133453,1801493787,1,1,"(0.5224570631980896, 0.8141134977340698)","(0.4989975392818451, 0.5277259349822998)",1,1,2.7267303466796875,3.1462860107421875,"(-63.29608917236328, -63.75388717651367, 728.1156005859375)","(2.583667278289795, -63.255035400390625, 728.8681640625)","(8.052908897399902, 51.56467819213867, 8.126232147216797)","(-0.07666248828172684, 104.02266693115234, 27.219371795654297)",POINT (0.5107273012399673 0.6709197163581848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235150121,1801510454,1,1,"(0.5000309944152832, 0.7282498478889465)","(0.4958244860172272, 0.5352311134338379)",1,1,2.9503173828125,3.110336303710937,"(-63.40888595581055, -63.72490310668945, 728.3018798828125)","(2.4718925952911377, -63.202762603759766, 728.86865234375)","(0.28144726157188416, 67.29243469238281, 13.850643157958984)","(-1.1762405633926392, 102.64791107177734, 26.719017028808594)",POINT (0.4979277402162552 0.6317404806613922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235166789,1801527122,1,1,"(0.4983658194541931, 0.7524495720863342)","(0.4981869161128998, 0.534945011138916)",1,1,2.8957977294921875,3.0896453857421875,"(-63.5482177734375, -63.705745697021484, 728.4085083007812)","(2.336627721786499, -63.20061111450195, 729.1484985351562)","(-0.2955856919288635, 62.8597412109375, 12.237327575683594)","(-0.3575775623321533, 102.70032501220703, 26.738075256347656)",POINT (0.4982763677835464 0.6436972916126251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235183456,1801543788,1,1,"(0.509386420249939, 1.0964351892471313)","(0.48744091391563416, 0.5379239916801453)",1,1,1.9141387939453125,3.181610107421875,"(-63.71103286743164, -63.695106506347656, 728.5700073242188)","(2.172145128250122, -63.1663932800293, 729.00341796875)","(3.5234556198120117, -0.148546040058136, -10.69583797454834)","(-4.081457614898682, 102.15465545654297, 26.539487838745117)",POINT (0.4984136670827866 0.8171795904636383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235200124,1801560455,1,1,"(0.5371615886688232, 0.803848147392273)","(0.4915103316307068, 0.5002900958061218)",1,1,2.785385131835937,3.1383514404296875,"(-63.92632293701172, -63.66808319091797, 728.6165161132812)","(1.9580507278442383, -63.15058517456055, 729.1951904296875)","(13.148573875427246, 53.444984436035156, 8.810626029968262)","(-2.6712515354156494, 109.04811096191406, 29.048477172851562)",POINT (0.514335960149765 0.6520691215991974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235216791,1801577122,1,1,"(0.5299750566482544, 0.7527344226837158)","(0.49130576848983765, 0.5279825925827026)",1,1,2.815093994140625,3.1401519775390625,"(-64.17398834228516, -63.65150833129883, 728.7762451171875)","(1.7192163467407227, -63.118995666503906, 729.3433227539062)","(10.658156394958496, 62.80757522583008, 12.218282699584961)","(-2.7421483993530273, 103.97564697265625, 27.202239990234375)",POINT (0.510640412569046 0.6403585076332092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235233459,1801593789,1,1,"(0.5094107985496521, 0.7241393327713013)","(0.4907293915748596, 0.5244904160499573)",1,1,2.918060302734375,3.126449584960937,"(-64.45210266113281, -63.6230354309082, 728.9589233398438)","(1.454392433166504, -63.0162467956543, 729.4622192382812)","(3.5319080352783203, 68.04536437988281, 14.124715805053711)","(-2.9418678283691406, 104.61529541015625, 27.435094833374023)",POINT (0.5000700950622559 0.6243148744106293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,54,27,437235250125,1801610455,1,1,"(0.4996315836906433, 0.7316892147064209)","(0.49339619278907776, 0.5101851224899292)",1,1,2.895858764648437,3.1157989501953125,"(-64.71122741699219, -63.536766052246094, 728.9840087890625)","(1.1878575086593628, -62.928287506103516, 729.6539306640625)","(0.1430448740720749, 66.66241455078125, 13.6214017868042)","(-2.0177323818206787, 107.23562622070312, 28.388774871826172)",POINT (0.4965138882398605 0.620937168598175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
