,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,38,7,686908322705,546749638,1,1,"(0.5055299997329712, 0.8401017189025879)","(0.4975380301475525, 0.7873202562332153)",1,1,3.135040283203125,2.965316772460937,"(-22.476625442504883, 53.1716194152832, 495.4256286621094)","(38.81843185424805, 55.36640167236328, 497.618408203125)","(0.29108381271362305, 46.71886444091797, 6.362517833709717)","(-2.470316171646118, 56.35873031616211, 9.871098518371582)",POINT (0.5015340149402618 0.8137109875679016),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908339372,546766304,1,1,"(0.5037862658500671, 0.8339985013008118)","(0.5190638303756714, 0.7629777193069458)",1,1,3.072174072265625,2.97161865234375,"(-22.31024932861328, 53.381317138671875, 495.765380859375)","(39.03049087524414, 55.562294006347656, 498.06524658203125)","(-0.3114067614078522, 47.83355712890625, 6.768214702606201)","(4.9673871994018555, 60.8045539855957, 11.489264488220215)",POINT (0.5114250481128693 0.7984881103038788),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908356039,546782971,1,1,"(0.505017876625061, 0.8392510414123535)","(0.49668413400650024, 0.7699211239814758)",1,1,3.0977325439453125,2.9725799560546875,"(-22.267179489135742, 53.61296844482422, 496.34393310546875)","(39.134605407714844, 55.76615905761719, 498.4557800292969)","(0.11414386332035065, 46.87424850463867, 6.419035911560059)","(-2.7653748989105225, 59.53644561767578, 11.027705192565918)",POINT (0.5008510053157806 0.8045860826969147),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908372707,546799638,1,1,"(0.5028836131095886, 0.8323837518692017)","(0.5020048022270203, 0.7780770659446716)",1,1,3.110214233398437,3.011993408203125,"(-22.305316925048828, 53.816490173339844, 496.62896728515625)","(39.11585998535156, 55.97993469238281, 498.84173583984375)","(-0.6232824921607971, 48.12847900390625, 6.875535011291504)","(-0.9269604682922363, 58.04684829711914, 10.485550880432129)",POINT (0.5024442076683044 0.8052304089069366),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908389373,546816304,1,1,"(0.5032190084457397, 0.833661675453186)","(0.49681103229522705, 0.7728049755096436)",1,1,3.10736083984375,2.99468994140625,"(-22.455406188964844, 54.018070220947266, 497.26373291015625)","(38.99494171142578, 56.18017578125, 499.17584228515625)","(-0.5074043869972229, 47.895050048828125, 6.790621280670166)","(-2.7215070724487305, 59.00972366333008, 10.836031913757324)",POINT (0.5000150203704834 0.8032333254814148),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908406045,546832975,1,1,"(0.5252317190170288, 0.8415446281433105)","(0.48460209369659424, 0.76474529504776)",1,1,3.1583709716796875,2.958953857421875,"(-22.688594818115234, 54.17840576171875, 497.97491455078125)","(38.82136917114258, 56.365264892578125, 499.593505859375)","(7.0985236167907715, 46.45533752441406, 6.266600131988525)","(-6.940029621124268, 60.48173522949219, 11.371767044067383)",POINT (0.5049169063568115 0.8031449615955353),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908422711,546849641,1,1,"(0.5309091210365295, 0.8441003561019897)","(0.5070536732673645, 0.7469427585601807)",1,1,3.1210174560546875,2.9679412841796875,"(-22.941505432128906, 54.30207824707031, 498.6246337890625)","(38.6014289855957, 56.514060974121094, 500.0445251464844)","(9.060235977172852, 45.98860168457031, 6.096675872802734)","(0.8175570368766785, 63.73311233520508, 12.555188179016113)",POINT (0.518981397151947 0.7955215573310852),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908439379,546866308,1,1,"(0.5294022560119629, 0.8255172371864319)","(0.50020432472229, 0.7691916823387146)",1,1,3.17584228515625,2.9415740966796875,"(-23.198097229003906, 54.31757354736328, 499.12017822265625)","(38.351478576660156, 56.640159606933594, 500.46441650390625)","(8.539576530456543, 49.3825569152832, 7.331982135772705)","(-1.549043893814087, 59.669654846191406, 11.076212882995605)",POINT (0.5148032903671265 0.7973544597625732),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908456046,546882975,1,1,"(0.5112001895904541, 0.8312016129493713)","(0.48208799958229065, 0.7637141942977905)",1,1,3.126449584960937,2.96527099609375,"(-23.45245933532715, 54.34360122680664, 499.6978759765625)","(38.1038818359375, 56.76881790161133, 500.95501708984375)","(2.2502858638763428, 48.34437561035156, 6.954131126403809)","(-7.8086981773376465, 60.6700325012207, 11.440314292907715)",POINT (0.4966440945863724 0.7974579036235809),,,,,,,,,,,,,,,,,,,,,,,1
0,38,7,686908472714,546899642,1,1,"(0.5208593010902405, 0.8254098892211914)","(0.500279426574707, 0.7685446739196777)",1,1,3.1487274169921875,2.9832000732421875,"(-23.741125106811523, 54.351280212402344, 500.3358459472656)","(37.82915115356445, 56.866844177246094, 501.3865051269531)","(5.587757110595703, 49.402156829833984, 7.339139461517334)","(-1.5231189727783203, 59.787837982177734, 11.119187355041504)",POINT (0.5105693638324738 0.7969772815704346),,,,,,,,,,,,,,,,,,,,,,,1
