,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,46,6,70132368145,1082701747,1,1,"(0.31500303745269775, 0.3290453553199768)","(0.2874501347541809, 0.3413582444190979)",1,1,3.518783569335937,3.394271850585937,"(-49.60132598876953, -7.418063640594482, 603.6375732421875)","(10.008155822753906, -8.51499080657959, 604.1380615234375)","(-65.540771484375, 140.0565643310547, 40.334625244140625)","(-75.0610122680664, 137.8077850341797, 39.5161247253418)",POINT (0.3012265861034393 0.3352017998695374),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132384811,1082718413,1,1,"(0.3247043788433075, 0.33428263664245605)","(0.28220483660697937, 0.3438107669353485)",1,1,3.536605834960937,3.4062042236328125,"(-49.67974090576172, -7.427700996398926, 603.6966552734375)","(9.944190979003906, -8.488849639892578, 603.92822265625)","(-62.188720703125, 139.10003662109375, 39.986473083496094)","(-76.87338256835938, 137.35986328125, 39.35310363769531)",POINT (0.3034546077251434 0.3390467017889023),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132401479,1082735080,1,1,"(0.3183911442756653, 0.3245510160923004)","(0.27726131677627563, 0.35586151480674744)",1,1,3.509979248046875,3.397079467773437,"(-49.76621627807617, -7.459254264831543, 603.6019287109375)","(9.860614776611328, -8.473419189453125, 604.0924072265625)","(-64.3700942993164, 140.87738037109375, 40.63340377807617)","(-78.58150482177734, 135.15896606445312, 38.55201721191406)",POINT (0.2978262305259705 0.3402062654495239),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132418146,1082751747,1,1,"(0.3225865364074707, 0.30383580923080444)","(0.28816911578178406, 0.3464183807373047)",1,1,3.5352020263671875,3.3999481201171875,"(-49.86460876464844, -7.502933979034424, 603.7091674804688)","(9.769981384277344, -8.470035552978516, 604.01416015625)","(-62.920494079589844, 144.6607666015625, 42.01039123535156)","(-74.81257629394531, 136.8836212158203, 39.179744720458984)",POINT (0.3053778260946274 0.3251270949840546),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132434805,1082768405,1,1,"(0.33057963848114014, 0.3071221709251404)","(0.28517481684684753, 0.3676483631134033)",1,1,3.545379638671875,3.413726806640625,"(-49.92755889892578, -7.55516242980957, 603.46484375)","(9.702831268310547, -8.476238250732422, 604.036376953125)","(-60.15866470336914, 144.060546875, 41.79194641113281)","(-75.84718322753906, 133.0062255859375, 37.7685432434082)",POINT (0.3078772276639938 0.3373852670192718),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132451471,1082785071,1,1,"(0.3243170976638794, 0.31783327460289)","(0.281342089176178, 0.3529890179634094)",1,1,3.555816650390625,3.402084350585937,"(-50.02438735961914, -7.581759929656982, 603.715576171875)","(9.63727855682373, -8.488113403320312, 604.149169921875)","(-62.322532653808594, 142.10430908203125, 41.07993698120117)","(-77.1714859008789, 135.68356323242188, 38.74296951293945)",POINT (0.3028295934200287 0.3354111462831497),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132468144,1082801743,1,1,"(0.3190656304359436, 0.32666414976119995)","(0.282951682806015, 0.3378652334213257)",1,1,3.538116455078125,3.3959503173828125,"(-50.068824768066406, -7.598074913024902, 603.8107299804688)","(9.5895357131958, -8.5075044631958, 604.1099853515625)","(-64.1370620727539, 140.491455078125, 40.4929313659668)","(-76.6153335571289, 138.4457244873047, 39.74834060668945)",POINT (0.3010086566209793 0.3322646915912628),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132484811,1082818410,1,1,"(0.3199410140514374, 0.333053857088089)","(0.28532832860946655, 0.33908507227897644)",1,1,3.5664215087890625,3.4105987548828125,"(-50.081851959228516, -7.613425254821777, 603.7780151367188)","(9.574695587158203, -8.515752792358398, 604.1305541992188)","(-63.83458709716797, 139.324462890625, 40.06816482543945)","(-75.79414367675781, 138.2229461669922, 39.667232513427734)",POINT (0.302634671330452 0.3360694646835327),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132501478,1082835076,1,1,"(0.3195798695087433, 0.3257538974285126)","(0.2797352075576782, 0.346460223197937)",1,1,3.5553741455078125,3.4217681884765625,"(-50.083709716796875, -7.634586334228516, 603.808349609375)","(9.579218864440918, -8.53393840789795, 604.1908569335938)","(-63.9593620300293, 140.65769958496094, 40.55343246459961)","(-77.7267074584961, 136.8759765625, 39.176998138427734)",POINT (0.2996575385332108 0.3361070603132248),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132518145,1082851743,1,1,"(0.32883110642433167, 0.32523465156555176)","(0.2830478250980377, 0.34341779351234436)",1,1,3.58111572265625,3.43084716796875,"(-50.061302185058594, -7.646108150482178, 603.842529296875)","(9.613469123840332, -8.552042961120605, 604.3207397460938)","(-60.76283645629883, 140.75254821777344, 40.58792495727539)","(-76.58210754394531, 137.43162536621094, 39.37925720214844)",POINT (0.3059394657611847 0.3343262225389481),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132534813,1082868410,1,1,"(0.3182114362716675, 0.3310348391532898)","(0.28416088223457336, 0.3307989239692688)",1,1,3.59295654296875,3.4322052001953125,"(-50.0166130065918, -7.641360282897949, 603.8902587890625)","(9.657060623168945, -8.564226150512695, 604.2081298828125)","(-64.43219757080078, 139.69320678710938, 40.20240020751953)","(-76.19752502441406, 139.7362823486328, 40.218082427978516)",POINT (0.3011861592531204 0.3309168815612793),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132551479,1082885076,1,1,"(0.32250720262527466, 0.32629963755607605)","(0.2876199781894684, 0.3382098972797394)",1,1,3.59893798828125,3.440277099609375,"(-49.94496536254883, -7.632644176483154, 603.7584838867188)","(9.709856033325195, -8.56053352355957, 604.1763305664062)","(-62.947914123535156, 140.5580291748047, 40.51716995239258)","(-75.00232696533203, 138.38279724121094, 39.72544860839844)",POINT (0.3050635904073715 0.3322547674179077),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132568147,1082901743,1,1,"(0.3188832998275757, 0.3273099362850189)","(0.28449374437332153, 0.3338334858417511)",1,1,3.5935516357421875,3.451889038085937,"(-49.890968322753906, -7.606939315795898, 603.9405517578125)","(9.778157234191895, -8.544727325439453, 604.326416015625)","(-64.2000503540039, 140.37351989746094, 40.450008392333984)","(-76.08251953125, 139.18206787109375, 40.016361236572266)",POINT (0.3016885221004486 0.330571711063385),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132584814,1082918410,1,1,"(0.32536521553993225, 0.33230865001678467)","(0.2888721227645874, 0.3439769148826599)",1,1,3.62554931640625,3.4732666015625,"(-49.83605194091797, -7.597055435180664, 603.9899291992188)","(9.848640441894531, -8.53712272644043, 604.3748168945312)","(-61.960391998291016, 139.46055603027344, 40.117713928222656)","(-74.56967163085938, 137.3295135498047, 39.342063903808594)",POINT (0.3071186691522598 0.3381427824497223),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132601486,1082935081,1,1,"(0.3231673538684845, 0.3202967941761017)","(0.28164559602737427, 0.33987557888031006)",1,1,3.63836669921875,3.4697723388671875,"(-49.74241256713867, -7.5860137939453125, 603.9224853515625)","(9.915602684020996, -8.514724731445312, 604.2619018554688)","(-62.719810485839844, 141.65438842773438, 40.91615295410156)","(-77.06661987304688, 138.0785675048828, 39.61469650268555)",POINT (0.3024064749479294 0.3300861865282059),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132618153,1082951748,1,1,"(0.3202758729457855, 0.302485853433609)","(0.2821015417575836, 0.33755001425743103)",1,1,3.654510498046875,3.478240966796875,"(-49.6827507019043, -7.5818610191345215, 604.1156005859375)","(9.990854263305664, -8.529560089111328, 604.411376953125)","(-63.71887969970703, 144.9073028564453, 42.100154876708984)","(-76.9090805053711, 138.5032958984375, 39.76929473876953)",POINT (0.3011887073516846 0.32001793384552),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132634821,1082968415,1,1,"(0.32915785908699036, 0.3250640034675598)","(0.2808735966682434, 0.3344016373157501)",1,1,3.6686859130859375,3.4889678955078125,"(-49.613677978515625, -7.572540760040283, 604.02392578125)","(10.070428848266602, -8.525836944580078, 604.3888549804688)","(-60.649940490722656, 140.78370666503906, 40.59927749633789)","(-77.33336639404297, 139.0783233642578, 39.97856521606445)",POINT (0.3050157278776169 0.329732820391655),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132651487,1082985081,1,1,"(0.3242759704589844, 0.31556493043899536)","(0.2804917097091675, 0.3385423719882965)",1,1,3.676055908203125,3.5009918212890625,"(-49.524574279785156, -7.574411392211914, 604.088623046875)","(10.13936996459961, -8.542702674865723, 604.275634765625)","(-62.33673858642578, 142.5186004638672, 41.230716705322266)","(-77.46531677246094, 138.3220672607422, 39.70330047607422)",POINT (0.3023838400840759 0.3270536512136459),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,6,70132668155,1083001748,1,1,"(0.3151797354221344, 0.3102283775806427)","(0.27948224544525146, 0.3319496512413025)",1,1,3.6684417724609375,3.4868927001953125,"(-49.46491241455078, -7.573107719421387, 604.1183471679688)","(10.226584434509277, -8.554557800292969, 604.5360107421875)","(-65.47972869873047, 143.4932403564453, 41.585472106933594)","(-77.8141098022461, 139.526123046875, 40.14157485961914)",POINT (0.2973309904336929 0.3210890144109726),,,,,,,,,,,,,,,,,,,,,,,,,,,,
