,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,38,12,688309737930,1948123510,1,1,"(0.4773795008659363, 0.20698446035385132)","(0.437695175409317, 0.15450409054756165)",1,1,3.162704467773437,3.004180908203125,"(-25.69056510925293, 37.50324249267578, 532.837646484375)","(35.937477111816406, 37.57452392578125, 532.3062133789062)","(-9.435609817504883, 162.349365234375, 48.44855880737305)","(-23.147563934326172, 171.93423461914062, 51.93712615966797)",POINT (0.4575373381376266 0.1807442754507065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309754597,1948140177,1,1,"(0.4703580141067505, 0.15828850865364075)","(0.42967286705970764, 0.14992278814315796)",1,1,3.05194091796875,3.0296173095703125,"(-25.890323638916016, 37.60212707519531, 533.121337890625)","(35.76519775390625, 37.67823028564453, 532.482421875)","(-11.861713409423828, 171.24305725097656, 51.685569763183594)","(-25.91944694519043, 172.77093505859375, 52.241695404052734)",POINT (0.4500154405832291 0.1541056483983994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309771265,1948156844,1,1,"(0.46987083554267883, 0.18427158892154694)","(0.43266746401786804, 0.13956399261951447)",1,1,3.112762451171875,3.0071258544921875,"(-26.125614166259766, 37.667083740234375, 533.1342163085938)","(35.5498046875, 37.79261779785156, 532.7033081054688)","(-12.030040740966797, 166.49758911132812, 49.958377838134766)","(-24.884740829467773, 174.66282653808594, 52.93029022216797)",POINT (0.4512691497802734 0.1619177907705307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309787939,1948173517,1,1,"(0.4671100080013275, 0.1609424352645874)","(0.4385862648487091, 0.14709807932376862)",1,1,3.0845184326171875,3.030303955078125,"(-26.45683479309082, 37.72760772705078, 533.4298095703125)","(35.2251091003418, 37.86011505126953, 532.77587890625)","(-12.983980178833008, 170.7583465576172, 51.50916290283203)","(-22.83965301513672, 173.28683471679688, 52.42945861816406)",POINT (0.4528481364250183 0.154020257294178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309804607,1948190185,1,1,"(0.46650341153144836, 0.23015683889389038)","(0.4329979717731476, 0.129867821931839)",1,1,3.2094879150390625,2.9978179931640625,"(-26.837963104248047, 37.750972747802734, 533.5396118164062)","(34.84987258911133, 37.939414978027344, 533.0443725585938)","(-13.193572044372559, 158.1172332763672, 46.908199310302734)","(-24.77054786682129, 176.43370056152344, 53.574825286865234)",POINT (0.449750691652298 0.1800123304128647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309821275,1948206852,1,1,"(0.4705715775489807, 0.17150841653347015)","(0.43039146065711975, 0.14079934358596802)",1,1,3.1156158447265625,2.9933013916015625,"(-27.32156753540039, 37.74717712402344, 533.8646240234375)","(34.37773895263672, 37.99375915527344, 533.2111206054688)","(-11.78792953491211, 168.82861328125, 50.80679702758789)","(-25.671178817749023, 174.43722534179688, 52.84815979003906)",POINT (0.4504815191030502 0.1561538800597191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309837940,1948223517,1,1,"(0.46966931223869324, 0.19965721666812897)","(0.4329010248184204, 0.13646064698696136)",1,1,3.16046142578125,2.9953765869140625,"(-27.867877960205078, 37.67158126831055, 534.101806640625)","(33.844322204589844, 38.04003143310547, 533.43115234375)","(-12.0996675491333, 163.68759155273438, 48.935611724853516)","(-24.80405044555664, 175.2296142578125, 53.13658905029297)",POINT (0.4512851685285568 0.1680589318275452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309854608,1948240184,1,1,"(0.46771466732025146, 0.18092139065265656)","(0.43306049704551697, 0.14356675744056702)",1,1,3.1262969970703125,2.996673583984375,"(-28.441207885742188, 37.53772735595703, 534.15576171875)","(33.266754150390625, 38.07335662841797, 533.725830078125)","(-12.775055885314941, 167.1094512939453, 50.18106460571289)","(-24.748939514160156, 173.93177795410156, 52.66419982910156)",POINT (0.4503875821828842 0.1622440740466118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309871275,1948256851,1,1,"(0.47044920921325684, 0.17967647314071655)","(0.4356566369533539, 0.13946329057216644)",1,1,3.1215362548828125,2.9990692138671875,"(-29.07666015625, 37.38044738769531, 534.6947021484375)","(32.64225769042969, 38.097991943359375, 533.976318359375)","(-11.830201148986816, 167.33682250976562, 50.26382064819336)","(-23.851919174194336, 174.6812286376953, 52.93697738647461)",POINT (0.4530529230833054 0.1595698818564415),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,38,12,688309887942,1948273517,1,1,"(0.4636510908603668, 0.16733583807945251)","(0.43329647183418274, 0.13695752620697021)",1,1,3.0757598876953125,3.007476806640625,"(-29.66785430908203, 37.15446472167969, 534.8226318359375)","(32.04060363769531, 38.13234329223633, 534.3438720703125)","(-14.179123878479004, 169.59068298339844, 51.08415603637695)","(-24.66740608215332, 175.1388702392578, 53.10354232788086)",POINT (0.4484737813472748 0.1521466821432114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
