,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,22,26,331296178672,958005831,1,1,"(0.499012291431427, 0.12389358878135681)","(0.4947149157524109, 0.09877482056617737)",1,1,3.820877075195313,3.76605224609375,"(-12.104970932006836, -56.56148910522461, 608.1590576171875)","(49.202301025390625, -53.84520721435547, 612.617919921875)","(-1.9609471559524536, 177.5248260498047, 53.97198486328125)","(-3.445793390274048, 182.11244201660156, 55.64168167114258)",POINT (0.496863603591919 0.1113342046737671),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296195343,958022502,1,1,"(0.5944581627845764, 0.1469346433877945)","(0.6035351753234863, 0.11845547705888748)",1,1,3.826202392578125,3.795684814453125,"(-11.23607063293457, -56.246299743652344, 608.2197265625)","(50.066566467285156, -53.75115966796875, 612.4678955078125)","(31.018047332763672, 173.3166961669922, 52.44028854370117)","(34.15436935424805, 178.51800537109375, 54.333473205566406)",POINT (0.5989966690540314 0.132695060223341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296212010,958039168,1,1,"(0.7277936935424805, 0.14025545120239258)","(0.7236118316650391, 0.12666314840316772)",1,1,3.83404541015625,3.77227783203125,"(-10.270354270935059, -55.98379135131836, 608.1690063476562)","(51.01728057861328, -53.74625778198242, 612.4462280273438)","(77.08881378173828, 174.53656005859375, 52.884300231933594)","(75.64386749267578, 177.01901245117188, 53.787845611572266)",POINT (0.7257027626037598 0.1334592998027802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296228676,958055834,1,1,"(0.714073896408081, 0.1309564709663391)","(0.7093184590339661, 0.10955458134412766)",1,1,3.828079223632813,3.75701904296875,"(-9.70982837677002, -55.85688018798828, 608.0936279296875)","(51.592628479003906, -53.8134880065918, 612.3311157226562)","(72.34829711914062, 176.23487854003906, 53.5024528503418)","(70.70514678955078, 180.14364624023438, 54.925140380859375)",POINT (0.7116961777210236 0.1202555261552334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296245345,958072502,1,1,"(0.724703848361969, 0.13404108583927155)","(0.7101733684539795, 0.12019021064043045)",1,1,3.803054809570313,3.775680541992188,"(-9.226219177246094, -55.828617095947266, 608.025390625)","(52.12568664550781, -53.94556427001953, 612.1334228515625)","(76.02119445800781, 175.6715087890625, 53.297447204589844)","(71.00054931640625, 178.20120239257812, 54.218135833740234)",POINT (0.7174386084079742 0.127115648239851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296262013,958089170,1,1,"(0.7209726572036743, 0.1320510357618332)","(0.7033483982086182, 0.11858475208282471)",1,1,3.805374145507813,3.7623138427734375,"(-8.718116760253906, -55.90005874633789, 607.9573364257812)","(52.64544677734375, -54.17498016357422, 611.9215698242188)","(74.73197937011719, 176.0349578857422, 53.429725646972656)","(68.64234161376953, 178.49441528320312, 54.32483673095703)",POINT (0.7121605277061462 0.125317893922329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296278681,958105837,1,1,"(0.7212011218070984, 0.13826318085193634)","(0.7075700163841248, 0.10989273339509964)",1,1,3.7919921875,3.75634765625,"(-8.246265411376953, -55.987205505371094, 607.9492797851562)","(53.15046691894531, -54.42608642578125, 611.78759765625)","(74.8109359741211, 174.90040588378906, 53.01676940917969)","(70.10104370117188, 180.08189392089844, 54.902687072753906)",POINT (0.7143855690956116 0.124077957123518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296295348,958122504,1,1,"(0.7179787755012512, 0.13126197457313538)","(0.7044057846069336, 0.11535104364156723)",1,1,3.800796508789064,3.7501373291015625,"(-7.788756370544434, -56.11660385131836, 607.89892578125)","(53.620361328125, -54.708370208740234, 611.6595458984375)","(73.69752502441406, 176.17909240722656, 53.48213577270508)","(69.0077133178711, 179.0850067138672, 54.53982925415039)",POINT (0.7111922800540924 0.1233065091073513),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296312015,958139170,1,1,"(0.7167295813560486, 0.1404942125082016)","(0.7082874774932861, 0.10121684521436691)",1,1,3.7962799072265625,3.739273071289064,"(-7.3056135177612305, -56.21084213256836, 607.9610595703125)","(54.123512268066406, -54.96144104003906, 611.5947265625)","(73.2658920288086, 174.49293518066406, 52.86844253540039)","(70.34892272949219, 181.6664276123047, 55.47937774658203)",POINT (0.7125085294246674 0.1208555288612843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,26,331296328689,958155844,1,1,"(0.7195005416870117, 0.13305053114891052)","(0.7038821578025818, 0.12257125228643417)",1,1,3.793411254882813,3.761245727539064,"(-6.882319927215576, -56.27401351928711, 608.031494140625)","(54.555015563964844, -55.17961120605469, 611.5537109375)","(74.22331237792969, 175.85243225097656, 53.36324691772461)","(68.82676696777344, 177.766357421875, 54.059810638427734)",POINT (0.7116913497447968 0.1278108917176724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
