,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,57,33,509793945453,3050744222,1,1,"(0.37414446473121643, 0.16351021826267242)","(0.36358681321144104, 0.19726239144802094)",1,1,2.710052490234375,2.65863037109375,"(-42.155826568603516, 22.0145263671875, 537.54345703125)","(16.67115592956543, 25.524215698242188, 535.0770874023438)","(-45.105934143066406, 170.2893829345703, 51.33845520019531)","(-48.75385665893555, 164.12498474121094, 49.09482192993164)",POINT (0.3688656389713287 0.1803863048553467),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509793962120,3050760889,1,1,"(0.38181743025779724, 0.1602703183889389)","(0.36399731040000916, 0.19601485133171082)",1,1,2.686752319335937,2.658599853515625,"(-42.215049743652344, 22.000566482543945, 537.6409301757812)","(16.63568115234375, 25.522634506225586, 535.0707397460938)","(-42.45471954345703, 170.881103515625, 51.5538215637207)","(-48.612030029296875, 164.35281372070312, 49.1777458190918)",POINT (0.3729073703289032 0.1781425848603249),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509793978788,3050777556,1,1,"(0.3738348186016083, 0.15219640731811523)","(0.3538685441017151, 0.19517655670642853)",1,1,2.6707305908203125,2.64019775390625,"(-42.24496841430664, 21.987186431884766, 537.6455078125)","(16.606603622436523, 25.51633071899414, 535.0167236328125)","(-45.212921142578125, 172.35568237304688, 52.09056091308594)","(-52.11176300048828, 164.50592041015625, 49.23347854614258)",POINT (0.3638516813516617 0.1736864820122719),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509793995454,3050794222,1,1,"(0.3814353942871094, 0.16526544094085693)","(0.35174131393432617, 0.19285456836223602)",1,1,2.6776123046875,2.670028686523437,"(-42.265602111816406, 21.969924926757812, 537.5541381835938)","(16.59039306640625, 25.5201416015625, 535.064208984375)","(-42.586727142333984, 169.96881103515625, 51.22178268432617)","(-52.84678268432617, 164.9300079345703, 49.38782501220703)",POINT (0.3665883541107178 0.1790600046515465),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794012122,3050810889,1,1,"(0.3764793872833252, 0.1564660519361496)","(0.3580356538295746, 0.20531892776489258)",1,1,2.6627349853515625,2.664459228515625,"(-42.284217834472656, 21.957393646240234, 537.5443115234375)","(16.57329559326172, 25.52504539489746, 535.08154296875)","(-44.29915237426758, 171.57589721679688, 51.80673599243164)","(-50.67192077636719, 162.653564453125, 48.55926513671875)",POINT (0.3672575205564499 0.1808924898505211),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794028789,3050827556,1,1,"(0.3815425634384155, 0.15896748006343842)","(0.3623822331428528, 0.20747554302215576)",1,1,2.652801513671875,2.652206420898437,"(-42.29454040527344, 21.96062469482422, 537.5505981445312)","(16.56200408935547, 25.538028717041016, 535.0819702148438)","(-42.54969787597656, 171.11904907226562, 51.64041519165039)","(-49.170074462890625, 162.2596893310547, 48.4158935546875)",POINT (0.3719623982906342 0.1832215115427971),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794045456,3050844222,1,1,"(0.37938234210014343, 0.16507485508918762)","(0.35505998134613037, 0.20479005575180054)",1,1,2.65386962890625,2.6504364013671875,"(-42.2968635559082, 21.97005844116211, 537.573974609375)","(16.560348510742188, 25.545883178710938, 535.0343017578125)","(-43.29609298706055, 170.0036163330078, 51.234458923339844)","(-51.70009994506836, 162.75015258789062, 48.59443664550781)",POINT (0.3672211617231369 0.1849324554204941),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794062123,3050860889,1,1,"(0.37972041964530945, 0.1631355732679367)","(0.3605857789516449, 0.20554456114768982)",1,1,2.6586151123046875,2.660125732421875,"(-42.28987121582031, 21.995067596435547, 537.59033203125)","(16.56998634338379, 25.569013595581055, 535.0258178710938)","(-43.17930221557617, 170.35780334472656, 51.363380432128906)","(-49.7907829284668, 162.61233520507812, 48.544281005859375)",POINT (0.3701530992984772 0.1843400672078133),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794078791,3050877556,1,1,"(0.3798649311065674, 0.15795010328292847)","(0.35977184772491455, 0.20068565011024475)",1,1,2.6576690673828125,2.6235504150390625,"(-42.286354064941406, 22.01055335998535, 537.6384887695312)","(16.581546783447266, 25.58249282836914, 534.961669921875)","(-43.12936019897461, 171.30487060546875, 51.70805740356445)","(-50.072017669677734, 163.499755859375, 48.86725997924805)",POINT (0.369818389415741 0.1793178766965866),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794095457,3050894222,1,1,"(0.37922918796539307, 0.15933619439601898)","(0.35782232880592346, 0.20584999024868011)",1,1,2.66455078125,2.6488800048828125,"(-42.27522277832031, 22.027915954589844, 537.6566772460938)","(16.600786209106445, 25.607723236083984, 535.0003051757812)","(-43.34902572631836, 171.05169677734375, 51.615943908691406)","(-50.74563980102539, 162.55657958984375, 48.523956298828125)",POINT (0.3685257583856583 0.1825930923223496),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794112125,3050910889,1,1,"(0.37740659713745117, 0.15670903027057648)","(0.3579258620738983, 0.2013877034187317)",1,1,2.655242919921875,2.6402587890625,"(-42.261940002441406, 22.035179138183594, 537.6669311523438)","(16.61168670654297, 25.610231399536133, 534.9522705078125)","(-43.9787712097168, 171.53152465820312, 51.79056930541992)","(-50.70986557006836, 163.37155151367188, 48.82057571411133)",POINT (0.3676662296056747 0.1790483668446541),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794128802,3050927566,1,1,"(0.37858080863952637, 0.15240637958049774)","(0.36197131872177124, 0.20708094537258148)",1,1,2.63812255859375,2.6272430419921875,"(-42.257137298583984, 22.042102813720703, 537.7001953125)","(16.623950958251953, 25.61986541748047, 535.0154418945312)","(-43.573062896728516, 172.3173370361328, 52.07658386230469)","(-49.31205749511719, 162.33175659179688, 48.44213104248047)",POINT (0.3702760636806488 0.1797436624765396),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,57,33,509794145469,3050944232,1,1,"(0.3793758451938629, 0.15006624162197113)","(0.35874855518341064, 0.20728152990341187)",1,1,2.655670166015625,2.629730224609375,"(-42.237022399902344, 22.03329849243164, 537.6463623046875)","(16.644474029541016, 25.618061065673828, 535.077880859375)","(-43.29835891723633, 172.74472045898438, 52.2321891784668)","(-50.42559051513672, 162.2951202392578, 48.428810119628906)",POINT (0.3690622001886368 0.1786738857626915),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
