,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,28,25,7777969413,7996384239,1,1,"(0.4955030083656311, 0.23345321416854858)","(0.4879896640777588, 0.21226151287555695)",1,1,3.4174346923828125,3.245391845703125,"(-48.049049377441406, 21.06536865234375, 499.34295654296875)","(16.21896743774414, 16.855998992919922, 498.2409973144531)","(-1.2876383066177368, 157.92495727539062, 46.83823013305664)","(-3.891294002532959, 161.80667114257812, 48.25104522705078)",POINT (0.491746336221695 0.2228573635220528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7777986080,7996400906,1,1,"(0.4904477298259735, 0.21426592767238617)","(0.4876714050769806, 0.2040974348783493)",1,1,3.4073028564453125,3.245574951171875,"(-48.232757568359375, 21.048885345458984, 499.45526123046875)","(16.04170799255371, 16.88092041015625, 498.2773742675781)","(-3.0394880771636963, 161.43951416015625, 48.117431640625)","(-4.001580238342285, 163.30209350585938, 48.79534912109375)",POINT (0.489059567451477 0.2091816812753677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,25,7778002748,7996417573,1,1,"(0.49533212184906006, 0.23238535225391388)","(0.48792675137519836, 0.20944230258464813)",1,1,3.407073974609375,3.229644775390625,"(-48.43109893798828, 21.033798217773438, 499.5364990234375)","(15.854436874389648, 16.91321563720703, 498.2713317871094)","(-1.3468577861785889, 158.1205596923828, 46.909423828125)","(-3.913104295730591, 162.3230743408203, 48.438987731933594)",POINT (0.4916294366121292 0.220913827419281),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7778019414,7996434239,1,1,"(0.4878040552139282, 0.22291222214698792)","(0.4908679723739624, 0.19737638533115387)",1,1,3.4138946533203125,3.226043701171875,"(-48.619346618652344, 20.985828399658203, 499.38238525390625)","(15.631811141967773, 16.919761657714844, 498.37890625)","(-3.9556162357330322, 159.85577392578125, 47.54095458984375)","(-2.8938632011413574, 164.53318786621094, 49.24345397949219)",POINT (0.4893360137939453 0.2101443037390709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,25,7778036087,7996450911,1,1,"(0.49566057324409485, 0.24058222770690918)","(0.4952731728553772, 0.19307123124599457)",1,1,3.41259765625,3.2271881103515625,"(-48.8944091796875, 20.986732482910156, 499.7333984375)","(15.397623062133789, 16.96308135986328, 498.5271911621094)","(-1.2330529689788818, 156.619140625, 46.362911224365234)","(-1.3672999143600464, 165.32177734375, 49.53045654296875)",POINT (0.495466873049736 0.2168267294764519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7778052754,7996467578,1,1,"(0.4910193383693695, 0.22495129704475403)","(0.4888060688972473, 0.22821585834026337)",1,1,3.407867431640625,3.244979858398437,"(-49.14045715332031, 20.949424743652344, 499.58392333984375)","(15.138005256652832, 17.029909133911133, 498.43975830078125)","(-2.8414065837860107, 159.48226928710938, 47.405033111572266)","(-3.608383893966675, 158.88429260253906, 47.1873893737793)",POINT (0.4899127036333084 0.2265835776925087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7778069421,7996484244,1,1,"(0.48680034279823303, 0.21798336505889893)","(0.48285841941833496, 0.2144210934638977)",1,1,3.4032440185546875,3.2424468994140625,"(-49.413719177246094, 20.93366241455078, 499.65386962890625)","(14.87515640258789, 17.07639503479004, 498.2996826171875)","(-4.303431034088135, 160.7585906982422, 47.86958694458008)","(-5.669460296630859, 161.41110229492188, 48.1070671081543)",POINT (0.484829381108284 0.2162022292613983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7778086088,7996500911,1,1,"(0.4944782853126526, 0.2135215401649475)","(0.49703776836395264, 0.1926441490650177)",1,1,3.4145965576171875,3.258575439453125,"(-49.720340728759766, 20.920886993408203, 499.677490234375)","(14.57883071899414, 17.125003814697266, 498.5887756347656)","(-1.6427478790283203, 161.57586669921875, 48.16705322265625)","(-0.755795955657959, 165.40000915527344, 49.55891036987305)",POINT (0.4957580268383026 0.2030828446149826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,28,25,7778102756,7996517578,1,1,"(0.4904250502586365, 0.21989129483699799)","(0.4835157096385956, 0.20956440269947052)",1,1,3.4154815673828125,3.261383056640625,"(-50.02283477783203, 20.91269302368164, 499.75653076171875)","(14.28046989440918, 17.17186737060547, 498.28277587890625)","(-3.0473439693450928, 160.40911865234375, 47.742366790771484)","(-5.441688060760498, 162.3007049560547, 48.43086242675781)",POINT (0.486970379948616 0.2147278487682342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,28,25,7778119422,7996534244,1,1,"(0.494722843170166, 0.21671654284000397)","(0.4886166751384735, 0.2073247730731964)",1,1,3.424041748046875,3.27276611328125,"(-50.34943389892578, 20.903003692626953, 499.80328369140625)","(13.965518951416016, 17.23301124572754, 498.3228759765625)","(-1.5580041408538818, 160.9906463623047, 47.95400619506836)","(-3.6740124225616455, 162.7109375, 48.5801887512207)",POINT (0.4916697591543198 0.2120206579566002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
