,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,51,25,603203252066,8428738012,1,1,"(0.5813698172569275, 0.06593259423971176)","(0.5835981965065002, 0.007454223465174437)",1,1,2.9329833984375,3.134368896484375,"(-55.32819366455078, -40.44486999511719, 677.192626953125)","(0.8997013568878174, -39.583683013916016, 675.15625)","(26.49568748474121, 188.11062622070312, 57.824893951416016)","(27.265623092651367, 198.79092407226562, 61.712215423583984)",POINT (0.5824840068817139 0.0366934088524431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203268732,8428754678,1,1,"(0.5722476840019226, 0.0697607472538948)","(0.5857733488082886, 0.0030301036313176155)",1,1,2.950286865234375,3.1233673095703125,"(-55.33686447143555, -40.43114471435547, 676.9600830078125)","(0.8644736409187317, -39.60123062133789, 675.2318115234375)","(23.3437442779541, 187.41146850585938, 57.570411682128906)","(28.017213821411133, 199.59893798828125, 62.00628662109375)",POINT (0.5790105164051056 0.0363954254426062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203285401,8428771346,1,1,"(0.5724880695343018, 0.06338055431842804)","(0.5963056087493896, -0.002592046745121479)",1,1,2.973373413085937,3.150909423828125,"(-55.39813232421875, -40.41621017456055, 676.9241943359375)","(0.7703415155410767, -39.58896255493164, 675.0808715820312)","(23.426799774169922, 188.57672119140625, 57.994544982910156)","(31.656373977661133, 200.6257781982422, 62.37993621826172)",POINT (0.5843968391418457 0.0303942537866533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203302068,8428788013,1,1,"(0.585765540599823, 0.05814768746495247)","(0.5793789625167847, 0.0005162991583347321)",1,1,2.971298217773437,3.1383514404296875,"(-55.53489685058594, -40.445701599121094, 677.4138793945312)","(0.7050144076347351, -39.582489013671875, 675.0816650390625)","(28.014507293701172, 189.53244018554688, 58.34238052368164)","(25.807783126831055, 200.05804443359375, 62.17340850830078)",POINT (0.5825722515583038 0.0293319933116436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203318735,8428804679,1,1,"(0.5721768736839294, 0.06454657763242722)","(0.5998897552490234, -0.0025377969723194838)",1,1,2.986358642578125,3.154022216796875,"(-55.61875915527344, -40.40462112426758, 677.0921020507812)","(0.5496244430541992, -39.57038497924805, 675.1568603515625)","(23.31926727294922, 188.36376953125, 57.917015075683594)","(32.894771575927734, 200.6158447265625, 62.376399993896484)",POINT (0.5860333144664764 0.0310043903300539),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203335402,8428821346,1,1,"(0.5775656700134277, 0.05833645537495613)","(0.5795180797576904, -0.0012095005949959159)",1,1,2.9924774169921875,3.170654296875,"(-55.78877639770508, -40.43195724487305, 677.47314453125)","(0.4581785500049591, -39.57005310058594, 675.156494140625)","(25.181245803833008, 189.49795532226562, 58.329856872558594)","(25.855846405029297, 200.3732452392578, 62.28811264038086)",POINT (0.5785418748855591 0.0285634773899801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203352070,8428838013,1,1,"(0.583922803401947, 0.06747089326381683)","(0.5919808149337769, -0.0090660834684968)",1,1,2.990325927734375,3.1790008544921875,"(-55.95863342285156, -40.437416076660156, 677.4180908203125)","(0.26491570472717285, -39.56172561645508, 675.006103515625)","(27.377790451049805, 187.8296661376953, 57.72266387939453)","(30.16204833984375, 201.80813598632812, 62.810401916503906)",POINT (0.5879518091678619 0.02920240489766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203368740,8428854683,1,1,"(0.5821401476860046, 0.0754498839378357)","(0.5997486710548401, -0.0035730714444071054)",1,1,2.9940643310546875,3.1741485595703125,"(-56.11576843261719, -40.450767517089844, 677.2889404296875)","(0.07683464884757996, -39.55475997924805, 675.0564575195312)","(26.7618350982666, 186.37240600585938, 57.19227600097656)","(32.846046447753906, 200.804931640625, 62.44519805908203)",POINT (0.5909444093704224 0.0359384062467143),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203385408,8428871350,1,1,"(0.5695287585258484, 0.08067083358764648)","(0.5849944353103638, -7.007941167103127e-05)",1,1,2.9742889404296875,3.1797332763671875,"(-56.2513427734375, -40.46082305908203, 677.1370849609375)","(-0.04851434752345085, -39.55165481567383, 675.006103515625)","(22.404277801513672, 185.41888427734375, 56.84517288208008)","(27.74807357788086, 200.16514587402344, 62.21236801147461)",POINT (0.5772615969181061 0.0403003770879877),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203402074,8428888016,1,1,"(0.5791669487953186, 0.07868388295173645)","(0.5810227394104004, 0.004103644285351038)",1,1,2.98858642578125,3.175323486328125,"(-56.44715881347656, -40.52534484863281, 677.3346557617188)","(-0.2000456154346466, -39.562896728515625, 675.0560302734375)","(25.73452377319336, 185.7817840576172, 56.97722625732422)","(26.375747680664062, 199.40289306640625, 61.93486022949219)",POINT (0.5800948441028595 0.0413937636185437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203418741,8428904682,1,1,"(0.5810548663139343, 0.06944284588098526)","(0.5888466835021973, 0.0021026914473623037)",1,1,2.972015380859375,3.17437744140625,"(-56.6170654296875, -40.56336975097656, 677.2025146484375)","(-0.40086472034454346, -39.55744171142578, 674.80419921875)","(26.386838912963867, 187.4695281982422, 57.59154510498047)","(29.079116821289062, 199.76832580566406, 62.06791305541992)",POINT (0.5849507749080658 0.0357727686641738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203435408,8428921349,1,1,"(0.5748928189277649, 0.07335127890110016)","(0.5889224410057068, 0.008092242293059826)",1,1,2.9842071533203125,3.153167724609375,"(-56.74085235595703, -40.600059509277344, 676.847412109375)","(-0.5382606983184814, -39.584625244140625, 675.0302734375)","(24.257699966430664, 186.75570678710938, 57.33172607421875)","(29.10529899597168, 198.67442321777344, 61.669734954833984)",POINT (0.5819076299667358 0.04072176059708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203452076,8428938016,1,1,"(0.5781798362731934, 0.06920655071735382)","(0.5820682644844055, 0.011248955503106117)",1,1,2.97998046875,3.156524658203125,"(-56.90216064453125, -40.63828659057617, 677.101318359375)","(-0.6559076905250549, -39.59328842163086, 675.0806884765625)","(25.393444061279297, 187.5126953125, 57.60722351074219)","(26.73699378967285, 198.09786987304688, 61.45995330810547)",POINT (0.5801240503787994 0.04022775311023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,25,603203468742,8428954682,1,1,"(0.5805200338363647, 0.06526625901460648)","(0.595300018787384, 0.013502431102097034)",1,1,2.983261108398437,3.157470703125,"(-57.05122375488281, -40.662322998046875, 676.97216796875)","(-0.8334435224533081, -39.60514831542969, 675.030029296875)","(26.202049255371094, 188.23231506347656, 57.86921310424805)","(31.308916091918945, 197.68630981445312, 61.31013488769531)",POINT (0.5879100263118744 0.0393843450583518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
