,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,32,22,578757144450,3782236125,1,1,"(0.5455930233001709, 0.15605486929416656)","(0.5742266774177551, 0.054325614124536514)",1,1,3.204925537109375,2.90643310546875,"(-33.14093780517578, -29.8150577545166, 705.9652099609375)","(28.16922378540039, -27.448076248168945, 703.534912109375)","(14.133899688720703, 171.6510009765625, 51.83403778076172)","(24.027557373046875, 190.23049926757812, 58.59641647338867)",POINT (0.559909850358963 0.1051902417093515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757161118,3782252792,1,1,"(0.5290440917015076, 0.14800548553466797)","(0.5663198232650757, 0.06579640507698059)",1,1,3.1983642578125,2.90777587890625,"(-33.07881164550781, -29.819034576416016, 705.84716796875)","(28.20478630065918, -27.447296142578125, 703.23046875)","(8.415825843811035, 173.12109375, 52.36915969848633)","(21.2955265045166, 188.13551330566406, 57.83393478393555)",POINT (0.5476819574832916 0.1069009453058243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757177784,3782269458,1,1,"(0.5327888131141663, 0.1550680696964264)","(0.5770131349563599, 0.0652148649096489)",1,1,3.1711578369140625,2.8870849609375,"(-33.04316329956055, -29.828624725341797, 705.9061279296875)","(28.225723266601562, -27.44693374633789, 703.0511474609375)","(9.709701538085938, 171.8312225341797, 51.899635314941406)","(24.990310668945312, 188.24172973632812, 57.87257766723633)",POINT (0.5549009740352631 0.1101414673030376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757194452,3782286125,1,1,"(0.5369317531585693, 0.14804160594940186)","(0.5782011151313782, 0.07730746269226074)",1,1,3.181884765625,2.9062652587890625,"(-33.02290344238281, -29.847627639770508, 705.9356689453125)","(28.25507354736328, -27.466854095458984, 703.2122802734375)","(11.141200065612793, 173.11451721191406, 52.36670684814453)","(25.400815963745117, 186.0331573486328, 57.0687370300293)",POINT (0.5575664341449738 0.1126745343208313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757211119,3782302792,1,1,"(0.5449764728546143, 0.13827167451381683)","(0.5799367427825928, 0.0829107016324997)",1,1,3.17364501953125,2.91943359375,"(-32.991065979003906, -29.86662483215332, 706.1600341796875)","(28.308605194091797, -27.496253967285156, 703.5501708984375)","(13.920865058898926, 174.8988494873047, 53.016170501708984)","(26.00050163269043, 185.00979614257812, 56.696292877197266)",POINT (0.5624566078186035 0.1105911880731583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757227789,3782319461,1,1,"(0.5366582870483398, 0.13727687299251556)","(0.5791921615600586, 0.07889806479215622)",1,1,3.179840087890625,2.906890869140625,"(-32.922401428222656, -29.891643524169922, 706.37451171875)","(28.384078979492188, -27.546363830566406, 703.8592529296875)","(11.046725273132324, 175.08053588867188, 53.08232116699219)","(25.743236541748047, 185.74266052246094, 56.9630126953125)",POINT (0.5579252243041992 0.1080874688923359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757244454,3782336126,1,1,"(0.5271614193916321, 0.14756199717521667)","(0.5718874931335449, 0.07545265555381775)",1,1,3.1651153564453125,2.915145874023437,"(-32.871604919433594, -29.906307220458984, 706.4073486328125)","(28.421310424804688, -27.5756778717041, 703.7869873046875)","(7.765291690826416, 173.20211791992188, 52.39860916137695)","(23.21929168701172, 186.37191772460938, 57.19205856323242)",POINT (0.5495244562625885 0.1115073263645172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757261122,3782352793,1,1,"(0.5200621485710144, 0.1469842493534088)","(0.5670173764228821, 0.05484330281615257)",1,1,3.1804962158203125,2.925811767578125,"(-32.87812423706055, -29.935081481933594, 706.4898071289062)","(28.421154022216797, -27.628124237060547, 703.9375)","(5.312324047088623, 173.30763244628906, 52.437015533447266)","(21.536535263061523, 190.13595581054688, 58.562007904052734)",POINT (0.5435397624969482 0.1009137760847807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,22,578757277788,3782369459,1,1,"(0.38366201519966125, 0.21424153447151184)","(0.442292183637619, 0.23962123692035675)",1,1,3.189926147460937,3.012069702148437,"(-33.185062408447266, -30.084625244140625, 707.0128173828125)","(28.084148406982422, -27.722200393676758, 703.8838500976562)","(-41.817378997802734, 161.0239715576172, 47.966148376464844)","(-21.559162139892578, 156.38868713378906, 46.279048919677734)",POINT (0.4129770994186401 0.2269313856959343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,22,578757294458,3782386128,1,1,"(0.3267025053501129, 0.21166610717773438)","(0.3646093010902405, 0.2446231096982956)",1,1,3.079330444335937,3.0121307373046875,"(-33.299869537353516, -30.1243839263916, 706.32275390625)","(27.90113639831543, -27.83307647705078, 704.174072265625)","(-61.49831771850586, 161.49432373046875, 48.137351989746094)","(-48.40056610107422, 155.47515869140625, 45.946556091308594)",POINT (0.3456559032201767 0.228144608438015),,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
