,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,32,33,578244377730,3269484859,1,1,"(0.38019534945487976, 0.26462405920028687)","(0.4108872711658478, 0.22376851737499237)",1,1,2.8700714111328125,2.657073974609375,"(-31.89571762084961, -28.666141510009766, 674.2185668945312)","(29.64946174621582, -26.775249481201172, 673.6915283203125)","(-43.01518249511719, 151.82225036621094, 44.61704635620117)","(-32.410343170166016, 159.28399658203125, 47.33281326293945)",POINT (0.3955413103103638 0.2441962882876396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244394398,3269501526,1,1,"(0.3663344085216522, 0.23399953544139862)","(0.41568973660469055, 0.21365033090114594)",1,1,2.855224609375,2.636703491210937,"(-31.95338249206543, -28.70104217529297, 674.3011474609375)","(29.564640045166016, -26.759349822998047, 673.6235961914062)","(-47.80449676513672, 157.41543579101562, 46.65272521972656)","(-30.75098419189453, 161.13192749023438, 48.005462646484375)",POINT (0.3910120725631714 0.2238249331712723),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
0,32,33,578244411064,3269518192,1,1,"(0.3715207874774933, 0.25631746649742126)","(0.4051598608493805, 0.22520816326141357)",1,1,2.9106903076171875,2.6829376220703125,"(-32.06922149658203, -28.743907928466797, 674.4915771484375)","(29.49022674560547, -26.75069808959961, 673.7181396484375)","(-46.01246643066406, 153.33934020996094, 45.169185638427734)","(-34.389320373535156, 159.02105712890625, 47.23715591430664)",POINT (0.3883403241634369 0.2407628148794174),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244427732,3269534859,1,1,"(0.3719429075717926, 0.23515915870666504)","(0.4117558002471924, 0.22657008469104767)",1,1,2.843963623046875,2.689208984375,"(-32.148109436035156, -28.760650634765625, 674.2945556640625)","(29.367000579833984, -26.748111724853516, 673.7042236328125)","(-45.86661148071289, 157.20364379882812, 46.57562255859375)","(-32.11025619506836, 158.77232360839844, 47.14659881591797)",POINT (0.3918493539094925 0.2308646216988564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244444402,3269551529,1,1,"(0.3645288348197937, 0.23315104842185974)","(0.41083401441574097, 0.19929707050323486)",1,1,2.85089111328125,2.67755126953125,"(-32.251197814941406, -28.78688621520996, 674.6375732421875)","(29.286535263061523, -26.73206901550293, 673.6859130859375)","(-48.42836380004883, 157.5703887939453, 46.70915603637695)","(-32.42876052856445, 163.7533721923828, 48.959571838378906)",POINT (0.3876814246177673 0.2162240594625473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244461069,3269568195,1,1,"(0.3784480690956116, 0.24331805109977722)","(0.40305644273757935, 0.18050679564476013)",1,1,2.8697662353515625,2.67193603515625,"(-32.33717346191406, -28.782869338989258, 674.566162109375)","(29.207252502441406, -26.70258903503418, 673.7928466796875)","(-43.61893081665039, 155.7135467529297, 46.03324890136719)","(-35.11610412597656, 167.1851806640625, 50.2086296081543)",POINT (0.3907522559165955 0.2119124233722687),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
0,32,33,578244477736,3269584862,1,1,"(0.3739733099937439, 0.2736618220806122)","(0.4135502576828003, 0.22814449667930603)",1,1,2.923446655273437,2.714828491210937,"(-32.39939880371094, -28.788043975830078, 674.5345458984375)","(29.111703872680664, -26.683900833129883, 673.738037109375)","(-45.16505813598633, 150.17164611816406, 44.01619338989258)","(-31.490222930908203, 158.48477172851562, 47.041969299316406)",POINT (0.3937617838382721 0.2509031593799591),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,32,33,578244494403,3269601528,1,1,"(0.373839795589447, 0.2590709328651428)","(0.41027432680130005, 0.1953989416360855)",1,1,2.923370361328125,2.6652984619140625,"(-32.497711181640625, -28.787710189819336, 674.8026733398438)","(29.03240203857422, -26.627891540527344, 673.8084716796875)","(-45.2111930847168, 152.8364715576172, 44.986114501953125)","(-32.62214660644531, 164.46531677246094, 49.218685150146484)",POINT (0.3920570611953735 0.2272349372506142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244511070,3269618195,1,1,"(0.34031763672828674, 0.24287544190883636)","(0.38533374667167664, 0.24454498291015625)",1,1,2.896026611328125,2.7562255859375,"(-32.653472900390625, -28.768634796142578, 674.837646484375)","(28.859073638916016, -26.53931999206543, 673.723876953125)","(-56.793949127197266, 155.7943572998047, 46.06270217895508)","(-41.239749908447266, 155.4894561767578, 45.9517707824707)",POINT (0.3628256916999817 0.2437102124094963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,32,33,578244527737,3269634862,1,1,"(0.3008508086204529, 0.16873867809772491)","(0.33987337350845337, 0.12842057645320892)",1,1,2.909408569335937,2.7066650390625,"(-32.84521484375, -28.67578125, 674.88134765625)","(28.621253967285156, -26.491352081298828, 673.9451904296875)","(-70.43073272705078, 169.33447265625, 50.99088668823242)","(-56.94746017456055, 176.69802856445312, 53.671016693115234)",POINT (0.3203620910644531 0.1485796272754669),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
