,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,15,12,933915384090,2373869093,1,1,"(0.5690991282463074, 0.3058241307735443)","(0.513370931148529, 0.21823619306087494)",1,1,3.07708740234375,3.0201416015625,"(-58.230255126953125, 5.613602161407471, 593.2263793945312)","(9.018590927124023, 4.651129722595215, 591.3043823242188)","(22.255840301513672, 144.29762268066406, 41.87821960449219)","(3.000338315963745, 160.29440307617188, 47.700599670410156)",POINT (0.5412350296974182 0.2620301619172096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915400757,2373885759,1,1,"(0.5692147612571716, 0.31365594267845154)","(0.5111258029937744, 0.2610519230365753)",1,1,3.094955444335937,3.08355712890625,"(-58.20126724243164, 5.613149642944336, 593.2415771484375)","(9.041864395141602, 4.645988464355469, 591.2650146484375)","(22.295795440673828, 142.86724853515625, 41.35760498046875)","(2.2245938777923584, 152.47467041015625, 44.854427337646484)",POINT (0.540170282125473 0.2873539328575134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915417430,2373902432,1,1,"(0.5650985836982727, 0.2848300635814667)","(0.51163649559021, 0.28767499327659607)",1,1,3.0346832275390625,3.14312744140625,"(-58.173587799072266, 5.623222827911377, 593.2266845703125)","(9.063775062561035, 4.64756441116333, 591.225830078125)","(20.873558044433594, 148.1319122314453, 43.273799896240234)","(2.4010510444641113, 147.6123046875, 43.08472442626953)",POINT (0.5383675396442413 0.2862525284290314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915434098,2373919099,1,1,"(0.5676116347312927, 0.30063596367836)","(0.5122673511505127, 0.2443845272064209)",1,1,3.078720092773437,3.045257568359375,"(-58.15435028076172, 5.6146240234375, 593.2003173828125)","(9.079620361328125, 4.6348185539245605, 591.1964721679688)","(21.741870880126953, 145.24517822265625, 42.223106384277344)","(2.619022846221924, 155.51873779296875, 45.962406158447266)",POINT (0.5399394929409027 0.2725102454423904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915450764,2373935765,1,1,"(0.5682713389396667, 0.3126329481601715)","(0.5136637687683105, 0.253700315952301)",1,1,3.07769775390625,3.083404541015625,"(-58.14238357543945, 5.607907295227051, 593.2123413085938)","(9.09656047821045, 4.631114959716797, 591.22509765625)","(21.96980857849121, 143.0540771484375, 41.425655364990234)","(3.10154390335083, 153.8173370361328, 45.343143463134766)",POINT (0.5409675538539886 0.2831666320562363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915467432,2373952432,1,1,"(0.5643110275268555, 0.2859362065792084)","(0.5071527361869812, 0.26259005069732666)",1,1,3.0407257080078125,3.11669921875,"(-58.12660598754883, 5.5812273025512695, 593.185546875)","(9.113283157348633, 4.611773490905762, 591.234130859375)","(20.60143280029297, 147.92987060546875, 43.200294494628906)","(0.8517886400222778, 152.19375610351562, 44.752193450927734)",POINT (0.5357318818569183 0.2742631286382675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915484098,2373969098,1,1,"(0.5665419697761536, 0.30594074726104736)","(0.5098365545272827, 0.2642376720905304)",1,1,3.092391967773437,3.1207427978515625,"(-58.109962463378906, 5.5547990798950195, 593.1686401367188)","(9.133502960205078, 4.589010238647461, 591.175537109375)","(21.372264862060547, 144.2763214111328, 41.87049102783203)","(1.7791202068328857, 151.892822265625, 44.64268493652344)",POINT (0.5381892621517181 0.2850892096757889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915500766,2373985765,1,1,"(0.5683783292770386, 0.3070554733276367)","(0.5182143449783325, 0.23922857642173767)",1,1,3.098983764648437,3.085357666015625,"(-58.09796905517578, 5.516036033630371, 593.15087890625)","(9.149764060974121, 4.555947303771973, 591.2521362304688)","(22.006786346435547, 144.07275390625, 41.79637145996094)","(4.673862457275391, 156.46041870117188, 46.30513381958008)",POINT (0.5432963371276855 0.2731420248746872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915517434,2374002433,1,1,"(0.5721468925476074, 0.3097698390483856)","(0.5094371438026428, 0.30487388372421265)",1,1,3.097518920898437,3.1820831298828125,"(-58.08689880371094, 5.495940208435059, 593.192626953125)","(9.165302276611328, 4.541496276855469, 591.2227783203125)","(23.308900833129883, 143.5769805908203, 41.615966796875)","(1.6411129236221313, 144.47116088867188, 41.941410064697266)",POINT (0.5407920181751251 0.3073218613862991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,15,12,933915534099,2374019098,1,1,"(0.5716315507888794, 0.3131764233112335)","(0.5147687196731567, 0.27689456939697266)",1,1,3.1246795654296875,3.1339569091796875,"(-58.0781364440918, 5.471224784851074, 593.26416015625)","(9.186175346374512, 4.519049644470215, 591.3187255859375)","(23.130847930908203, 142.95481872558594, 41.38949966430664)","(3.4833197593688965, 149.58120727539062, 43.801326751708984)",POINT (0.5432001352310181 0.2950354963541031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,15,12,933915550769,2374035767,1,1,"(0.5690405368804932, 0.31227052211761475)","(0.5139532089233398, 0.20285171270370483)",1,1,3.100677490234375,3.0328826904296875,"(-58.05953598022461, 5.46195650100708, 593.2874145507812)","(9.208314895629883, 4.507448196411133, 591.38623046875)","(22.235586166381836, 143.1202850341797, 41.44973373413086)","(3.2015252113342285, 163.10415649414062, 48.72329330444336)",POINT (0.5414968729019165 0.2575611174106598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
