,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,10,32,598446643932,3672265729,1,1,"(0.4847920536994934, 0.6526020169258118)","(0.48651793599128723, 0.6875271797180176)",1,1,3.594024658203125,3.244613647460937,"(8.55762004852295, 45.784385681152344, 537.627685546875)","(71.8285903930664, 28.625694274902344, 530.666259765625)","(-6.874388694763184, 80.9632339477539, 18.826400756835938)","(-6.278042316436768, 74.58460235595703, 16.504779815673828)",POINT (0.4856549948453903 0.6700645983219147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446660599,3672282396,1,1,"(0.5004048943519592, 0.6352288126945496)","(0.46655216813087463, 0.6904392242431641)",1,1,3.5440673828125,3.214569091796875,"(8.554898262023926, 45.59683609008789, 538.9937133789062)","(71.91098022460938, 28.748523712158203, 532.0170288085938)","(-1.4797496795654297, 84.1362075805664, 19.981290817260742)","(-13.176725387573242, 74.05276489257812, 16.311214447021484)",POINT (0.4834785312414169 0.6628340184688568),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446677267,3672299063,1,1,"(0.4944379925727844, 0.6519842743873596)","(0.49202388525009155, 0.7030371427536011)",1,1,3.5863800048828125,3.197479248046875,"(8.536811828613281, 45.44340515136719, 540.2781372070312)","(71.9390869140625, 28.879837036132812, 533.1835327148438)","(-3.5414633750915527, 81.07606506347656, 18.867454528808594)","(-4.375601768493652, 71.7519302368164, 15.473752975463867)",POINT (0.493230938911438 0.6775107085704803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446693934,3672315730,1,1,"(0.49209028482437134, 0.6474895477294922)","(0.47046175599098206, 0.6925604939460754)",1,1,3.558624267578125,3.192245483398437,"(8.435478210449219, 45.24943542480469, 541.5946655273438)","(71.93287658691406, 28.993896484375, 534.4764404296875)","(-4.352664947509766, 81.89696502685547, 19.166240692138672)","(-11.825876235961914, 73.66535186767578, 16.170150756835938)",POINT (0.4812760204076767 0.6700250208377838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446710602,3672332397,1,1,"(0.49741339683532715, 0.6369497776031494)","(0.4809185266494751, 0.6881754398345947)",1,1,3.5790252685546875,3.1746978759765625,"(8.295906066894531, 45.122535705566406, 542.9011840820312)","(71.8232650756836, 29.1540470123291, 535.32470703125)","(-2.513397216796875, 83.8218994140625, 19.86688995361328)","(-8.212786674499512, 74.46619415283203, 16.46170997619629)",POINT (0.4891659617424011 0.6625626087188721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446727267,3672349062,1,1,"(0.48414579033851624, 0.6502565145492554)","(0.47506028413772583, 0.700569212436676)",1,1,3.548736572265625,3.204803466796875,"(8.104460716247559, 44.97037124633789, 543.8228759765625)","(71.71455383300781, 29.35093116760254, 536.3797607421875)","(-7.097688674926758, 81.3916015625, 18.982345581054688)","(-10.236952781677246, 72.20265197753906, 15.63782787322998)",POINT (0.479603037238121 0.6754128634929657),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446743937,3672365731,1,1,"(0.4853193461894989, 0.647599458694458)","(0.4868104159832001, 0.679185152053833)",1,1,3.5782928466796875,3.21697998046875,"(7.882902145385742, 44.898658752441406, 544.771240234375)","(71.55435180664062, 29.590465545654297, 537.1058959960938)","(-6.692193031311035, 81.87687683105469, 19.158954620361328)","(-6.1769914627075195, 76.1081771850586, 17.059314727783203)",POINT (0.4860648810863495 0.6633923053741455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446760603,3672382397,1,1,"(0.47814515233039856, 0.6546090841293335)","(0.4654141664505005, 0.6779745221138)",1,1,3.586700439453125,3.1922607421875,"(7.635296821594238, 44.84165954589844, 545.4763793945312)","(71.37083435058594, 29.851316452026367, 537.7049560546875)","(-9.171066284179688, 80.5966567993164, 18.693016052246094)","(-13.569925308227539, 76.32928466796875, 17.139760971069336)",POINT (0.4717796593904495 0.6662918031215668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446777270,3672399064,1,1,"(0.4823054075241089, 0.6486799716949463)","(0.4717988669872284, 0.6831140518188477)",1,1,3.570068359375,3.2047576904296875,"(7.373476028442383, 44.81837463378906, 545.976806640625)","(71.16704559326172, 30.139118194580078, 538.2200927734375)","(-7.733583450317383, 81.67952728271484, 19.087133407592773)","(-11.363858222961426, 75.39060974121094, 16.79813575744629)",POINT (0.4770521372556686 0.665897011756897),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,10,32,598446793937,3672415731,1,1,"(0.492885559797287, 0.6415692567825317)","(0.4952795207500458, 0.6769875288009644)",1,1,3.556915283203125,3.200302124023437,"(7.102625370025635, 44.85081481933594, 546.477783203125)","(70.94386291503906, 30.449810028076172, 538.4918212890625)","(-4.077878475189209, 82.97821044921875, 19.559814453125)","(-3.2506964206695557, 76.50951385498047, 17.205411911010742)",POINT (0.4940825402736664 0.659278392791748),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
