,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,49,16,442487349320,2990759530,1,1,"(0.3816358149051666, 0.27148160338401794)","(0.3717537820339203, 0.21482229232788086)",1,1,3.710769653320313,3.755416870117188,"(-18.25279998779297, -34.634803771972656, 638.5842895507812)","(42.98333740234375, -36.59012222290039, 636.1292724609375)","(-40.746803283691406, 150.95925903320312, 44.302894592285156)","(-44.17127990722656, 161.33763122558594, 48.08026885986328)",POINT (0.3766947984695435 0.2431519478559494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487365988,2990776197,1,1,"(0.38235947489738464, 0.2712242901325226)","(0.3712608516216278, 0.21747733652591705)",1,1,3.689743041992188,3.73492431640625,"(-18.226322174072266, -34.63738250732422, 638.6533203125)","(42.993812561035156, -36.58863067626953, 635.970458984375)","(-40.49602127075195, 151.00637817382812, 44.32008361816406)","(-44.34210205078125, 160.85128784179688, 47.90330123901367)",POINT (0.3768101632595062 0.2443508133292198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487382654,2990792863,1,1,"(0.3828042149543762, 0.271109402179718)","(0.3751707673072815, 0.2163785994052887)",1,1,3.6808929443359375,3.707046508789064,"(-18.19209098815918, -34.65153884887695, 638.9260864257812)","(43.00989532470703, -36.590423583984375, 635.8779296875)","(-40.34190368652344, 151.02745056152344, 44.327659606933594)","(-42.9871711730957, 161.05252075195312, 47.97661590576172)",POINT (0.3789874911308289 0.2437440007925034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487399322,2990809530,1,1,"(0.3867740333080292, 0.2667568325996399)","(0.3750610053539276, 0.2241743505001068)",1,1,3.68096923828125,3.6992034912109375,"(-18.147972106933594, -34.672210693359375, 639.2000732421875)","(43.056488037109375, -36.606082916259766, 635.893798828125)","(-38.966224670410156, 151.82470703125, 44.61787414550781)","(-43.02521514892578, 159.6245880126953, 47.456817626953125)",POINT (0.3809175193309784 0.2454655915498734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487415989,2990826197,1,1,"(0.3850697875022888, 0.26506340503692627)","(0.3699657917022705, 0.2242196500301361)",1,1,3.67144775390625,3.693161010742188,"(-18.105873107910156, -34.67570877075195, 639.112060546875)","(43.12396240234375, -36.63056182861328, 636.020751953125)","(-39.556793212890625, 152.13487243652344, 44.7308235168457)","(-44.79087829589844, 159.61627197265625, 47.4538459777832)",POINT (0.3775177896022797 0.2446415275335312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487432657,2990842864,1,1,"(0.38408634066581726, 0.2618333697319031)","(0.3681342303752899, 0.2242121398448944)",1,1,3.65521240234375,3.674972534179688,"(-18.05672836303711, -34.66703796386719, 638.8211669921875)","(43.17796325683594, -36.63705062866211, 636.0367431640625)","(-39.8975944519043, 152.72654724121094, 44.94609832763672)","(-45.42558670043945, 159.61766052246094, 47.454315185546875)",POINT (0.3761102855205536 0.2430227547883987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487449323,2990859530,1,1,"(0.38199272751808167, 0.26162582635879517)","(0.36976611614227295, 0.22514043748378754)",1,1,3.6434478759765625,3.668167114257813,"(-18.00070571899414, -34.68659973144531, 638.9824829101562)","(43.230255126953125, -36.668312072753906, 636.1199951171875)","(-40.62311553955078, 152.76455688476562, 44.95995330810547)","(-44.860084533691406, 159.4476318359375, 47.39239501953125)",POINT (0.3758794218301773 0.2433831319212914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487465991,2990876197,1,1,"(0.3798906207084656, 0.2542497217655182)","(0.37629950046539307, 0.2267088145017624)",1,1,3.638763427734375,3.6624755859375,"(-17.93421173095703, -34.698665618896484, 639.2567138671875)","(43.287925720214844, -36.693992614746094, 636.24658203125)","(-41.351558685302734, 154.11566162109375, 45.45167922973633)","(-42.59601974487305, 159.1603546142578, 47.28782653808594)",POINT (0.3780950605869293 0.2404792681336403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,16,442487482662,2990892868,1,1,"(0.381656289100647, 0.26879197359085083)","(0.37082532048225403, 0.23194679617881775)",1,1,3.649627685546875,3.647140502929688,"(-17.88965606689453, -34.692626953125, 639.1691284179688)","(43.34809494018555, -36.71410369873047, 636.168701171875)","(-40.73970413208008, 151.451904296875, 44.48225021362305)","(-44.49302291870117, 158.20091247558594, 46.9385986328125)",POINT (0.3762408047914505 0.2503693848848343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,16,442487499329,2990909535,1,1,"(0.3815365135669708, 0.26450324058532715)","(0.36781737208366394, 0.24116605520248413)",1,1,3.6353759765625,3.639556884765625,"(-17.836334228515625, -34.679691314697266, 638.9459228515625)","(43.38770294189453, -36.71846008300781, 636.0045166015625)","(-40.78120803833008, 152.23751831054688, 44.76807403564453)","(-45.53538131713867, 156.51219177246094, 46.32400894165039)",POINT (0.3746769428253174 0.2528346478939056),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
