,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,20,14,175824805748,1990975961,1,1,"(0.47608891129493713, 0.14318430423736572)","(0.46316513419151306, 0.1250612884759903)",1,1,2.845565795898437,2.61639404296875,"(-48.442405700683594, -14.840243339538574, 681.7467041015625)","(14.025166511535645, -7.419094085693359, 686.1771240234375)","(-9.881540298461914, 174.00161743164062, 52.68965148925781)","(-14.347025871276855, 177.31155395507812, 53.894351959228516)",POINT (0.4696270227432251 0.134122796356678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824822415,1990992628,1,1,"(0.4753502905368805, 0.13912242650985718)","(0.4647853374481201, 0.11960339546203613)",1,1,2.8502197265625,2.600433349609375,"(-48.46018600463867, -14.846319198608398, 681.7183837890625)","(14.006791114807129, -7.415428161621094, 686.2559814453125)","(-10.136751174926758, 174.7434844970703, 52.95961380004883)","(-13.787212371826172, 178.308349609375, 54.2572021484375)",POINT (0.4700678139925003 0.1293629109859467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824839083,1991009295,1,1,"(0.4726978838443756, 0.15650248527526855)","(0.4662299156188965, 0.11142819374799728)",1,1,2.86572265625,2.6233062744140625,"(-48.46855926513672, -14.829578399658203, 681.61279296875)","(13.982929229736328, -7.404505729675293, 686.2569580078125)","(-11.05322265625, 171.56924438476562, 51.804290771484375)","(-13.28807258605957, 179.8014678955078, 54.800575256347656)",POINT (0.469463899731636 0.1339653395116329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824855749,1991025961,1,1,"(0.4703146815299988, 0.14852911233901978)","(0.4703251123428345, 0.1182854175567627)",1,1,2.86181640625,2.627670288085937,"(-48.4801139831543, -14.844854354858398, 681.53369140625)","(13.963541984558105, -7.403724670410156, 686.2840576171875)","(-11.876680374145508, 173.0254669189453, 52.33434295654297)","(-11.873080253601074, 178.54905700683594, 54.344825744628906)",POINT (0.4703198969364166 0.1334072649478912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824872424,1991042635,1,1,"(0.4718083143234253, 0.14924712479114532)","(0.4742763042449951, 0.11307823657989502)",1,1,2.87823486328125,2.614608764648437,"(-48.49627685546875, -14.849283218383789, 681.5571899414062)","(13.93784236907959, -7.397881507873535, 686.2593994140625)","(-11.360597610473633, 172.89431762695312, 52.286651611328125)","(-10.507837295532227, 179.50010681152344, 54.690895080566406)",POINT (0.4730423092842102 0.1311626806855202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824889091,1991059302,1,1,"(0.47135764360427856, 0.1479370892047882)","(0.4733990430831909, 0.1293640285730362)",1,1,2.8617401123046875,2.6214752197265625,"(-48.519195556640625, -14.860748291015625, 681.6575317382812)","(13.91927719116211, -7.400856971740723, 686.2598266601562)","(-11.516313552856445, 173.13360595703125, 52.373661041259766)","(-10.810959815979004, 176.5257110595703, 53.608341217041016)",POINT (0.4723783433437347 0.1386505588889122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824905758,1991075968,1,1,"(0.4674244523048401, 0.13948166370391846)","(0.4750872850418091, 0.12729845941066742)",1,1,2.8787078857421875,2.615875244140625,"(-48.52753448486328, -14.869771957397461, 681.6822509765625)","(13.904187202453613, -7.399319171905518, 686.234619140625)","(-12.87532901763916, 174.6778564453125, 52.935787200927734)","(-10.227638244628906, 176.9029541015625, 53.745662689208984)",POINT (0.4712558686733246 0.1333900615572929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824922425,1991092635,1,1,"(0.48259401321411133, 0.1229209378361702)","(0.4947487413883209, 0.12142052501440048)",1,1,2.868515014648437,2.6063385009765625,"(-48.49103546142578, -14.874698638916016, 681.688232421875)","(13.93536376953125, -7.409440994262695, 686.3370361328125)","(-7.633860111236572, 177.70248413085938, 54.03656005859375)","(-3.4340991973876953, 177.9764862060547, 54.13637924194336)",POINT (0.4886713773012161 0.1221707314252853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824939094,1991109302,1,1,"(0.48647046089172363, 0.14138507843017578)","(0.4916703701019287, 0.12245798110961914)",1,1,2.8813934326171875,2.61669921875,"(-48.474342346191406, -14.865856170654297, 681.638671875)","(13.941503524780273, -7.403604507446289, 686.311279296875)","(-6.2944512367248535, 174.33023071289062, 52.80923080444336)","(-4.497750282287598, 177.78701782226562, 54.0673942565918)",POINT (0.4890704154968262 0.1319215297698975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824955760,1991125968,1,1,"(0.4852635860443115, 0.1402071863412857)","(0.4929833710193634, 0.11641042679548264)",1,1,2.888168334960937,2.6045684814453125,"(-48.47907257080078, -14.871604919433594, 681.6123046875)","(13.945155143737793, -7.401712417602539, 686.3628540039062)","(-6.711463928222656, 174.54537963867188, 52.887474060058594)","(-4.04408597946167, 178.89154052734375, 54.46935272216797)",POINT (0.4891234785318375 0.1283088065683842),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824972428,1991142635,1,1,"(0.4851454496383667, 0.14103516936302185)","(0.48802706599235535, 0.12052460759878159)",1,1,2.8813934326171875,2.6104888916015625,"(-48.473819732666016, -14.851238250732422, 681.612548828125)","(13.954574584960938, -7.391720294952393, 686.23193359375)","(-6.752276420593262, 174.3941192626953, 52.83253860473633)","(-5.7566070556640625, 178.14013671875, 54.19587326049805)",POINT (0.486586257815361 0.1307798884809017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175824989099,1991159306,1,1,"(0.4822332262992859, 0.14183777570724487)","(0.48482078313827515, 0.1167929470539093)",1,1,2.8947906494140625,2.593902587890625,"(-48.47593688964844, -14.853047370910645, 681.5866088867188)","(13.95805549621582, -7.395145416259766, 686.20654296875)","(-7.758533954620361, 174.24755859375, 52.77912521362305)","(-6.864451885223389, 178.8216552734375, 54.44398498535156)",POINT (0.4835270047187805 0.1293153613805771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825005766,1991175972,1,1,"(0.4827154874801636, 0.1509190797805786)","(0.48753291368484497, 0.10547308623790741)",1,1,2.8925323486328125,2.6014862060546875,"(-48.48323059082031, -14.826930046081543, 681.5592041015625)","(13.955402374267578, -7.380918502807617, 686.20654296875)","(-7.591896057128906, 172.58897399902344, 52.17545700073242)","(-5.927346706390381, 180.88909912109375, 55.1964111328125)",POINT (0.4851242005825043 0.128196083009243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825022433,1991192639,1,1,"(0.4801311492919922, 0.16070139408111572)","(0.49064555764198303, 0.11061432212591171)",1,1,2.8934478759765625,2.601806640625,"(-48.4993896484375, -14.828063011169434, 681.5823974609375)","(13.941129684448242, -7.380491733551025, 686.1553955078125)","(-8.48485279083252, 170.8023681640625, 51.525177001953125)","(-4.851848602294922, 179.9501190185547, 54.854652404785156)",POINT (0.4853883534669876 0.1356578581035137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825039101,1991209306,1,1,"(0.48279163241386414, 0.16528908908367157)","(0.49261143803596497, 0.11072178930044174)",1,1,2.896575927734375,2.6105499267578125,"(-48.52074432373047, -14.814422607421875, 681.6048583984375)","(13.91444206237793, -7.3659563064575195, 686.0789184570312)","(-7.565577507019043, 169.96450805664062, 51.220149993896484)","(-4.1725850105285645, 179.93048095703125, 54.847537994384766)",POINT (0.4877015352249146 0.1380054391920567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825055767,1991225972,1,1,"(0.4814262092113495, 0.16607911884784698)","(0.4926287829875946, 0.12375719100236893)",1,1,2.907821655273437,2.6179962158203125,"(-48.56659698486328, -14.810568809509277, 681.6749267578125)","(13.870988845825195, -7.351301193237305, 686.0284423828125)","(-8.037370681762695, 169.8201904296875, 51.1677131652832)","(-4.16658878326416, 177.54974365234375, 53.98099899291992)",POINT (0.487027496099472 0.144918154925108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,20,14,175825072436,1991242639,1,1,"(0.4971120357513428, 0.15817250311374664)","(0.4846912622451782, 0.16177339851856232)",1,1,2.877792358398437,2.60662841796875,"(-48.631492614746094, -14.86605453491211, 681.5112915039062)","(13.828339576721191, -7.3572516441345215, 685.9503173828125)","(-2.617530584335327, 171.26422119140625, 51.69331741333008)","(-6.909209251403809, 170.6065673828125, 51.453948974609375)",POINT (0.4909016489982605 0.1599729508161545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,20,14,175825089103,1991259306,1,1,"(0.4694632291793823, 0.31542256474494934)","(0.453166663646698, 0.32268863916397095)",1,1,2.888153076171875,2.608184814453125,"(-48.693016052246094, -15.123958587646484, 681.8402099609375)","(13.553869247436523, -7.623398303985596, 685.6768798828125)","(-12.170889854431152, 142.54458618164062, 41.24018859863281)","(-17.8017635345459, 141.217529296875, 40.75720977783203)",POINT (0.4613149464130402 0.3190556019544601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,20,14,175825105769,1991275972,1,1,"(0.46206632256507874, 0.4358275234699249)","(0.4586009979248047, 0.42578479647636414)",1,1,2.8732147216796875,2.61083984375,"(-48.7146110534668, -15.175346374511719, 681.21533203125)","(13.526247024536133, -7.657001972198486, 685.5482177734375)","(-14.726694107055664, 120.55420684814453, 33.23638153076172)","(-15.924057960510254, 122.38838195800781, 33.90394592285156)",POINT (0.4603336602449417 0.4308061599731445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825122443,1991292645,1,1,"(0.46832695603370667, 0.42715179920196533)","(0.45693859457969666, 0.4087207317352295)",1,1,2.858856201171875,2.6034088134765625,"(-48.853851318359375, -15.192880630493164, 681.3751831054688)","(13.483438491821289, -7.6513566970825195, 685.316162109375)","(-12.563491821289062, 122.13874816894531, 33.81300354003906)","(-16.498464584350586, 125.5049057006836, 35.03828048706055)",POINT (0.4626327753067017 0.4179362654685974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825139111,1991309312,1,1,"(0.4710480868816376, 0.42382127046585083)","(0.4677369296550751, 0.41240569949150085)",1,1,2.8661346435546875,2.6223907470703125,"(-48.93001174926758, -15.185543060302734, 681.2601318359375)","(13.420114517211914, -7.648714542388916, 685.4744873046875)","(-11.623275756835938, 122.74700164794922, 34.034446716308594)","(-12.767362594604492, 124.83189392089844, 34.7933349609375)",POINT (0.4693925082683563 0.4181134849786758),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825155777,1991325978,1,1,"(0.45496252179145813, 0.40652307868003845)","(0.47680678963661194, 0.39980125427246094)",1,1,2.8507080078125,2.618316650390625,"(-48.98212432861328, -15.164924621582031, 680.7349853515625)","(13.372550964355469, -7.621274948120117, 685.5545043945312)","(-17.181243896484375, 125.9062728881836, 35.18437957763672)","(-9.633502960205078, 127.13394927978516, 35.63114547729492)",POINT (0.465884655714035 0.4031621664762497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825172445,1991342645,1,1,"(0.4717094898223877, 0.4074449837207794)","(0.46887147426605225, 0.37706056237220764)",1,1,2.8705291748046875,2.60003662109375,"(-49.106781005859375, -15.163047790527344, 680.9488525390625)","(13.322336196899414, -7.617733955383301, 685.0641479492188)","(-11.394750595092773, 125.73792266845703, 35.1230354309082)","(-12.375348091125488, 131.28721618652344, 37.14287185668945)",POINT (0.47029048204422 0.3922527730464935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825189113,1991359312,1,1,"(0.47336244583129883, 0.38310110569000244)","(0.45632147789001465, 0.42456403374671936)",1,1,2.8497772216796875,2.5986480712890625,"(-49.16572189331055, -15.133625030517578, 681.017578125)","(13.25713062286377, -7.513598442077637, 684.5479736328125)","(-10.82360553741455, 130.18397521972656, 36.74136734008789)","(-16.711688995361328, 122.61135864257812, 33.98504638671875)",POINT (0.4648419618606567 0.4038325697183609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825205779,1991375978,1,1,"(0.46680113673210144, 0.4003385603427887)","(0.4650951623916626, 0.3984892666339874)",1,1,2.8491363525390625,2.612945556640625,"(-49.23429870605469, -15.13703727722168, 680.5411376953125)","(13.200072288513184, -7.513671875, 684.757080078125)","(-13.090691566467285, 127.03581237792969, 35.5954475402832)","(-13.68016529083252, 127.37357330322266, 35.71833419799805)",POINT (0.465948149561882 0.3994139134883881),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,14,175825222447,1991392645,1,1,"(0.47066545486450195, 0.40182310342788696)","(0.47443148493766785, 0.3917185366153717)",1,1,2.86029052734375,2.606658935546875,"(-49.335472106933594, -15.039693832397461, 680.7578125)","(13.132379531860352, -7.41530179977417, 684.9667358398438)","(-11.755483627319336, 126.76467895507812, 35.496761322021484)","(-10.454222679138184, 128.6101531982422, 36.168434143066406)",POINT (0.4725484699010849 0.3967708200216293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
