,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,59,3,335769404031,5431102264,1,1,"(0.4818798303604126, 0.7374184131622314)","(0.4113912284374237, 0.6608777046203613)",1,1,2.72552490234375,2.635223388671875,"(-52.9055290222168, -27.767026901245117, 644.2738037109375)","(15.17198371887207, -27.493654251098633, 646.9229125976562)","(-7.880630016326904, 65.47264862060547, 13.18823528289795)","(-32.2362174987793, 79.45178985595703, 18.276256561279297)",POINT (0.4466355293989182 0.6991480588912964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769420697,5431118930,1,1,"(0.48272383213043213, 0.7643928527832031)","(0.4101957678794861, 0.6593993306159973)",1,1,2.75164794921875,2.6164093017578125,"(-52.924591064453125, -27.755138397216797, 644.2474365234375)","(15.152698516845703, -27.47216796875, 646.9008178710938)","(-7.589004993438721, 60.54610061645508, 11.395196914672852)","(-32.649295806884766, 79.72178649902344, 18.374547958374023)",POINT (0.4464598000049591 0.7118960916996002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769437367,5431135600,1,1,"(0.4779042601585388, 0.7218260169029236)","(0.4140141010284424, 0.6731559038162231)",1,1,2.6678924560546875,2.61651611328125,"(-52.94548797607422, -27.751340866088867, 644.1978759765625)","(15.125177383422852, -27.467201232910156, 646.9017944335938)","(-9.254281997680664, 68.32036590576172, 14.224786758422852)","(-31.329954147338867, 77.20933532714844, 17.460086822509766)",POINT (0.4459591805934906 0.6974909603595734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769454035,5431152267,1,1,"(0.4860664904117584, 0.7188642024993896)","(0.4127313196659088, 0.6719850897789001)",1,1,2.672576904296875,2.6290283203125,"(-52.98497772216797, -27.739946365356445, 644.2843627929688)","(15.097352027893066, -27.448589324951172, 646.8336181640625)","(-6.434030532836914, 68.86133575439453, 14.421623229980469)","(-31.773197174072266, 77.42316436767578, 17.53790283203125)",POINT (0.4493989050388336 0.6954246461391449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769470702,5431168933,1,1,"(0.4845961928367615, 0.7039550542831421)","(0.41859719157218933, 0.665359377861023)",1,1,2.654037475585937,2.602645874023437,"(-53.00093460083008, -27.736780166625977, 644.2352294921875)","(15.081165313720703, -27.44939613342285, 646.9498291015625)","(-6.942056179046631, 71.5842514038086, 15.412762641906738)","(-29.746379852294922, 78.63327026367188, 17.978355407714844)",POINT (0.4515966922044754 0.6846572160720825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769487370,5431185600,1,1,"(0.49196064472198486, 0.7534180283546448)","(0.42306625843048096, 0.6570708155632019)",1,1,2.719970703125,2.6038818359375,"(-53.01825714111328, -27.72699546813965, 644.3251342773438)","(15.073951721191406, -27.442134857177734, 647.01953125)","(-4.397467613220215, 62.55051803588867, 12.124713897705078)","(-28.202211380004883, 80.14704895019531, 18.529346466064453)",POINT (0.4575134515762329 0.7052444219589233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769504037,5431202267,1,1,"(0.4931145906448364, 0.7588199377059937)","(0.4186776578426361, 0.6631513833999634)",1,1,2.7323150634765625,2.5960845947265625,"(-53.01516342163086, -27.719247817993164, 644.302490234375)","(15.07586669921875, -27.438568115234375, 646.880859375)","(-3.9987263679504395, 61.563934326171875, 11.76561164855957)","(-29.718582153320312, 79.0364990234375, 18.12518882751465)",POINT (0.4558961242437363 0.7109856605529785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769520704,5431218933,1,1,"(0.4913514256477356, 0.7368635535240173)","(0.4198986291885376, 0.661422610282898)",1,1,2.689666748046875,2.5854644775390625,"(-53.005950927734375, -27.702152252197266, 644.3270263671875)","(15.089408874511719, -27.431617736816406, 646.92626953125)","(-4.607954502105713, 65.57398986816406, 13.22513198852539)","(-29.296703338623047, 79.35224151611328, 18.240097045898438)",POINT (0.4556250274181366 0.6991430819034576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769537371,5431235600,1,1,"(0.4886166751384735, 0.7093445658683777)","(0.40966910123825073, 0.6725825667381287)",1,1,2.653427124023437,2.609130859375,"(-52.98677062988281, -27.703495025634766, 644.260009765625)","(15.103378295898438, -27.439777374267578, 646.8795166015625)","(-5.552886009216309, 70.59996032714844, 15.054433822631836)","(-32.831260681152344, 77.31402587890625, 17.49825096130371)",POINT (0.4491428881883621 0.6909635663032532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,59,3,335769554039,5431252267,1,1,"(0.48345237970352173, 0.7340958714485168)","(0.40707457065582275, 0.6631157994270325)",1,1,2.6846466064453125,2.5956573486328125,"(-52.970726013183594, -27.694889068603516, 644.21630859375)","(15.111331939697266, -27.434879302978516, 646.786376953125)","(-7.337273120880127, 66.0794677734375, 13.409126281738281)","(-33.72773361206055, 79.04301452636719, 18.12752342224121)",POINT (0.4452634751796722 0.6986058354377747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
