,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,33,22,922488815208,2441179334,1,1,"(0.5935367941856384, 0.1547781378030777)","(0.5909305810928345, 0.14862653613090515)",1,1,3.222274780273437,3.301376342773437,"(-37.18443298339844, 38.294105529785156, 626.244873046875)","(21.479951858520508, 38.771087646484375, 624.2481689453125)","(30.699661254882812, 171.88417053222656, 51.9189338684082)","(29.799148559570312, 173.0076904296875, 52.32784652709961)",POINT (0.5922336876392365 0.1517023369669914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488831883,2441196009,1,1,"(0.5985572338104248, 0.14505526423454285)","(0.5935330986976624, 0.14670725166797638)",1,1,3.212890625,3.291534423828125,"(-37.219207763671875, 38.228031158447266, 626.154296875)","(21.44706153869629, 38.715553283691406, 624.31494140625)","(32.434349060058594, 173.659912109375, 52.565269470214844)","(30.69839859008789, 173.3582000732422, 52.4554557800293)",POINT (0.5960451662540436 0.1458812579512596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488848542,2441212667,1,1,"(0.5966649055480957, 0.15287983417510986)","(0.592307984828949, 0.14532145857810974)",1,1,3.2308349609375,3.2939605712890625,"(-37.27385711669922, 38.166969299316406, 626.2673950195312)","(21.39254379272461, 38.68870544433594, 624.43701171875)","(31.7805118560791, 172.2308807373047, 52.04508972167969)","(30.275102615356445, 173.61129760742188, 52.54757308959961)",POINT (0.5944864451885223 0.1491006463766098),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488865209,2441229334,1,1,"(0.5946102738380432, 0.14843684434890747)","(0.5916367173194885, 0.14833199977874756)",1,1,3.2165985107421875,3.2878570556640625,"(-37.33074951171875, 38.08622741699219, 626.370361328125)","(21.32179069519043, 38.61663055419922, 624.3226318359375)","(31.07057762145996, 173.04232788085938, 52.340450286865234)","(30.043161392211914, 173.06146240234375, 52.347434997558594)",POINT (0.5931234955787659 0.1483844220638275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488881876,2441246000,1,1,"(0.5999103784561157, 0.13620725274085999)","(0.591611385345459, 0.14788804948329926)",1,1,3.228378295898437,3.2877197265625,"(-37.416107177734375, 37.98576354980469, 626.3500366210938)","(21.239444732666016, 38.53082275390625, 624.3276977539062)","(32.90190124511719, 175.27587890625, 53.15346908569336)","(30.03441047668457, 173.14254760742188, 52.376922607421875)",POINT (0.5957608819007874 0.1420476511120796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488898543,2441262667,1,1,"(0.5982096195220947, 0.15284065902233124)","(0.5895013213157654, 0.14920349419116974)",1,1,3.241729736328125,3.2952117919921875,"(-37.51329040527344, 37.87284851074219, 626.5136108398438)","(21.15069580078125, 38.461708068847656, 624.5274658203125)","(32.31425476074219, 172.23802185058594, 52.047725677490234)","(29.305322647094727, 172.9022979736328, 52.289512634277344)",POINT (0.59385547041893 0.1510220766067505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488915227,2441279350,1,1,"(0.5705175399780273, 0.17039133608341217)","(0.5691944360733032, 0.15283173322677612)",1,1,3.2268524169921875,3.2938995361328125,"(-37.72218322753906, 37.711326599121094, 626.6099853515625)","(20.95627212524414, 38.352935791015625, 624.690673828125)","(22.745929718017578, 169.0326385498047, 50.88105392456055)","(22.28875732421875, 172.23965454101562, 52.04830551147461)",POINT (0.5698559880256653 0.1616115346550942),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488931893,2441296016,1,1,"(0.4861581027507782, 0.19717033207416534)","(0.4862652122974396, 0.17517738044261932)",1,1,3.1971435546875,3.295440673828125,"(-38.154754638671875, 37.52143859863281, 627.117919921875)","(20.505874633789062, 38.180213928222656, 624.7822265625)","(-6.40238618850708, 164.14178466796875, 49.100955963134766)","(-6.365379333496094, 168.1585235595703, 50.56288528442383)",POINT (0.4862116575241089 0.1861738562583923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,33,22,922488948561,2441312683,1,1,"(0.40950194001197815, 0.22544680535793304)","(0.41747310757637024, 0.2051016390323639)",1,1,3.2099761962890625,3.3218994140625,"(-38.56898880004883, 37.323455810546875, 627.3422241210938)","(20.047348022460938, 38.044334411621094, 624.927978515625)","(-32.88901138305664, 158.97744750976562, 47.22130584716797)","(-30.13479232788086, 162.69325256347656, 48.57368469238281)",POINT (0.4134875237941742 0.2152742221951485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,33,22,922488965228,2441329350,1,1,"(0.403080552816391, 0.2229662537574768)","(0.41022929549217224, 0.2098889797925949)",1,1,3.184539794921875,3.3243865966796875,"(-38.779056549072266, 37.258419036865234, 627.7449340820312)","(19.829097747802734, 37.991111755371094, 624.9833374023438)","(-35.10776901245117, 159.43051147460938, 47.38616943359375)","(-32.6377067565918, 161.8188934326172, 48.25545883178711)",POINT (0.4066549241542816 0.2164276167750359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
