,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,49,7,440063878272,567358405,1,1,"(0.4827069640159607, 0.6765400171279907)","(0.47187939286231995, 0.8085770606994629)",1,1,3.180526733398437,3.185760498046875,"(-62.55205535888672, -17.66489601135254, 605.4501953125)","(-1.3274257183074951, -14.868414878845215, 605.2191162109375)","(-5.7219367027282715, 76.76416778564453, 17.298139572143555)","(-9.474098205566406, 52.57878494262695, 8.495389938354492)",POINT (0.4772931784391403 0.7425585389137268),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063894940,567375072,1,1,"(0.48386338353157043, 0.6777393817901611)","(0.47069987654685974, 0.8043141961097717)",1,1,3.1841583251953125,3.194076538085937,"(-62.54421615600586, -17.660579681396484, 605.4309692382812)","(-1.3143534660339355, -14.865649223327637, 605.1587524414062)","(-5.321196556091309, 76.54449462890625, 17.21813201904297)","(-9.882838249206543, 53.35960006713867, 8.779623985290527)",POINT (0.4772816300392151 0.7410267889499664),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063911606,567391738,1,1,"(0.48584410548210144, 0.6654676795005798)","(0.4777964651584625, 0.7996773719787598)",1,1,3.187164306640625,3.1542205810546875,"(-62.552490234375, -17.664146423339844, 605.51171875)","(-1.314475178718567, -14.866226196289062, 605.1993408203125)","(-4.634807586669922, 78.79230499267578, 18.03632926940918)","(-7.423613548278809, 54.208961486816406, 9.088685989379883)",POINT (0.481820285320282 0.7325725257396698),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063928277,567408409,1,1,"(0.4815952181816101, 0.6779488325119019)","(0.47447797656059265, 0.7959426045417786)",1,1,3.175277709960937,3.166046142578125,"(-62.54514694213867, -17.654388427734375, 605.451416015625)","(-1.3097789287567139, -14.864179611206055, 605.19921875)","(-6.107208728790283, 76.5061264038086, 17.204172134399414)","(-8.573594093322754, 54.893070220947266, 9.337645530700684)",POINT (0.4780365973711014 0.7369457185268402),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063944945,567425076,1,1,"(0.4855935573577881, 0.6768205165863037)","(0.47155457735061646, 0.7944526672363281)",1,1,3.191925048828125,3.153564453125,"(-62.553924560546875, -17.651927947998047, 605.4912109375)","(-1.307313084602356, -14.861557006835938, 605.15869140625)","(-4.721634864807129, 76.71279907226562, 17.279415130615234)","(-9.586652755737305, 55.16595458984375, 9.437028884887695)",POINT (0.4785740673542023 0.7356365919113159),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063961611,567441742,1,1,"(0.48465853929519653, 0.6667519807815552)","(0.47661441564559937, 0.7937988042831421)",1,1,3.164154052734375,3.1656951904296875,"(-62.566322326660156, -17.650089263916016, 605.5093994140625)","(-1.3169331550598145, -14.857446670532227, 605.239501953125)","(-5.045661449432373, 78.55707550048828, 17.950653076171875)","(-7.8332319259643555, 55.285736083984375, 9.480622291564941)",POINT (0.480636477470398 0.7302753925323486),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063978279,567458409,1,1,"(0.48838019371032715, 0.6752499938011169)","(0.4733280539512634, 0.7959478497505188)",1,1,3.178558349609375,3.176971435546875,"(-62.571372985839844, -17.6499080657959, 605.4669799804688)","(-1.3202767372131348, -14.85760498046875, 605.1788330078125)","(-3.7559714317321777, 77.00050354003906, 17.38405990600586)","(-8.97206974029541, 54.89211654663086, 9.337270736694336)",POINT (0.4808541238307953 0.7355989217758179),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440063994946,567475076,1,1,"(0.48201149702072144, 0.6762698292732239)","(0.46873950958251953, 0.7999011874198914)",1,1,3.18206787109375,3.17364501953125,"(-62.591156005859375, -17.647581100463867, 605.442138671875)","(-1.3307735919952393, -14.856293678283691, 605.1585693359375)","(-5.962957382202148, 76.81366729736328, 17.316165924072266)","(-10.562179565429688, 54.1679573059082, 9.073760032653809)",POINT (0.4753755033016205 0.7380855083465576),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440064011613,567491742,1,1,"(0.48956677317619324, 0.6613401770591736)","(0.4672413468360901, 0.7935410737991333)",1,1,3.1732635498046875,3.179656982421875,"(-62.641868591308594, -17.656566619873047, 605.6395263671875)","(-1.353989839553833, -14.863616943359375, 605.077392578125)","(-3.3447792530059814, 79.54837799072266, 18.311420440673828)","(-11.081337928771973, 55.33293533325195, 9.497797012329102)",POINT (0.4784040600061417 0.7274406254291534),,,,,,,,,,,,,,,,,,,,,,,1
0,49,7,440064028280,567508409,1,1,"(0.48578131198883057, 0.6714978814125061)","(0.46260902285575867, 0.7947822213172913)",1,1,3.16961669921875,3.1715545654296875,"(-62.671329498291016, -17.66103744506836, 605.6748046875)","(-1.382522702217102, -14.862936019897461, 604.814208984375)","(-4.656574726104736, 77.68777465820312, 17.634218215942383)","(-12.686620712280273, 55.1055908203125, 9.415082931518555)",POINT (0.4741951674222946 0.7331400513648987),,,,,,,,,,,,,,,,,,,,,,,1
