,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,29,27,757504993773,2067851405,1,1,"(0.5132818818092346, 0.44531744718551636)","(0.479342520236969, 0.454619437456131)",1,1,2.697982788085937,2.3900909423828125,"(-35.047637939453125, -61.41886520385742, 575.93701171875)","(29.62049102783203, -66.80241394042969, 579.0042724609375)","(2.969574451446533, 118.82100677490234, 32.60551834106445)","(-8.757331848144531, 117.12213134765625, 31.987152099609375)",POINT (0.4963122010231018 0.4499684423208237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505010441,2067868072,1,1,"(0.5108195543289185, 0.44921571016311646)","(0.46663862466812134, 0.4617300033569336)",1,1,2.718353271484375,2.414886474609375,"(-35.0853385925293, -61.42914581298828, 576.0343017578125)","(29.592857360839844, -66.78437805175781, 578.970703125)","(2.118783950805664, 118.1090316772461, 32.34638977050781)","(-13.146843910217285, 115.82347869873047, 31.514507293701172)",POINT (0.4887290894985199 0.455472856760025),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505027107,2067884738,1,1,"(0.5003109574317932, 0.44631436467170715)","(0.46202969551086426, 0.43434569239616394)",1,1,2.697967529296875,2.3705291748046875,"(-35.11324691772461, -61.42210388183594, 576.022216796875)","(29.570533752441406, -66.76618194580078, 578.9720458984375)","(-1.5121997594833374, 118.63893127441406, 32.539249420166016)","(-14.739352226257324, 120.8248519897461, 33.334861755371094)",POINT (0.4811703264713287 0.4403300285339356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,27,757505043775,2067901405,1,1,"(0.5072813034057617, 0.45425790548324585)","(0.4748503565788269, 0.4401939809322357)",1,1,2.722259521484375,2.384521484375,"(-35.13874435424805, -61.42620849609375, 576.029296875)","(29.548006057739258, -66.76374053955078, 578.9832763671875)","(0.8962322473526001, 117.18814849853516, 32.01121139526367)","(-10.309492111206055, 119.75672912597656, 32.94611740112305)",POINT (0.4910658299922943 0.4472259432077408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505060442,2067918072,1,1,"(0.5082473158836365, 0.4553265869617462)","(0.47589924931526184, 0.44589871168136597)",1,1,2.7085723876953125,2.386474609375,"(-35.14756393432617, -61.420040130615234, 575.9822387695312)","(29.54012680053711, -66.75967407226562, 578.9933471679688)","(1.2300140857696533, 116.99296569824219, 31.940183639526367)","(-9.947084426879883, 118.71484375, 32.56689453125)",POINT (0.4920732825994492 0.4506126493215561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505077107,2067934736,1,1,"(0.5044048428535461, 0.4549090266227722)","(0.4733504354953766, 0.4489402770996094)",1,1,2.7032928466796875,2.374374389648437,"(-35.147586822509766, -61.43388748168945, 575.954345703125)","(29.53801727294922, -66.76966857910156, 578.9749145507812)","(-0.09765847027301788, 117.06922912597656, 31.96793556213379)","(-10.827754020690918, 118.15933990478516, 32.364707946777344)",POINT (0.4888776391744614 0.4519246518611908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505093776,2067951405,1,1,"(0.5127601027488708, 0.45872440934181213)","(0.47477245330810547, 0.43332386016845703)",1,1,2.69281005859375,2.377059936523437,"(-35.14765167236328, -61.440433502197266, 575.954345703125)","(29.538570404052734, -66.77237701416016, 578.9096069335938)","(2.7892792224884033, 116.37242126464844, 31.714284896850586)","(-10.336414337158203, 121.01146697998047, 33.40278625488281)",POINT (0.4937662780284882 0.4460241347551346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505110443,2067968072,1,1,"(0.5096738934516907, 0.44881635904312134)","(0.4740574359893799, 0.44259369373321533)",1,1,2.691314697265625,2.38250732421875,"(-35.138675689697266, -61.45573425292969, 575.946044921875)","(29.545406341552734, -66.79358673095703, 578.9091186523438)","(1.722913146018982, 118.1819839477539, 32.37294006347656)","(-10.583468437194824, 119.31847381591797, 32.786582946777344)",POINT (0.4918656647205353 0.4457050263881683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505127117,2067984745,1,1,"(0.5080928206443787, 0.4576306939125061)","(0.47421976923942566, 0.4595940411090851)",1,1,2.6937255859375,2.3965606689453125,"(-35.13435363769531, -61.46295166015625, 575.9650268554688)","(29.55524444580078, -66.80381774902344, 578.9166259765625)","(1.1766119003295898, 116.5721664428711, 31.78697967529297)","(-10.52738094329834, 116.21356964111328, 31.656494140625)",POINT (0.4911562949419022 0.4586123675107956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505143783,2068001411,1,1,"(0.509594738483429, 0.4463612735271454)","(0.4674837291240692, 0.4622945487499237)",1,1,2.6823272705078125,2.390853881835937,"(-35.13314437866211, -61.46772384643555, 575.9927978515625)","(29.563045501708984, -66.79710388183594, 578.9267578125)","(1.6955760717391968, 118.63035583496094, 32.536136627197266)","(-12.854844093322754, 115.72036743164062, 31.47698211669922)",POINT (0.4885392338037491 0.4543279111385346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505160451,2068018078,1,1,"(0.5041953921318054, 0.43371111154556274)","(0.46991515159606934, 0.45499467849731445)",1,1,2.6646728515625,2.3714141845703125,"(-35.121002197265625, -61.439186096191406, 576.0025024414062)","(29.575939178466797, -66.76156616210938, 578.9808959960938)","(-0.17005449533462524, 120.94075012207031, 33.377037048339844)","(-12.014725685119629, 117.0535888671875, 31.96222686767578)",POINT (0.4870552718639374 0.4443528950214386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505177117,2068034744,1,1,"(0.5074824094772339, 0.4566410481929779)","(0.4771222174167633, 0.4439922571182251)",1,1,2.6851959228515625,2.3631744384765625,"(-35.1065788269043, -61.40087890625, 576.06005859375)","(29.593826293945312, -66.7077865600586, 578.998046875)","(0.9657080173492432, 116.7529067993164, 31.852792739868164)","(-9.524513244628906, 119.06302642822266, 32.69361114501953)",POINT (0.4923023134469986 0.4503166526556015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505193785,2068051411,1,1,"(0.5107107758522034, 0.4502435028553009)","(0.47357454895973206, 0.45412248373031616)",1,1,2.6832275390625,2.373687744140625,"(-35.08100891113281, -61.31355667114258, 576.0353393554688)","(29.618698120117188, -66.61428833007812, 579.069580078125)","(2.081177234649658, 117.92133331298828, 32.27806854248047)","(-10.75031566619873, 117.212890625, 32.02019500732422)",POINT (0.4921426624059677 0.4521829932928085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505210450,2068068076,1,1,"(0.5067126750946045, 0.43703901767730713)","(0.4646032750606537, 0.4517880380153656)",1,1,2.663314819335937,2.403778076171875,"(-35.04433822631836, -61.21147918701172, 575.9921264648438)","(29.646577835083008, -66.510498046875, 579.0670776367188)","(0.6997557282447815, 120.33294677734375, 33.155853271484375)","(-13.850113868713379, 117.63924407958984, 32.1754150390625)",POINT (0.4856579750776291 0.4444135278463364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505227118,2068084743,1,1,"(0.5145100355148315, 0.45563390851020813)","(0.4739174246788025, 0.45952290296554565)",1,1,2.674667358398437,2.36138916015625,"(-34.989906311035156, -61.0982666015625, 576.0816650390625)","(29.701292037963867, -66.38713073730469, 579.1648559570312)","(3.3939290046691895, 116.93683624267578, 31.919729232788086)","(-10.631842613220215, 116.22657012939453, 31.661224365234375)",POINT (0.494213730096817 0.4575784057378769),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505243791,2068101416,1,1,"(0.5110575556755066, 0.4505799412727356)","(0.4697163701057434, 0.4529241621494293)",1,1,2.6717071533203125,2.383209228515625,"(-34.928714752197266, -61.006343841552734, 576.272216796875)","(29.77566909790039, -66.25174713134766, 579.213134765625)","(2.200993061065674, 117.8598861694336, 32.25569534301758)","(-12.083416938781738, 117.4317398071289, 32.09986877441406)",POINT (0.490386962890625 0.4517520517110825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505260459,2068118083,1,1,"(0.5143753886222839, 0.44523826241493225)","(0.4662633240222931, 0.4567987322807312)",1,1,2.661773681640625,2.3743438720703125,"(-34.83533477783203, -60.90251159667969, 576.3749389648438)","(29.86054801940918, -66.12454986572266, 579.33642578125)","(3.347402811050415, 118.83546447753906, 32.610782623291016)","(-13.276542663574219, 116.72411346435547, 31.842309951782227)",POINT (0.4903193563222885 0.4510184973478317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,27,757505277123,2068134747,1,1,"(0.5078562498092651, 0.43888595700263977)","(0.46982648968696594, 0.4434424042701721)",1,1,2.6671905517578125,2.3567047119140625,"(-34.73854446411133, -60.783958435058594, 576.5423583984375)","(29.95522689819336, -65.99371337890625, 579.617919921875)","(1.094866156578064, 119.99562072753906, 33.033050537109375)","(-12.045368194580078, 119.16345977783203, 32.730159759521484)",POINT (0.4888413697481155 0.4411641806364059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,27,757505293793,2068151416,1,1,"(0.4758720099925995, 0.3132866621017456)","(0.4453886151313782, 0.24321484565734863)",1,1,2.65704345703125,2.28729248046875,"(-34.60908508300781, -60.56853485107422, 576.9063110351562)","(29.94464683532715, -65.72643280029297, 579.8995361328125)","(-9.956480026245117, 142.93467712402344, 41.38217544555664)","(-20.489269256591797, 155.7323760986328, 46.04014587402344)",POINT (0.4606303125619888 0.2782507538795471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
