,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,input3.1,input4.1,input5.1,  .1,cond.1,-----------.1,    .1,and.1,>.1,input1.2,21.1,>=.1,input4.2,110.1,>=.2,input5.2,56.1,-----------.3,-----------.4,    .2,and.2,or.1,=.1,input1.3,17.1,nan.7,=.2,input1.4,21.2,-----------.8,>=.3,input2.2,3.1,=.3,input4.3,110.2,>=.4,input5.3,56.2,-----------.9,-----------.10,    .3,and.3,or.2,-----------.11,input1.5,17.2,-----------.13,=.4,input1.6,21.3,-----------.14,-----------.15,input2.3,2.1,=.5,input3.2,156.1,>=.5,input4.4,11.1,>=.6,input5.4,1054.1,-----------.16,-----------.17,    .4,and.4,or.3,-----------.18,input1.7,17.3,-----------.20,=.6,input1.8,21.4,-----------.21,-----------.22,input2.4,2.2,=.7,input3.3,156.2,>=.7,input4.5,9.1,>=.8,input5.5,1054.2,-----------.23,    .5,else.1,-----------.24,-----------.25,question,code,choices
0,1,28,8363385265,20246938404,1,1,"(0.49391916394233704, 0.5134021639823914)","(0.4825526177883148, 0.5076537728309631)",1,1,3.3142852783203125,3.5352783203125,"(-28.692066192626953, 16.05120849609375, 633.5262451171875)","(30.861679077148438, 19.369873046875, 635.8439331054688)","(-3.720728635787964, 106.38623046875, 28.07964324951172)","(-7.648164749145508, 107.43609619140625, 28.461753845214844)",POINT (0.4882358908653259 0.5105279684066772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363401933,20246955071,1,1,"(0.488383412361145, 0.5120323896408081)","(0.4824136793613434, 0.4915575385093689)",1,1,3.303253173828125,3.512603759765625,"(-28.661087036132812, 16.05824089050293, 633.4743041992188)","(30.893346786499023, 19.364744186401367, 635.852294921875)","(-5.633476734161377, 106.63640594482422, 28.170679092407227)","(-7.696177959442139, 110.37586212158203, 29.5317440032959)",POINT (0.4853985458612442 0.5017949640750885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363418599,20246971737,1,1,"(0.49331867694854736, 0.5112924575805664)","(0.47443607449531555, 0.5128136277198792)",1,1,3.3047637939453125,3.545883178710937,"(-28.637104034423828, 16.06934928894043, 633.4431762695312)","(30.916147232055664, 19.362781524658203, 635.76025390625)","(-3.9282193183898926, 106.77154541015625, 28.21988868713379)","(-10.452628135681152, 106.49372100830078, 28.118745803833008)",POINT (0.4838773757219315 0.5120530426502228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363435270,20246988407,1,1,"(0.48773881793022156, 0.5041717886924744)","(0.4745146334171295, 0.5034503936767578)",1,1,3.2989959716796875,3.521209716796875,"(-28.627140045166016, 16.081329345703125, 633.4443359375)","(30.929954528808594, 19.362548828125, 635.7022705078125)","(-5.856202602386475, 108.07205963134766, 28.69317626953125)","(-10.425500869750977, 108.20380401611328, 28.74115753173828)",POINT (0.4811267256736755 0.5038110911846161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363451937,20247005074,1,1,"(0.4901658594608307, 0.5135868191719055)","(0.4733605980873108, 0.5015509724617004)",1,1,3.2970428466796875,3.517684936523437,"(-28.617725372314453, 16.075538635253906, 633.4227905273438)","(30.949199676513672, 19.346996307373047, 635.5886840820312)","(-5.017591953277588, 106.35249328613281, 28.0673885345459)","(-10.824244499206543, 108.55069732666016, 28.86745262145996)",POINT (0.4817632287740707 0.507568895816803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363468603,20247021740,1,1,"(0.4873734414577484, 0.5065118074417114)","(0.4708850681781769, 0.5232452154159546)",1,1,3.2759246826171875,3.546112060546875,"(-28.61306381225586, 16.071861267089844, 633.4007568359375)","(30.958003997802734, 19.33642578125, 635.5428466796875)","(-5.982444763183594, 107.64466094970703, 28.537675857543945)","(-11.679604530334473, 104.5885238647461, 27.42534637451172)",POINT (0.4791292548179626 0.514878511428833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363485271,20247038407,1,1,"(0.4838193356990814, 0.5164355635643005)","(0.4687372148036957, 0.4963490068912506)",1,1,3.301788330078125,3.5075225830078125,"(-28.61629867553711, 16.053613662719727, 633.322265625)","(30.95492172241211, 19.312572479248047, 635.4652099609375)","(-7.210484981536865, 105.83222198486328, 27.878005981445312)","(-12.421731948852539, 109.50074768066406, 29.213266372680664)",POINT (0.4762782752513886 0.5063922852277756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363501938,20247055074,1,1,"(0.4912361204624176, 0.508784830570221)","(0.47018566727638245, 0.5370413064956665)",1,1,3.266464233398437,3.5485992431640625,"(-28.624523162841797, 16.02511215209961, 633.2545776367188)","(30.95882797241211, 19.291229248046875, 635.465087890625)","(-4.647804260253906, 107.22953033447266, 28.386571884155273)","(-11.921257019042969, 102.0688705444336, 26.50823211669922)",POINT (0.4807108938694 0.5229130685329437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363518605,20247071740,1,1,"(0.4991353154182434, 0.504005491733551)","(0.47325655817985535, 0.5250141024589539)",1,1,3.2354278564453125,3.5110626220703125,"(-28.63698387145996, 16.004600524902344, 633.2314453125)","(30.95775604248047, 19.27895736694336, 635.4652709960938)","(-1.9184257984161377, 108.10240173339844, 28.704269409179688)","(-10.860191345214844, 104.2654800415039, 27.30771827697754)",POINT (0.4861959367990494 0.5145097970962524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363535272,20247088407,1,1,"(0.48888593912124634, 0.5150507688522339)","(0.4731074869632721, 0.5374412536621094)",1,1,3.282562255859375,3.493072509765625,"(-28.65778350830078, 15.991134643554688, 633.230712890625)","(30.943363189697266, 19.268146514892578, 635.4108276367188)","(-5.459841728210449, 106.08514404296875, 27.970035552978516)","(-10.911691665649414, 101.99581909179688, 26.48162269592285)",POINT (0.4809967130422592 0.5262460112571716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363551940,20247105074,1,1,"(0.49545028805732727, 0.5121117830276489)","(0.4709090292453766, 0.5375657677650452)",1,1,3.2496337890625,3.492172241210937,"(-28.679466247558594, 15.977621078491211, 633.1400146484375)","(30.927492141723633, 19.258899688720703, 635.3902587890625)","(-3.1916913986206055, 106.62190246582031, 28.165403366088867)","(-11.671323776245117, 101.97308349609375, 26.473373413085938)",POINT (0.4831796586513519 0.524838775396347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363568610,20247121744,1,1,"(0.493937611579895, 0.5279461741447449)","(0.47087129950523376, 0.5230271816253662)",1,1,3.240570068359375,3.480743408203125,"(-28.717529296875, 15.960092544555664, 633.0926513671875)","(30.887500762939453, 19.236064910888672, 635.337646484375)","(-3.7143681049346924, 103.7299575805664, 27.112863540649414)","(-11.68436050415039, 104.62834930419922, 27.439807891845703)",POINT (0.4824044555425644 0.5254866778850555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,28,8363585278,20247138411,1,1,"(0.492027223110199, 0.523007869720459)","(0.4713367223739624, 0.5191527605056763)",1,1,3.2605133056640625,3.4893341064453125,"(-28.767833709716797, 15.949653625488281, 632.943359375)","(30.830698013305664, 19.240306854248047, 635.3763427734375)","(-4.374452590942383, 104.63186645507812, 27.441125869750977)","(-11.523541450500488, 105.33596801757812, 27.697343826293945)",POINT (0.4816819727420807 0.5210803151130676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
