,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,17,12,167450312907,2864690452,1,1,"(0.4202156662940979, 0.13520358502864838)","(0.47088706493377686, 0.0756276324391365)",1,1,2.906723022460937,3.00653076171875,"(-46.27910232543945, 24.12945556640625, 625.7058715820312)","(11.918086051940918, 24.989673614501953, 625.4371948242188)","(-27.377458572387695, 175.92147827148438, 53.388404846191406)","(-9.817965507507324, 186.83407592773438, 57.36028289794922)",POINT (0.4455513656139374 0.1054156087338924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450329574,2864707119,1,1,"(0.47610390186309814, 0.1369207203388214)","(0.5285465717315674, 0.05770597234368324)",1,1,2.913436889648437,2.9934539794921875,"(-46.11808776855469, 24.096038818359375, 625.8715209960938)","(12.069109916687012, 24.93028450012207, 625.3663940429688)","(-8.01015567779541, 175.60694885253906, 53.27390670776367)","(10.16314697265625, 190.1168212890625, 58.55511474609375)",POINT (0.5023252367973328 0.0973133463412523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450346240,2864723785,1,1,"(0.46507757902145386, 0.12788623571395874)","(0.5164480209350586, 0.051038406789302826)",1,1,2.888458251953125,2.9687652587890625,"(-46.11570739746094, 24.079631805419922, 625.8062744140625)","(12.071678161621094, 24.911293029785156, 625.3024291992188)","(-11.831171035766602, 177.26181030273438, 53.87623596191406)","(5.970560550689697, 191.33810424804688, 58.99964904785156)",POINT (0.4907627999782562 0.0894623212516308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450362916,2864740460,1,1,"(0.46975499391555786, 0.13279522955417633)","(0.5198773741722107, 0.06403525173664093)",1,1,2.8907012939453125,2.973968505859375,"(-46.132957458496094, 24.045040130615234, 625.7706298828125)","(12.06103515625, 24.889751434326172, 625.324951171875)","(-10.210278511047363, 176.3626251220703, 53.5489501953125)","(7.158951282501221, 188.9574737548828, 58.133121490478516)",POINT (0.4948161840438843 0.0984152406454086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450379583,2864757127,1,1,"(0.4687604308128357, 0.1426551789045334)","(0.5180010199546814, 0.06856977194547653)",1,1,2.8974761962890625,2.956268310546875,"(-46.14975357055664, 24.024063110351562, 625.7022705078125)","(12.051614761352539, 24.882680892944336, 625.4120483398438)","(-10.554929733276367, 174.55654907226562, 52.8916015625)","(6.508738994598389, 188.1268768310547, 57.830806732177734)",POINT (0.4933807253837585 0.105612475425005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450396253,2864773796,1,1,"(0.4728003740310669, 0.1427387297153473)","(0.5125112533569336, 0.07685926556587219)",1,1,2.892852783203125,2.9624176025390625,"(-46.16811752319336, 23.99937629699707, 625.6438598632812)","(12.037120819091797, 24.86187744140625, 625.3803100585938)","(-9.154936790466309, 174.541259765625, 52.88602066040039)","(4.606332302093506, 186.6084747314453, 57.27818298339844)",POINT (0.4926558136940002 0.1097989976406097),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450412920,2864790463,1,1,"(0.471334308385849, 0.15682730078697205)","(0.5086770057678223, 0.07417809218168259)",1,1,2.8883819580078125,2.957763671875,"(-46.19414520263672, 23.993206024169922, 625.6077880859375)","(12.021446228027344, 24.861751556396484, 625.3806762695312)","(-9.662981986999512, 171.96063232421875, 51.9467658996582)","(3.277627468109131, 187.09959411621094, 57.4568977355957)",POINT (0.4900056570768356 0.1155026964843273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450429588,2864807130,1,1,"(0.4666498005390167, 0.14522188901901245)","(0.5155511498451233, 0.06982320547103882)",1,1,2.889755249023437,2.9500885009765625,"(-46.2197380065918, 23.983901977539062, 625.61474609375)","(11.990655899047852, 24.855016708374023, 625.3385009765625)","(-11.286322593688965, 174.08639526367188, 52.72050857543945)","(5.659769535064697, 187.89727783203125, 57.74724197387695)",POINT (0.49110047519207 0.1075225472450256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450446254,2864823796,1,1,"(0.46673259139060974, 0.1509857177734375)","(0.5106496214866638, 0.06872334331274033)",1,1,2.895492553710937,2.9382476806640625,"(-46.24113464355469, 24.001422882080078, 625.65625)","(11.957064628601074, 24.874862670898438, 625.3720703125)","(-11.257641792297363, 173.0306396484375, 52.33623123168945)","(3.961207151412964, 188.0987548828125, 57.820556640625)",POINT (0.4886911064386368 0.1098545305430889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450462922,2864840463,1,1,"(0.46720877289772034, 0.14686480164527893)","(0.5224360823631287, 0.07729736715555191)",1,1,2.87237548828125,2.960052490234375,"(-46.264434814453125, 24.002094268798828, 625.6961669921875)","(11.918472290039062, 24.880971908569336, 625.3732299804688)","(-11.092639923095703, 173.7854766845703, 52.61098098754883)","(8.045658111572266, 186.52822875976562, 57.24895477294922)",POINT (0.4948224276304245 0.1120810844004154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450479589,2864857130,1,1,"(0.46902185678482056, 0.14826396107673645)","(0.5181819200515747, 0.07308313995599747)",1,1,2.8822784423828125,2.961288452148437,"(-46.284610748291016, 24.021404266357422, 625.748291015625)","(11.89984130859375, 24.90276336669922, 625.4822387695312)","(-10.46432113647461, 173.52919006347656, 52.51769256591797)","(6.571430683135986, 187.30014038085938, 57.52989196777344)",POINT (0.4936018884181976 0.110673550516367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450496256,2864873796,1,1,"(0.4663692116737366, 0.1427348554134369)","(0.519581139087677, 0.054494474083185196)",1,1,2.8762664794921875,2.9373016357421875,"(-46.305965423583984, 24.056352615356445, 625.8114013671875)","(11.886171340942383, 24.931148529052734, 625.5140380859375)","(-11.383572578430176, 174.54197692871094, 52.886268615722656)","(7.056303024291992, 190.705078125, 58.7691764831543)",POINT (0.4929751753807068 0.098614664748311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450512923,2864890463,1,1,"(0.46971505880355835, 0.1306179016828537)","(0.518531858921051, 0.06030068174004555)",1,1,2.8504638671875,2.9454345703125,"(-46.32434844970703, 24.11252212524414, 625.8965454101562)","(11.883907318115234, 24.99945068359375, 625.6009521484375)","(-10.22411060333252, 176.7614288330078, 53.694149017333984)","(6.692695140838623, 189.6415252685547, 58.38209915161133)",POINT (0.4941234588623047 0.0954592917114496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,12,167450529595,2864907134,1,1,"(0.46340855956077576, 0.13635019958019257)","(0.5188233852386475, 0.08317360281944275)",1,1,2.8554229736328125,2.9701080322265625,"(-46.33085632324219, 24.16470718383789, 625.9278564453125)","(11.878373146057129, 25.055065155029297, 625.5585327148438)","(-12.409551620483398, 175.71145629882812, 53.31196212768555)","(6.793716907501221, 185.45188903808594, 56.85718536376953)",POINT (0.4911159723997116 0.1097619011998177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
