,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,38,16,687954264894,1592661086,1,1,"(0.5019676685333252, 0.3015279173851013)","(0.4754617512226105, 0.24278374016284943)",1,1,3.1750030517578125,3.0385284423828125,"(-18.817216873168945, 11.02130126953125, 589.2794799804688)","(42.79161834716797, 13.247180938720703, 586.89013671875)","(-0.9397767186164856, 145.08224487304688, 42.16384506225586)","(-10.098243713378906, 155.8111114501953, 46.06883239746094)",POINT (0.4887147098779678 0.2721558287739754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954281561,1592677752,1,1,"(0.506486177444458, 0.3008202910423279)","(0.4748436510562897, 0.24800676107406616)",1,1,3.1822662353515625,3.04449462890625,"(-18.628551483154297, 11.049602508544922, 589.4248046875)","(42.994346618652344, 13.247272491455078, 587.2199096679688)","(0.6214765310287476, 145.21148681640625, 42.21089172363281)","(-10.311810493469238, 154.85719299316406, 45.72159957885742)",POINT (0.4906649142503738 0.274413526058197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954314901,1592711091,1,1,"(0.502068817615509, 0.3099280297756195)","(0.4708694517612457, 0.22617977857589722)",1,1,3.1600799560546875,3.0182647705078125,"(-18.352210998535156, 11.168153762817383, 589.7507934570312)","(43.30766296386719, 13.30701732635498, 587.747802734375)","(-0.9048134684562683, 143.548095703125, 41.60545349121094)","(-11.68499755859375, 158.84361267089844, 47.172542572021484)",POINT (0.4864691346883774 0.2680539041757584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954331567,1592727757,1,1,"(0.497953861951828, 0.3100432753562927)","(0.47500917315483093, 0.2540862560272217)",1,1,3.16607666015625,3.035140991210937,"(-18.27078628540039, 11.211446762084961, 589.9188232421875)","(43.37803649902344, 13.336471557617188, 587.7192993164062)","(-2.326648473739624, 143.52703857421875, 41.597808837890625)","(-10.254608154296875, 153.74685668945312, 45.317481994628906)",POINT (0.4864815175533295 0.2820647656917572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954348235,1592744424,1,1,"(0.49857112765312195, 0.27784785628318787)","(0.47114071249961853, 0.24452638626098633)",1,1,3.1485595703125,3.0352325439453125,"(-18.240604400634766, 11.243915557861328, 590.122314453125)","(43.43291091918945, 13.37732219696045, 587.962646484375)","(-2.113363265991211, 149.40711975097656, 43.737937927246094)","(-11.591267585754395, 155.4928436279297, 45.95299530029297)",POINT (0.4848559200763702 0.2611871212720871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954364902,1592761091,1,1,"(0.5027815103530884, 0.2557631731033325)","(0.47136950492858887, 0.24929043650627136)",1,1,3.10992431640625,3.03277587890625,"(-18.251733779907227, 11.269926071166992, 590.2178955078125)","(43.43202590942383, 13.399258613586426, 587.9824829101562)","(-0.6585738062858582, 153.4405975341797, 45.20603942871094)","(-11.51222038269043, 154.6227569580078, 45.636268615722656)",POINT (0.4870755076408386 0.2525268048048019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954381570,1592777758,1,1,"(0.5007558465003967, 0.25455477833747864)","(0.47015148401260376, 0.24824011325836182)",1,1,3.096954345703125,3.019989013671875,"(-18.286067962646484, 11.29509162902832, 590.3994750976562)","(43.40465545654297, 13.4223051071167, 588.082763671875)","(-1.3584831953048706, 153.66127014160156, 45.28636932373047)","(-11.933060646057129, 154.81455993652344, 45.70612335205078)",POINT (0.4854536652565002 0.2513974457979202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954398236,1592794424,1,1,"(0.504548192024231, 0.3168545663356781)","(0.4756380021572113, 0.25772151350975037)",1,1,3.17559814453125,3.05633544921875,"(-18.357017517089844, 11.30816650390625, 590.5113525390625)","(43.34990692138672, 13.444679260253906, 588.3604736328125)","(-0.04812566936016083, 142.28306579589844, 41.14501190185547)","(-10.037336349487305, 153.08291625976562, 45.07583236694336)",POINT (0.4900930970907211 0.2872880399227142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954414904,1592811091,1,1,"(0.5047493577003479, 0.31067681312561035)","(0.4710890054702759, 0.21950140595436096)",1,1,3.1522369384765625,2.978622436523437,"(-18.441028594970703, 11.328365325927734, 590.6226806640625)","(43.2653694152832, 13.472007751464844, 588.3616943359375)","(0.02136816643178463, 143.4113311767578, 41.55569839477539)","(-11.609136581420898, 160.06332397460938, 47.616477966308594)",POINT (0.4879191815853119 0.2650891095399857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,38,16,687954431576,1592827763,1,1,"(0.4979371726512909, 0.29299652576446533)","(0.4750716984272003, 0.22727715969085693)",1,1,3.125350952148437,2.9803466796875,"(-18.562578201293945, 11.330134391784668, 590.702392578125)","(43.15293502807617, 13.502692222595215, 588.5592041015625)","(-2.332422971725464, 146.64039611816406, 42.730960845947266)","(-10.23302173614502, 158.6431884765625, 47.09960174560547)",POINT (0.4865044355392456 0.2601368427276611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
