,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817078189,1596172746,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817094855,1596189412,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817111524,1596206080,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817128196,1596222752,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817144862,1596239418,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817161530,1596256085,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817178197,1596272752,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817194864,1596289419,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817211531,1596306085,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817228198,1596322752,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817244865,1596339418,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817261534,1596356087,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817278201,1596372754,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817294868,1596389420,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817311535,1596406087,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817328201,1596422752,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817344867,1596439418,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817361535,1596456085,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817378202,1596472752,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817394875,1596489424,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817411542,1596506091,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817428210,1596522758,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,25,"{'x': 772.4635123987372, 'y': 249.34237565750033, 'elapsedTime': 168417.09999999963}",8817444877,1596539425,POINT (0.4023247460410089 0.230872570053241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
