,pid,stimulus_number,coordinates,current_time,current_time1,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040469276,1535992782,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040485943,1536009449,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040502610,1536026115,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040519277,1536042782,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040535945,1536059449,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040552618,1536076122,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040569285,1536092788,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040585952,1536109455,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040602619,1536126121,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040619286,1536142788,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040635954,1536159455,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040652621,1536176122,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040669292,1536192792,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040685958,1536209458,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040702626,1536226125,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040719293,1536242792,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040735961,1536259459,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040752627,1536276125,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040769295,1536292792,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040785961,1536309458,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040802635,1536326131,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040819301,1536342797,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040835968,1536359463,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040852635,1536376130,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040869302,1536392796,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040885969,1536409463,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040902636,1536426129,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040919303,1536442796,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040935973,1536459465,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040952640,1536476132,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040969308,1536492799,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250040985975,1536509466,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250041002643,1536526133,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,3,"{'x': 643.3336671841826, 'y': 246.06938926309405, 'elapsedTime': 13469.799999982119}",250041019310,1536542800,POINT (0.3350696183250951 0.2278420270954574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
