,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712029544,899404052,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712046211,899420719,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712062885,899437392,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712079551,899454058,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712096217,899470723,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712112886,899487392,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712129553,899504058,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712146220,899520725,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712162888,899537392,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,30,"{'x': 690.225719681398, 'y': 516.7872686724783, 'elapsedTime': 32951.29999999702}",82712179557,899554061,POINT (0.3594925623340615 0.4785067302522947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
