,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,6,30,"{'x': 717.2994128662672, 'y': 575.8370715467355, 'elapsedTime': 67996.89999999944}",4504117678,4722628308,POINT (0.3735934442011808 0.5331824736543848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504134345,4722644974,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504151012,4722661641,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504167687,4722678315,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504184353,4722694981,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504201021,4722711648,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504217688,4722728315,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504234355,4722744981,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504251022,4722761648,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504267690,4722778315,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,6,30,"{'x': 621.8108341633151, 'y': 558.8176611749466, 'elapsedTime': 68074.89999999944}",4504284356,4722794981,POINT (0.3238598094600599 0.5174237603471727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
