,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,17,30,"{'x': 685.4597155775249, 'y': 440.8561357035179, 'elapsedTime': 71080.59999999404}",169504085886,4918403869,POINT (0.3570102685299609 0.4082001256514054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504102553,4918420536,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504119220,4918437202,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504135888,4918453870,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504152555,4918470536,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504169224,4918487205,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504185893,4918503873,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504202559,4918520539,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504219227,4918537206,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504235893,4918553872,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504252561,4918570539,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504269228,4918587206,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504285895,4918603872,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,17,30,"{'x': 647.5886604348362, 'y': 308.29287788923, 'elapsedTime': 71141.09999999404}",169504302571,4918620548,POINT (0.3372857606431439 0.2854563684159537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
