,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,10,30,"{'x': 673.623128956792, 'y': 489.41170584601633, 'elapsedTime': 103175.60000002384}",598550750787,3776369372,POINT (0.3508453796649958 0.4531589868944596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 673.623128956792, 'y': 489.41170584601633, 'elapsedTime': 103175.60000002384}",598550767453,3776386038,POINT (0.3508453796649958 0.4531589868944596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550784121,3776402705,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550800788,3776419372,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550817461,3776436044,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550834128,3776452711,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550850795,3776469377,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550867463,3776486045,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550884130,3776502711,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,30,"{'x': 672.007329539595, 'y': 484.3168995909045, 'elapsedTime': 103234.79999995232}",598550900797,3776519378,POINT (0.3500038174685391 0.4484415736952819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
