,pid,stimulus_number,coordinates,current_time,current_time1,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,17,3,"{'x': 736.2706938649126, 'y': 678.9557088563744, 'elapsedTime': 56139.30000001192}",166100494593,1514910195,POINT (0.3834743197213086 0.6286626933855318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100511260,1514926861,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100527926,1514943527,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100544599,1514960200,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100561267,1514976867,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100577934,1514993534,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100594600,1515010200,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100611268,1515026867,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100627934,1515043533,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,17,3,"{'x': 734.1200971516112, 'y': 727.4396764278857, 'elapsedTime': 56188.40000000596}",166100644602,1515060201,POINT (0.3823542172664641 0.673555255951746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
