,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477709560,3502809677,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477726228,3502826344,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477742894,3502843010,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477759562,3502859677,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477776231,3502876346,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477792898,3502893012,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477809565,3502909679,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477826233,3502926346,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477842899,3502943012,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477859567,3502959679,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477876234,3502976346,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477892901,3502993012,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,32,30,"{'x': 673.633700915847, 'y': 712.9781290715172, 'elapsedTime': 109622.39999997616}",578477909575,3503009686,POINT (0.3508508858936704 0.6601649343254788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
