,pid,stimulus_number,coordinates,current_time,current_time1,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970123683,3226917056,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970140350,3226933723,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970157022,3226950394,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970173689,3226967061,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970190357,3226983728,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970207023,3227000394,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970223691,3227017061,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970240357,3227033727,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970257025,3227050394,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970273691,3227067060,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970290361,3227083729,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970307028,3227100396,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970323696,3227117063,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970340363,3227133730,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970357030,3227150396,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970373696,3227167062,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970390364,3227183729,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970407031,3227200396,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970423707,3227217071,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970440373,3227233737,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970457041,3227250404,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970473707,3227267070,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970490375,3227283737,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970507042,3227300404,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970523709,3227317070,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970540376,3227333737,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970557048,3227350408,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970573715,3227367075,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970590382,3227383741,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970607049,3227400408,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970623717,3227417075,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970640383,3227433741,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970657051,3227450408,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970673719,3227467075,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970690388,3227483744,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970707053,3227500408,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970723720,3227517075,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970740388,3227533742,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970757055,3227550409,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970773724,3227567077,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970790389,3227583742,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970807059,3227600411,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970823729,3227617081,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970840397,3227633748,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970857064,3227650415,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970873731,3227667081,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970890398,3227683748,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970907066,3227700415,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970923732,3227717081,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970940400,3227733748,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970957075,3227750423,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970973742,3227767089,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509970990409,3227783756,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971007077,3227800423,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971023743,3227817089,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971040411,3227833756,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971057078,3227850423,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971073749,3227867093,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971090416,3227883760,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971107083,3227900426,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971123750,3227917093,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971140418,3227933760,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971157084,3227950426,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971173752,3227967093,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971190419,3227983760,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971207091,3228000431,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971223759,3228017098,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971240426,3228033765,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971257093,3228050431,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971273760,3228067098,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971290427,3228083764,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971307095,3228100432,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971323762,3228117098,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971340429,3228133765,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971357098,3228150433,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971373764,3228167099,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971390432,3228183766,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971407099,3228200433,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971423766,3228217099,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971440432,3228233765,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971457100,3228250432,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971473774,3228267106,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971490442,3228283773,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,30,"{'x': 749.3373408945129, 'y': 418.7451182634538, 'elapsedTime': 28523.5}",509971507108,3228300439,POINT (0.3902798650492255 0.3877269613550498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
